thresh,biocontrol,type,period,rep,pdoug,avg_pop
1,100,"50% multi-capsid, 50% single-capsid",2,15,18,1.5088025744023923
1,100,"50% multi-capsid, 50% single-capsid",2,16,18,1.327839875131167
1,100,"50% multi-capsid, 50% single-capsid",2,17,18,1.9110045994712435
1,100,"50% multi-capsid, 50% single-capsid",2,18,18,1.3710509675858356
1,100,"50% multi-capsid, 50% single-capsid",2,19,18,1.5069453610357184
1,100,"50% multi-capsid, 50% single-capsid",2,20,18,1.2954597115424276
1,100,"50% multi-capsid, 50% single-capsid",3,1,18,3.133684649920361
1,100,"50% multi-capsid, 50% single-capsid",3,2,18,3.6940849466934593
1,100,"50% multi-capsid, 50% single-capsid",3,3,18,3.134466891732057
1,100,"50% multi-capsid, 50% single-capsid",3,4,18,4.154158612250108
1,100,"50% multi-capsid, 50% single-capsid",3,5,18,4.809962270434366
1,100,"50% multi-capsid, 50% single-capsid",3,6,18,3.673972047242433
1,100,"50% multi-capsid, 50% single-capsid",3,7,18,3.9774628121029543
1,100,"50% multi-capsid, 50% single-capsid",3,8,18,4.4828188155572
1,100,"50% multi-capsid, 50% single-capsid",3,9,18,3.444147128907601
1,100,"50% multi-capsid, 50% single-capsid",3,10,18,4.681731633073442
1,100,"50% multi-capsid, 50% single-capsid",3,11,18,3.4844759190859196
1,100,"50% multi-capsid, 50% single-capsid",3,12,18,3.8834636654896926
1,100,"50% multi-capsid, 50% single-capsid",3,13,18,3.7823303924376566
1,100,"50% multi-capsid, 50% single-capsid",3,14,18,3.178010081778552
1,100,"50% multi-capsid, 50% single-capsid",3,15,18,3.3630740033354
1,100,"50% multi-capsid, 50% single-capsid",3,16,18,3.197719332739215
1,100,"50% multi-capsid, 50% single-capsid",3,17,18,3.720025921575077
1,100,"50% multi-capsid, 50% single-capsid",3,18,18,3.4317589325984064
1,100,"50% multi-capsid, 50% single-capsid",3,19,18,4.339271050270153
1,100,"50% multi-capsid, 50% single-capsid",3,20,18,4.736044917486279
1,150,"50% multi-capsid, 50% single-capsid",1,1,18,3.4179557455080403
1,150,"50% multi-capsid, 50% single-capsid",1,2,18,3.199190994819113
1,150,"50% multi-capsid, 50% single-capsid",1,3,18,3.9235586189802443
1,150,"50% multi-capsid, 50% single-capsid",1,4,18,4.482627047476696
1,150,"50% multi-capsid, 50% single-capsid",1,5,18,3.470057063204304
1,150,"50% multi-capsid, 50% single-capsid",1,6,18,3.85778995910479
1,150,"50% multi-capsid, 50% single-capsid",1,7,18,4.537918620722952
1,150,"50% multi-capsid, 50% single-capsid",1,8,18,4.4844802219485755
1,150,"50% multi-capsid, 50% single-capsid",1,9,18,2.354593665483962
1,150,"50% multi-capsid, 50% single-capsid",1,10,18,2.8982138197895977
1,150,"50% multi-capsid, 50% single-capsid",1,11,18,4.557909202829221
1,150,"50% multi-capsid, 50% single-capsid",1,12,18,3.5229394909891782
1,150,"50% multi-capsid, 50% single-capsid",1,13,18,3.4272548541198935
1,150,"50% multi-capsid, 50% single-capsid",1,14,18,3.2485508533267633
1,150,"50% multi-capsid, 50% single-capsid",1,15,18,2.8904830940290576
1,150,"50% multi-capsid, 50% single-capsid",1,16,18,2.767439664820875
1,150,"50% multi-capsid, 50% single-capsid",1,17,18,3.7930146638630053
1,150,"50% multi-capsid, 50% single-capsid",1,18,18,3.8211679888457266
1,150,"50% multi-capsid, 50% single-capsid",1,19,18,3.4875957003599956
1,150,"50% multi-capsid, 50% single-capsid",1,20,18,4.650909011916808
1,150,"50% multi-capsid, 50% single-capsid",2,1,18,1.3098457383574684
1,150,"50% multi-capsid, 50% single-capsid",2,2,18,1.965678491487676
1,150,"50% multi-capsid, 50% single-capsid",2,3,18,1.1198967288649408
1,150,"50% multi-capsid, 50% single-capsid",2,4,18,1.2211903207296824
1,150,"50% multi-capsid, 50% single-capsid",2,5,18,1.9433639763882442
1,150,"50% multi-capsid, 50% single-capsid",2,6,18,1.1219443828902878
1,150,"50% multi-capsid, 50% single-capsid",2,7,18,1.2668290439647374
1,150,"50% multi-capsid, 50% single-capsid",2,8,18,1.3110972638374636
1,150,"50% multi-capsid, 50% single-capsid",2,9,18,0.9349572145877459
1,150,"50% multi-capsid, 50% single-capsid",2,10,18,1.0310330206826679
1,150,"50% multi-capsid, 50% single-capsid",2,11,18,0.8689904920682996
1,150,"50% multi-capsid, 50% single-capsid",2,12,18,1.6165898842920081
1,150,"50% multi-capsid, 50% single-capsid",2,13,18,1.6161298060118807
1,150,"50% multi-capsid, 50% single-capsid",2,14,18,1.0605424719408767
1,150,"50% multi-capsid, 50% single-capsid",2,15,18,1.2655028506403585
1,150,"50% multi-capsid, 50% single-capsid",2,16,18,1.4951759356660455
1,150,"50% multi-capsid, 50% single-capsid",2,17,18,1.0764231978615963
1,150,"50% multi-capsid, 50% single-capsid",2,18,18,1.5530497702820338
1,150,"50% multi-capsid, 50% single-capsid",2,19,18,1.0145371500265206
1,150,"50% multi-capsid, 50% single-capsid",2,20,18,1.3561112419741785
1,150,"50% multi-capsid, 50% single-capsid",3,1,18,3.861165966072528
1,150,"50% multi-capsid, 50% single-capsid",3,2,18,4.096185120000358
1,150,"50% multi-capsid, 50% single-capsid",3,3,18,3.3391881726153425
1,150,"50% multi-capsid, 50% single-capsid",3,4,18,3.9207782763931087
1,150,"50% multi-capsid, 50% single-capsid",3,5,18,4.312380436004719
1,150,"50% multi-capsid, 50% single-capsid",3,6,18,3.462356106374414
1,150,"50% multi-capsid, 50% single-capsid",3,7,18,4.50145354563375
1,150,"50% multi-capsid, 50% single-capsid",3,8,18,3.6196658098318193
1,150,"50% multi-capsid, 50% single-capsid",3,9,18,4.649187124930099
1,150,"50% multi-capsid, 50% single-capsid",3,10,18,3.1245614012567415
1,150,"50% multi-capsid, 50% single-capsid",3,11,18,3.7368057073376844
1,150,"50% multi-capsid, 50% single-capsid",3,12,18,3.2379362367938627
1,150,"50% multi-capsid, 50% single-capsid",3,13,18,3.065840789290615
1,150,"50% multi-capsid, 50% single-capsid",3,14,18,4.586515655576595
1,150,"50% multi-capsid, 50% single-capsid",3,15,18,4.335346442610659
1,150,"50% multi-capsid, 50% single-capsid",3,16,18,3.9643152628564704
1,150,"50% multi-capsid, 50% single-capsid",3,17,18,3.1618476570735035
1,150,"50% multi-capsid, 50% single-capsid",3,18,18,4.314653225568584
1,150,"50% multi-capsid, 50% single-capsid",3,19,18,3.343714807033499
1,150,"50% multi-capsid, 50% single-capsid",3,20,18,2.9423147579409266
1,200,"50% multi-capsid, 50% single-capsid",1,1,18,2.9504612174757145
1,200,"50% multi-capsid, 50% single-capsid",1,2,18,3.509427961439365
1,200,"50% multi-capsid, 50% single-capsid",1,3,18,2.903121441558761
1,200,"50% multi-capsid, 50% single-capsid",1,4,18,3.5163272495099385
1,200,"50% multi-capsid, 50% single-capsid",1,5,18,3.4934458200059537
1,200,"50% multi-capsid, 50% single-capsid",1,6,18,4.983228516734452
1,200,"50% multi-capsid, 50% single-capsid",1,7,18,3.6997317366832014
1,200,"50% multi-capsid, 50% single-capsid",1,8,18,3.647701448289717
1,200,"50% multi-capsid, 50% single-capsid",1,9,18,4.247666131827004
1,200,"50% multi-capsid, 50% single-capsid",1,10,18,3.6578033923458473
1,200,"50% multi-capsid, 50% single-capsid",1,11,18,4.48902111705835
1,200,"50% multi-capsid, 50% single-capsid",1,12,18,4.746660986103325
1,200,"50% multi-capsid, 50% single-capsid",1,13,18,3.459066466385917
1,200,"50% multi-capsid, 50% single-capsid",1,14,18,3.436831994525807
1,200,"50% multi-capsid, 50% single-capsid",1,15,18,4.82569044040281
1,200,"50% multi-capsid, 50% single-capsid",1,16,18,3.5173352646776554
1,200,"50% multi-capsid, 50% single-capsid",1,17,18,3.9811846444468535
1,200,"50% multi-capsid, 50% single-capsid",1,18,18,4.866572060596404
1,200,"50% multi-capsid, 50% single-capsid",1,19,18,3.3310920557767063
1,200,"50% multi-capsid, 50% single-capsid",1,20,18,4.482979793682449
1,200,"50% multi-capsid, 50% single-capsid",2,1,18,1.4313026523455288
1,200,"50% multi-capsid, 50% single-capsid",2,2,18,2.031006769411834
1,200,"50% multi-capsid, 50% single-capsid",2,3,18,1.494596205523508
1,200,"50% multi-capsid, 50% single-capsid",2,4,18,1.3070443876265343
1,200,"50% multi-capsid, 50% single-capsid",2,5,18,1.2777448174945771
1,200,"50% multi-capsid, 50% single-capsid",2,6,18,1.3433970848622925
1,200,"50% multi-capsid, 50% single-capsid",2,7,18,1.4594911957354784
1,200,"50% multi-capsid, 50% single-capsid",2,8,18,1.5613431469798666
1,200,"50% multi-capsid, 50% single-capsid",2,9,18,1.1849293780656547
1,200,"50% multi-capsid, 50% single-capsid",2,10,18,1.1674519768129386
1,200,"50% multi-capsid, 50% single-capsid",2,11,18,1.496623802379169
1,200,"50% multi-capsid, 50% single-capsid",2,12,18,1.1161029975973742
1,200,"50% multi-capsid, 50% single-capsid",2,13,18,1.740082157907513
1,200,"50% multi-capsid, 50% single-capsid",2,14,18,1.1165386328040945
1,200,"50% multi-capsid, 50% single-capsid",2,15,18,1.333017665939573
1,200,"50% multi-capsid, 50% single-capsid",2,16,18,1.4393767302199831
1,200,"50% multi-capsid, 50% single-capsid",2,17,18,1.6407904039229464
1,200,"50% multi-capsid, 50% single-capsid",2,18,18,1.070656605371466
1,200,"50% multi-capsid, 50% single-capsid",2,19,18,1.821114478872997
1,200,"50% multi-capsid, 50% single-capsid",2,20,18,1.4760508149579263
1,200,"50% multi-capsid, 50% single-capsid",3,1,18,4.02981983274991
1,200,"50% multi-capsid, 50% single-capsid",3,2,18,5.130701974928034
1,200,"50% multi-capsid, 50% single-capsid",3,3,18,4.147822195449185
1,200,"50% multi-capsid, 50% single-capsid",3,4,18,3.4378583883733795
1,200,"50% multi-capsid, 50% single-capsid",3,5,18,2.745151989983388
1,200,"50% multi-capsid, 50% single-capsid",3,6,18,4.263030552411886
1,200,"50% multi-capsid, 50% single-capsid",3,7,18,4.564579737756883
1,200,"50% multi-capsid, 50% single-capsid",3,8,18,3.375813543701827
1,200,"50% multi-capsid, 50% single-capsid",3,9,18,4.3834093620365655
1,200,"50% multi-capsid, 50% single-capsid",3,10,18,3.399346470911557
1,200,"50% multi-capsid, 50% single-capsid",3,11,18,4.468848627334968
1,200,"50% multi-capsid, 50% single-capsid",3,12,18,3.623062195282983
1,200,"50% multi-capsid, 50% single-capsid",3,13,18,3.005529260438432
1,200,"50% multi-capsid, 50% single-capsid",3,14,18,3.0312457678611766
1,200,"50% multi-capsid, 50% single-capsid",3,15,18,2.741018000102027
1,200,"50% multi-capsid, 50% single-capsid",3,16,18,3.733199144185443
1,200,"50% multi-capsid, 50% single-capsid",3,17,18,3.42612987582185
1,200,"50% multi-capsid, 50% single-capsid",3,18,18,4.6570169394630225
1,200,"50% multi-capsid, 50% single-capsid",3,19,18,3.5795743192477487
1,200,"50% multi-capsid, 50% single-capsid",3,20,18,2.5065255089523855
1.5,1,"50% multi-capsid, 50% single-capsid",1,1,18,4.0517718830425284
1.5,1,"50% multi-capsid, 50% single-capsid",1,2,18,3.8650542318300456
1.5,1,"50% multi-capsid, 50% single-capsid",1,3,18,3.118882696771812
1.5,1,"50% multi-capsid, 50% single-capsid",1,4,18,4.125398969520952
1.5,1,"50% multi-capsid, 50% single-capsid",1,5,18,4.038948843945846
1.5,1,"50% multi-capsid, 50% single-capsid",1,6,18,3.6736650526186776
1.5,1,"50% multi-capsid, 50% single-capsid",1,7,18,4.013355176850351
1.5,1,"50% multi-capsid, 50% single-capsid",1,8,18,2.6179197654794724
1.5,1,"50% multi-capsid, 50% single-capsid",1,9,18,3.486589002761977
1.5,1,"50% multi-capsid, 50% single-capsid",1,10,18,3.6899700871263117
1.5,1,"50% multi-capsid, 50% single-capsid",1,11,18,4.514797660364894
1.5,1,"50% multi-capsid, 50% single-capsid",1,12,18,4.491584989926166
1.5,1,"50% multi-capsid, 50% single-capsid",1,13,18,6.1730379538415
1.5,1,"50% multi-capsid, 50% single-capsid",1,14,18,4.16029195644292
1.5,1,"50% multi-capsid, 50% single-capsid",1,15,18,4.032245650263521
1.5,1,"50% multi-capsid, 50% single-capsid",1,16,18,4.206037143459826
1.5,1,"50% multi-capsid, 50% single-capsid",1,17,18,3.9051797407682054
1.5,1,"50% multi-capsid, 50% single-capsid",1,18,18,5.10211678884667
1.5,1,"50% multi-capsid, 50% single-capsid",1,19,18,3.2146573034183814
1.5,1,"50% multi-capsid, 50% single-capsid",1,20,18,4.030052475686878
1.5,1,"50% multi-capsid, 50% single-capsid",2,1,18,2.4175545733685624
1.5,1,"50% multi-capsid, 50% single-capsid",2,2,18,3.6354512414212947
1.5,1,"50% multi-capsid, 50% single-capsid",2,3,18,2.03009139189479
1.5,1,"50% multi-capsid, 50% single-capsid",2,4,18,3.0683783365976973
1.5,1,"50% multi-capsid, 50% single-capsid",2,5,18,3.6362016905302994
1.5,1,"50% multi-capsid, 50% single-capsid",2,6,18,2.360379051206499
1.5,1,"50% multi-capsid, 50% single-capsid",2,7,18,3.2870528108559194
1.5,1,"50% multi-capsid, 50% single-capsid",2,8,18,4.167984335666908
1.5,1,"50% multi-capsid, 50% single-capsid",2,9,18,2.7213403971810455
1.5,1,"50% multi-capsid, 50% single-capsid",2,10,18,2.7326650235351155
1.5,1,"50% multi-capsid, 50% single-capsid",2,11,18,2.7018254576705933
1.5,1,"50% multi-capsid, 50% single-capsid",2,12,18,2.456868366949967
1.5,1,"50% multi-capsid, 50% single-capsid",2,13,18,2.2971273291504155
1.5,1,"50% multi-capsid, 50% single-capsid",2,14,18,4.405124882510988
1.5,1,"50% multi-capsid, 50% single-capsid",2,15,18,2.6868721861889275
1.5,1,"50% multi-capsid, 50% single-capsid",2,16,18,2.3665734075143154
1.5,1,"50% multi-capsid, 50% single-capsid",2,17,18,2.9648212260497107
1.5,1,"50% multi-capsid, 50% single-capsid",2,18,18,1.8792222768829985
1.5,1,"50% multi-capsid, 50% single-capsid",2,19,18,2.4841042284297177
1.5,1,"50% multi-capsid, 50% single-capsid",2,20,18,2.5239049894438503
1.5,1,"50% multi-capsid, 50% single-capsid",3,1,18,3.491297281012683
1.5,1,"50% multi-capsid, 50% single-capsid",3,2,18,4.778226218916167
1.5,1,"50% multi-capsid, 50% single-capsid",3,3,18,3.8935973695123014
1.5,1,"50% multi-capsid, 50% single-capsid",3,4,18,4.097791177103363
1.5,1,"50% multi-capsid, 50% single-capsid",3,5,18,5.2085801236350875
1.5,1,"50% multi-capsid, 50% single-capsid",3,6,18,2.948126219635756
1.5,1,"50% multi-capsid, 50% single-capsid",3,7,18,3.2758027573071793
1.5,1,"50% multi-capsid, 50% single-capsid",3,8,18,4.279230130238104
1.5,1,"50% multi-capsid, 50% single-capsid",3,9,18,4.244444930164664
1.5,1,"50% multi-capsid, 50% single-capsid",3,10,18,3.174540220766009
1.5,1,"50% multi-capsid, 50% single-capsid",3,11,18,2.9854505788199526
1.5,1,"50% multi-capsid, 50% single-capsid",3,12,18,4.023699667943659
1.5,1,"50% multi-capsid, 50% single-capsid",3,13,18,4.288195183021573
1.5,1,"50% multi-capsid, 50% single-capsid",3,14,18,3.9143085072625836
1.5,1,"50% multi-capsid, 50% single-capsid",3,15,18,3.2767747924802673
1.5,1,"50% multi-capsid, 50% single-capsid",3,16,18,2.84334956612701
1.5,1,"50% multi-capsid, 50% single-capsid",3,17,18,4.438539973607374
1.5,1,"50% multi-capsid, 50% single-capsid",3,18,18,4.443728703325256
1.5,1,"50% multi-capsid, 50% single-capsid",3,19,18,4.001969615349662
1.5,1,"50% multi-capsid, 50% single-capsid",3,20,18,3.490582906837784
1.5,5,"50% multi-capsid, 50% single-capsid",1,1,18,3.6240488834109774
1.5,5,"50% multi-capsid, 50% single-capsid",1,2,18,4.412371687197239
1.5,5,"50% multi-capsid, 50% single-capsid",1,3,18,2.7596140446749526
1.5,5,"50% multi-capsid, 50% single-capsid",1,4,18,3.521906286639677
1.5,5,"50% multi-capsid, 50% single-capsid",1,5,18,3.6150129598373013
1.5,5,"50% multi-capsid, 50% single-capsid",1,6,18,3.335865444664627
1.5,5,"50% multi-capsid, 50% single-capsid",1,7,18,3.9214503062160726
1.5,5,"50% multi-capsid, 50% single-capsid",1,8,18,3.329977915672552
1.5,5,"50% multi-capsid, 50% single-capsid",1,9,18,3.957533647143654
1.5,5,"50% multi-capsid, 50% single-capsid",1,10,18,4.1214641777158745
1.5,5,"50% multi-capsid, 50% single-capsid",1,11,18,3.380735491980863
1.5,5,"50% multi-capsid, 50% single-capsid",1,12,18,5.3718227042719375
1.5,5,"50% multi-capsid, 50% single-capsid",1,13,18,3.8150280522973032
1.5,5,"50% multi-capsid, 50% single-capsid",1,14,18,4.032620252509153
1.5,5,"50% multi-capsid, 50% single-capsid",1,15,18,3.4700208822397336
1.5,5,"50% multi-capsid, 50% single-capsid",1,16,18,3.622020405140292
1.5,5,"50% multi-capsid, 50% single-capsid",1,17,18,3.734884462738962
1.5,5,"50% multi-capsid, 50% single-capsid",1,18,18,4.396138011940153
1.5,5,"50% multi-capsid, 50% single-capsid",1,19,18,3.663443687038127
1.5,5,"50% multi-capsid, 50% single-capsid",1,20,18,3.4581157681595434
1.5,5,"50% multi-capsid, 50% single-capsid",2,1,18,2.181449114095402
1.5,5,"50% multi-capsid, 50% single-capsid",2,2,18,2.3119985348661376
1.5,5,"50% multi-capsid, 50% single-capsid",2,3,18,3.0507974125418236
1.5,5,"50% multi-capsid, 50% single-capsid",2,4,18,2.500252550034894
1.5,5,"50% multi-capsid, 50% single-capsid",2,5,18,2.368450256782778
1.5,5,"50% multi-capsid, 50% single-capsid",2,6,18,1.8058851662002129
1.5,5,"50% multi-capsid, 50% single-capsid",2,7,18,2.5218775461148417
1.5,5,"50% multi-capsid, 50% single-capsid",2,8,18,1.9224083017841933
1.5,5,"50% multi-capsid, 50% single-capsid",2,9,18,2.9669396098476737
1.5,5,"50% multi-capsid, 50% single-capsid",2,10,18,1.8805251251088673
1.5,5,"50% multi-capsid, 50% single-capsid",2,11,18,1.8470983743302387
1.5,5,"50% multi-capsid, 50% single-capsid",2,12,18,2.673328415529872
1.5,5,"50% multi-capsid, 50% single-capsid",2,13,18,2.153917096633683
1.5,5,"50% multi-capsid, 50% single-capsid",2,14,18,1.509682802106035
1.5,5,"50% multi-capsid, 50% single-capsid",2,15,18,2.8291966888685693
1.5,5,"50% multi-capsid, 50% single-capsid",2,16,18,2.277798793103971
1.5,5,"50% multi-capsid, 50% single-capsid",2,17,18,2.1814279076935463
1.5,5,"50% multi-capsid, 50% single-capsid",2,18,18,1.955455646568143
1.5,5,"50% multi-capsid, 50% single-capsid",2,19,18,2.2621235465500584
1.5,5,"50% multi-capsid, 50% single-capsid",2,20,18,1.6719517967528323
1.5,5,"50% multi-capsid, 50% single-capsid",3,1,18,3.9241302322536424
1.5,5,"50% multi-capsid, 50% single-capsid",3,2,18,2.487198832336085
1.5,5,"50% multi-capsid, 50% single-capsid",3,3,18,2.930224166432631
1.5,5,"50% multi-capsid, 50% single-capsid",3,4,18,3.352090597753387
1.5,5,"50% multi-capsid, 50% single-capsid",3,5,18,2.9770410347611596
1.5,5,"50% multi-capsid, 50% single-capsid",3,6,18,3.4707655297175064
1.5,5,"50% multi-capsid, 50% single-capsid",3,7,18,3.3239818472451543
1.5,5,"50% multi-capsid, 50% single-capsid",3,8,18,3.1463614654436336
1.5,5,"50% multi-capsid, 50% single-capsid",3,9,18,3.534896879019118
1.5,5,"50% multi-capsid, 50% single-capsid",3,10,18,3.1930772560715397
1.5,5,"50% multi-capsid, 50% single-capsid",3,11,18,3.970167136861358
1.5,5,"50% multi-capsid, 50% single-capsid",3,12,18,3.2099505769658077
1.5,5,"50% multi-capsid, 50% single-capsid",3,13,18,3.0274807135748887
1.5,5,"50% multi-capsid, 50% single-capsid",3,14,18,3.230173675618691
1.5,5,"50% multi-capsid, 50% single-capsid",3,15,18,3.3570300981807684
1.5,5,"50% multi-capsid, 50% single-capsid",3,16,18,3.992537414774658
1.5,5,"50% multi-capsid, 50% single-capsid",3,17,18,4.100361475487651
1.5,5,"50% multi-capsid, 50% single-capsid",3,18,18,3.8316011834019985
1.5,5,"50% multi-capsid, 50% single-capsid",3,19,18,3.857194841733107
1.5,5,"50% multi-capsid, 50% single-capsid",3,20,18,3.714189034045965
1.5,10,"50% multi-capsid, 50% single-capsid",1,1,18,3.473366588400821
1.5,10,"50% multi-capsid, 50% single-capsid",1,2,18,3.8527871743468385
1.5,10,"50% multi-capsid, 50% single-capsid",1,3,18,3.2908931432596673
1.5,10,"50% multi-capsid, 50% single-capsid",1,4,18,3.889974531995774
1.5,10,"50% multi-capsid, 50% single-capsid",1,5,18,4.1676366678963905
1.5,10,"50% multi-capsid, 50% single-capsid",1,6,18,6.415955367632822
1.5,10,"50% multi-capsid, 50% single-capsid",1,7,18,4.064163879711235
1.5,10,"50% multi-capsid, 50% single-capsid",1,8,18,3.352767322472132
1.5,10,"50% multi-capsid, 50% single-capsid",1,9,18,3.166996129491953
1.5,10,"50% multi-capsid, 50% single-capsid",1,10,18,4.452507371880284
1.5,10,"50% multi-capsid, 50% single-capsid",1,11,18,4.050048118650504
1.5,10,"50% multi-capsid, 50% single-capsid",1,12,18,4.800827900086236
1.5,10,"50% multi-capsid, 50% single-capsid",1,13,18,3.251382436337483
1.5,10,"50% multi-capsid, 50% single-capsid",1,14,18,3.73551657235971
1.5,10,"50% multi-capsid, 50% single-capsid",1,15,18,2.7946074298250583
1.5,10,"50% multi-capsid, 50% single-capsid",1,16,18,3.9740397748092398
1.5,10,"50% multi-capsid, 50% single-capsid",1,17,18,4.4362704258052705
1.5,10,"50% multi-capsid, 50% single-capsid",1,18,18,4.093046673400122
1.5,10,"50% multi-capsid, 50% single-capsid",1,19,18,5.011533611519539
1.5,10,"50% multi-capsid, 50% single-capsid",1,20,18,3.3596034216879955
1.5,10,"50% multi-capsid, 50% single-capsid",2,1,18,1.7561323125714778
1.5,10,"50% multi-capsid, 50% single-capsid",2,2,18,1.6942038340409526
1.5,10,"50% multi-capsid, 50% single-capsid",2,3,18,1.4383610975384373
1.5,10,"50% multi-capsid, 50% single-capsid",2,4,18,1.6450646531906639
1.5,10,"50% multi-capsid, 50% single-capsid",2,5,18,1.5467569851178002
1.5,10,"50% multi-capsid, 50% single-capsid",2,6,18,2.040050933210673
1.5,10,"50% multi-capsid, 50% single-capsid",2,7,18,1.6855822038775783
1.5,10,"50% multi-capsid, 50% single-capsid",2,8,18,1.846230191996627
1.5,10,"50% multi-capsid, 50% single-capsid",2,9,18,1.6073493315529288
1.5,10,"50% multi-capsid, 50% single-capsid",2,10,18,1.7258097626350413
1.5,10,"50% multi-capsid, 50% single-capsid",2,11,18,1.459053720035673
1.5,10,"50% multi-capsid, 50% single-capsid",2,12,18,1.7922632618192742
1.5,10,"50% multi-capsid, 50% single-capsid",2,13,18,2.0019603220141176
1.5,10,"50% multi-capsid, 50% single-capsid",2,14,18,2.9041924942017627
1.5,10,"50% multi-capsid, 50% single-capsid",2,15,18,1.7822003796818073
1.5,10,"50% multi-capsid, 50% single-capsid",2,16,18,1.7697902518975177
1.5,10,"50% multi-capsid, 50% single-capsid",2,17,18,1.678108134610118
1.5,10,"50% multi-capsid, 50% single-capsid",2,18,18,1.7978158131180177
1.5,10,"50% multi-capsid, 50% single-capsid",2,19,18,2.1600400722295574
1.5,10,"50% multi-capsid, 50% single-capsid",2,20,18,2.3411870118752507
1.5,10,"50% multi-capsid, 50% single-capsid",3,1,18,2.8603088216989705
1.5,10,"50% multi-capsid, 50% single-capsid",3,2,18,3.629932872600113
1.5,10,"50% multi-capsid, 50% single-capsid",3,3,18,4.01585925712215
1.5,10,"50% multi-capsid, 50% single-capsid",3,4,18,3.250716145299172
1.5,10,"50% multi-capsid, 50% single-capsid",3,5,18,4.033904314015923
1.5,10,"50% multi-capsid, 50% single-capsid",3,6,18,4.033370768765332
1.5,10,"50% multi-capsid, 50% single-capsid",3,7,18,3.276590750785224
1.5,10,"50% multi-capsid, 50% single-capsid",3,8,18,3.3126116243000534
1.5,10,"50% multi-capsid, 50% single-capsid",3,9,18,3.866460708279509
1.5,10,"50% multi-capsid, 50% single-capsid",3,10,18,4.361148545304369
1.5,10,"50% multi-capsid, 50% single-capsid",3,11,18,3.3198096049197736
1.5,10,"50% multi-capsid, 50% single-capsid",3,12,18,4.825155053519733
1.5,10,"50% multi-capsid, 50% single-capsid",3,13,18,4.06344101952479
1.5,10,"50% multi-capsid, 50% single-capsid",3,14,18,4.044700120072247
1.5,10,"50% multi-capsid, 50% single-capsid",3,15,18,3.864706089193007
1.5,10,"50% multi-capsid, 50% single-capsid",3,16,18,3.0913658787812692
1.5,10,"50% multi-capsid, 50% single-capsid",3,17,18,3.6186894535248193
1.5,10,"50% multi-capsid, 50% single-capsid",3,18,18,3.7677694171489082
1.5,10,"50% multi-capsid, 50% single-capsid",3,19,18,4.094183694534725
1.5,10,"50% multi-capsid, 50% single-capsid",3,20,18,3.595169657105856
1.5,50,"50% multi-capsid, 50% single-capsid",1,1,18,3.097225070787584
1.5,50,"50% multi-capsid, 50% single-capsid",1,2,18,3.5736784859370476
1.5,50,"50% multi-capsid, 50% single-capsid",1,3,18,3.4122055059260723
1.5,50,"50% multi-capsid, 50% single-capsid",1,4,18,3.1295740408478134
1.5,50,"50% multi-capsid, 50% single-capsid",1,5,18,2.8467529336428
1.5,50,"50% multi-capsid, 50% single-capsid",1,6,18,3.4527211481107525
1.5,50,"50% multi-capsid, 50% single-capsid",1,7,18,4.2681341586495645
1.5,50,"50% multi-capsid, 50% single-capsid",1,8,18,2.5447943487323954
1.5,50,"50% multi-capsid, 50% single-capsid",1,9,18,4.614560357639794
1.5,50,"50% multi-capsid, 50% single-capsid",1,10,18,2.52412087630967
1.5,50,"50% multi-capsid, 50% single-capsid",1,11,18,4.608713829500192
1.5,50,"50% multi-capsid, 50% single-capsid",1,12,18,3.972841167961414
1.5,50,"50% multi-capsid, 50% single-capsid",1,13,18,4.0308660319405085
1.5,50,"50% multi-capsid, 50% single-capsid",1,14,18,4.538873756782674
1.5,50,"50% multi-capsid, 50% single-capsid",1,15,18,3.26373667764045
1.5,50,"50% multi-capsid, 50% single-capsid",1,16,18,3.7951320001279387
1.5,50,"50% multi-capsid, 50% single-capsid",1,17,18,4.096511367230502
1.5,50,"50% multi-capsid, 50% single-capsid",1,18,18,5.065178050216195
1.5,50,"50% multi-capsid, 50% single-capsid",1,19,18,4.790811248885025
1.5,50,"50% multi-capsid, 50% single-capsid",1,20,18,3.4133013921528748
1.5,50,"50% multi-capsid, 50% single-capsid",2,1,18,1.528005098595839
1.5,50,"50% multi-capsid, 50% single-capsid",2,2,18,1.388758597355714
1.5,50,"50% multi-capsid, 50% single-capsid",2,3,18,1.3488090289295387
1.5,50,"50% multi-capsid, 50% single-capsid",2,4,18,1.3275712752128404
1.5,50,"50% multi-capsid, 50% single-capsid",2,5,18,1.5174823491212976
1.5,50,"50% multi-capsid, 50% single-capsid",2,6,18,1.479182757385851
1.5,50,"50% multi-capsid, 50% single-capsid",2,7,18,1.7199620804309843
1.5,50,"50% multi-capsid, 50% single-capsid",2,8,18,1.3624778537450195
1.5,50,"50% multi-capsid, 50% single-capsid",2,9,18,1.326704362240318
1.5,50,"50% multi-capsid, 50% single-capsid",2,10,18,1.295769700593415
1.5,50,"50% multi-capsid, 50% single-capsid",2,11,18,1.7985534928806421
1.5,50,"50% multi-capsid, 50% single-capsid",2,12,18,2.0525741479386426
1.5,50,"50% multi-capsid, 50% single-capsid",2,13,18,1.511716510117998
1.5,50,"50% multi-capsid, 50% single-capsid",2,14,18,1.3002530118101943
1.5,50,"50% multi-capsid, 50% single-capsid",2,15,18,1.491606380522586
