thresh,biocontrol,type,period,rep,pdoug,avg_pop
1.5,150,100% multi-capsid morphotype,2,2,18,3.746572697319349
1.5,150,100% multi-capsid morphotype,2,3,18,2.3986504001319644
1.5,150,100% multi-capsid morphotype,2,4,18,2.5760337190070297
1.5,150,100% multi-capsid morphotype,2,5,18,3.3800153158060886
1.5,150,100% multi-capsid morphotype,2,6,18,3.023185727521694
1.5,150,100% multi-capsid morphotype,2,7,18,2.8385946674913285
1.5,150,100% multi-capsid morphotype,2,8,18,3.170038631554526
1.5,150,100% multi-capsid morphotype,2,9,18,2.115669169635464
1.5,150,100% multi-capsid morphotype,2,10,18,2.650842590653741
1.5,150,100% multi-capsid morphotype,2,11,18,3.3159301795627485
1.5,150,100% multi-capsid morphotype,2,12,18,3.0507877755630397
1.5,150,100% multi-capsid morphotype,2,13,18,2.98104304218088
1.5,150,100% multi-capsid morphotype,2,14,18,2.5499076026000047
1.5,150,100% multi-capsid morphotype,2,15,18,2.677346302861602
1.5,150,100% multi-capsid morphotype,2,16,18,2.621240845296981
1.5,150,100% multi-capsid morphotype,2,17,18,2.479440990724355
1.5,150,100% multi-capsid morphotype,2,18,18,2.811730580257275
1.5,150,100% multi-capsid morphotype,2,19,18,2.497538421649354
1.5,150,100% multi-capsid morphotype,2,20,18,2.922137864031663
1.5,150,100% multi-capsid morphotype,3,1,18,3.3165378195069004
1.5,150,100% multi-capsid morphotype,3,2,18,3.597766426336922
1.5,150,100% multi-capsid morphotype,3,3,18,3.7637935792144055
1.5,150,100% multi-capsid morphotype,3,4,18,4.248509261267905
1.5,150,100% multi-capsid morphotype,3,5,18,3.7334817505936857
1.5,150,100% multi-capsid morphotype,3,6,18,3.27000664525499
1.5,150,100% multi-capsid morphotype,3,7,18,3.7887428607511926
1.5,150,100% multi-capsid morphotype,3,8,18,3.892323373526495
1.5,150,100% multi-capsid morphotype,3,9,18,3.9697893412989576
1.5,150,100% multi-capsid morphotype,3,10,18,3.4480961244861157
1.5,150,100% multi-capsid morphotype,3,11,18,3.215461556447246
1.5,150,100% multi-capsid morphotype,3,12,18,3.5283290915175276
1.5,150,100% multi-capsid morphotype,3,13,18,3.7375560114176007
1.5,150,100% multi-capsid morphotype,3,14,18,3.7536787471334407
1.5,150,100% multi-capsid morphotype,3,15,18,4.321570149742748
1.5,150,100% multi-capsid morphotype,3,16,18,2.227782662936702
1.5,150,100% multi-capsid morphotype,3,17,18,4.0037471563745175
1.5,150,100% multi-capsid morphotype,3,18,18,2.89927686946694
1.5,150,100% multi-capsid morphotype,3,19,18,3.092466611557959
1.5,150,100% multi-capsid morphotype,3,20,18,3.8787309629928752
1.5,200,100% multi-capsid morphotype,1,1,18,4.784603408406618
1.5,200,100% multi-capsid morphotype,1,2,18,4.38265212338797
1.5,200,100% multi-capsid morphotype,1,3,18,3.0861184767748586
1.5,200,100% multi-capsid morphotype,1,4,18,3.850774184099817
1.5,200,100% multi-capsid morphotype,1,5,18,3.647363957669922
1.5,200,100% multi-capsid morphotype,1,6,18,5.295969937664005
1.5,200,100% multi-capsid morphotype,1,7,18,4.806454360035939
1.5,200,100% multi-capsid morphotype,1,8,18,2.5741266688382867
1.5,200,100% multi-capsid morphotype,1,9,18,3.1648486770446764
1.5,200,100% multi-capsid morphotype,1,10,18,4.831059116369273
1.5,200,100% multi-capsid morphotype,1,11,18,4.473524277338338
1.5,200,100% multi-capsid morphotype,1,12,18,4.60405243397184
1.5,200,100% multi-capsid morphotype,1,13,18,3.380453145201613
1.5,200,100% multi-capsid morphotype,1,14,18,3.803597166361522
1.5,200,100% multi-capsid morphotype,1,15,18,3.906337066465624
1.5,200,100% multi-capsid morphotype,1,16,18,2.7498410792468295
1.5,200,100% multi-capsid morphotype,1,17,18,3.731022667899945
1.5,200,100% multi-capsid morphotype,1,18,18,4.372867655953185
1.5,200,100% multi-capsid morphotype,1,19,18,3.455324776023598
1.5,200,100% multi-capsid morphotype,1,20,18,3.589419983201979
1.5,200,100% multi-capsid morphotype,2,1,18,3.8325634929255794
1.5,200,100% multi-capsid morphotype,2,2,18,2.1880724171780503
1.5,200,100% multi-capsid morphotype,2,3,18,2.571118483458194
1.5,200,100% multi-capsid morphotype,2,4,18,2.3092661859041583
1.5,200,100% multi-capsid morphotype,2,5,18,2.128926539882351
1.5,200,100% multi-capsid morphotype,2,6,18,1.9485415760274705
1.5,200,100% multi-capsid morphotype,2,7,18,2.756755173713471
1.5,200,100% multi-capsid morphotype,2,8,18,1.7425155313694545
1.5,200,100% multi-capsid morphotype,2,9,18,3.0117660410704366
1.5,200,100% multi-capsid morphotype,2,10,18,1.911599403754396
1.5,200,100% multi-capsid morphotype,2,11,18,2.451894495972296
1.5,200,100% multi-capsid morphotype,2,12,18,2.3454306700887533
1.5,200,100% multi-capsid morphotype,2,13,18,3.1304843181218973
1.5,200,100% multi-capsid morphotype,2,14,18,2.084345588884446
1.5,200,100% multi-capsid morphotype,2,15,18,3.149851477244041
1.5,200,100% multi-capsid morphotype,2,16,18,3.9733015612786216
1.5,200,100% multi-capsid morphotype,2,17,18,2.669206746867618
1.5,200,100% multi-capsid morphotype,2,18,18,3.021333088700059
1.5,200,100% multi-capsid morphotype,2,19,18,2.562030088769174
1.5,200,100% multi-capsid morphotype,2,20,18,3.55792518140849
1.5,200,100% multi-capsid morphotype,3,1,18,2.9061118988680956
1.5,200,100% multi-capsid morphotype,3,2,18,3.562425678801317
1.5,200,100% multi-capsid morphotype,3,3,18,3.1070567425156588
1.5,200,100% multi-capsid morphotype,3,4,18,2.9844900661394327
1.5,200,100% multi-capsid morphotype,3,5,18,3.3410099931128063
1.5,200,100% multi-capsid morphotype,3,6,18,4.191008028431337
1.5,200,100% multi-capsid morphotype,3,7,18,3.0935926294276213
1.5,200,100% multi-capsid morphotype,3,8,18,3.4943696298684808
1.5,200,100% multi-capsid morphotype,3,9,18,3.529935385959332
1.5,200,100% multi-capsid morphotype,3,10,18,4.381052405698211
1.5,200,100% multi-capsid morphotype,3,11,18,3.7588220668547976
1.5,200,100% multi-capsid morphotype,3,12,18,4.059940084435116
1.5,200,100% multi-capsid morphotype,3,13,18,3.3580706116211845
1.5,200,100% multi-capsid morphotype,3,14,18,3.427565183714249
1.5,200,100% multi-capsid morphotype,3,15,18,3.9355323529548687
1.5,200,100% multi-capsid morphotype,3,16,18,3.309335230722333
1.5,200,100% multi-capsid morphotype,3,17,18,3.3752172263502422
1.5,200,100% multi-capsid morphotype,3,18,18,3.37440087437648
1.5,200,100% multi-capsid morphotype,3,19,18,3.0626864255285366
1.5,200,100% multi-capsid morphotype,3,20,18,2.9287470122283352
2,1,100% multi-capsid morphotype,1,1,18,3.2447645753531127
2,1,100% multi-capsid morphotype,1,2,18,2.5731134939477776
2,1,100% multi-capsid morphotype,1,3,18,4.09870723385657
2,1,100% multi-capsid morphotype,1,4,18,2.974390509201925
2,1,100% multi-capsid morphotype,1,5,18,3.858922241831492
2,1,100% multi-capsid morphotype,1,6,18,3.8340002095253958
2,1,100% multi-capsid morphotype,1,7,18,3.4977335443887894
2,1,100% multi-capsid morphotype,1,8,18,4.078867005687059
2,1,100% multi-capsid morphotype,1,9,18,3.0967145100609157
2,1,100% multi-capsid morphotype,1,10,18,3.1604909014548817
2,1,100% multi-capsid morphotype,1,11,18,4.754432800139347
2,1,100% multi-capsid morphotype,1,12,18,3.280464954223863
2,1,100% multi-capsid morphotype,1,13,18,3.3328070166397916
2,1,100% multi-capsid morphotype,1,14,18,3.6803474815739317
2,1,100% multi-capsid morphotype,1,15,18,2.824226126578919
2,1,100% multi-capsid morphotype,1,16,18,4.082626828565155
2,1,100% multi-capsid morphotype,1,17,18,4.187893963066486
2,1,100% multi-capsid morphotype,1,18,18,3.6396304979721745
2,1,100% multi-capsid morphotype,1,19,18,2.678902215269878
2,1,100% multi-capsid morphotype,1,20,18,3.8972894582473963
2,1,100% multi-capsid morphotype,2,1,18,3.2427396483094717
2,1,100% multi-capsid morphotype,2,2,18,3.5965443468096963
2,1,100% multi-capsid morphotype,2,3,18,3.6108195552445297
2,1,100% multi-capsid morphotype,2,4,18,2.555574564249483
2,1,100% multi-capsid morphotype,2,5,18,2.8193527140550354
2,1,100% multi-capsid morphotype,2,6,18,3.098146363815359
2,1,100% multi-capsid morphotype,2,7,18,4.256716978758764
2,1,100% multi-capsid morphotype,2,8,18,3.3239336038286864
2,1,100% multi-capsid morphotype,2,9,18,3.2603477997653774
2,1,100% multi-capsid morphotype,2,10,18,3.2638230531841734
2,1,100% multi-capsid morphotype,2,11,18,2.5552623827809664
2,1,100% multi-capsid morphotype,2,12,18,3.4272148673314087
2,1,100% multi-capsid morphotype,2,13,18,2.7506856702482874
2,1,100% multi-capsid morphotype,2,14,18,3.598333624341085
2,1,100% multi-capsid morphotype,2,15,18,3.9625004044850414
2,1,100% multi-capsid morphotype,2,16,18,4.46601220901441
2,1,100% multi-capsid morphotype,2,17,18,2.917217681470507
2,1,100% multi-capsid morphotype,2,18,18,2.4414657194496545
2,1,100% multi-capsid morphotype,2,19,18,4.092871470184935
2,1,100% multi-capsid morphotype,2,20,18,4.119090877467644
2,1,100% multi-capsid morphotype,3,1,18,3.182213752708562
2,1,100% multi-capsid morphotype,3,2,18,3.70151671246422
2,1,100% multi-capsid morphotype,3,3,18,4.238571061025051
2,1,100% multi-capsid morphotype,3,4,18,3.1496746035053755
2,1,100% multi-capsid morphotype,3,5,18,3.2480464448346043
2,1,100% multi-capsid morphotype,3,6,18,4.207527964593067
2,1,100% multi-capsid morphotype,3,7,18,3.0408691902535003
2,1,100% multi-capsid morphotype,3,8,18,3.6029723613429914
2,1,100% multi-capsid morphotype,3,9,18,3.437844149597009
2,1,100% multi-capsid morphotype,3,10,18,3.610656803138961
2,1,100% multi-capsid morphotype,3,11,18,3.4984331891620912
2,1,100% multi-capsid morphotype,3,12,18,3.999221703428894
2,1,100% multi-capsid morphotype,3,13,18,3.6051541475300746
2,1,100% multi-capsid morphotype,3,14,18,4.6728830060625475
2,1,100% multi-capsid morphotype,3,15,18,4.120085228768245
2,1,100% multi-capsid morphotype,3,16,18,4.849264461089896
2,1,100% multi-capsid morphotype,3,17,18,3.0492818400607824
2,1,100% multi-capsid morphotype,3,18,18,3.5134527185945226
2,1,100% multi-capsid morphotype,3,19,18,3.314462330224822
2,1,100% multi-capsid morphotype,3,20,18,4.1320986483175135
2,5,100% multi-capsid morphotype,1,1,18,2.988032735277218
2,5,100% multi-capsid morphotype,1,2,18,3.8716886264067814
2,5,100% multi-capsid morphotype,1,3,18,3.775883813745005
2,5,100% multi-capsid morphotype,1,4,18,3.167564478901125
2,5,100% multi-capsid morphotype,1,5,18,3.251987281743124
2,5,100% multi-capsid morphotype,1,6,18,3.308812930588438
2,5,100% multi-capsid morphotype,1,7,18,3.476351511486507
2,5,100% multi-capsid morphotype,1,8,18,5.123356287915002
2,5,100% multi-capsid morphotype,1,9,18,4.029635031863449
2,5,100% multi-capsid morphotype,1,10,18,3.0578734500864804
2,5,100% multi-capsid morphotype,1,11,18,4.242199938006306
2,5,100% multi-capsid morphotype,1,12,18,2.671216012836639
2,5,100% multi-capsid morphotype,1,13,18,3.518362313732685
2,5,100% multi-capsid morphotype,1,14,18,3.5090871310065994
2,5,100% multi-capsid morphotype,1,15,18,3.178786003424968
2,5,100% multi-capsid morphotype,1,16,18,3.8983947358081577
2,5,100% multi-capsid morphotype,1,17,18,4.190978706362956
2,5,100% multi-capsid morphotype,1,18,18,3.6193316476374626
2,5,100% multi-capsid morphotype,1,19,18,4.184540714314755
2,5,100% multi-capsid morphotype,1,20,18,4.248814480665436
2,5,100% multi-capsid morphotype,2,1,18,3.1470979998123254
2,5,100% multi-capsid morphotype,2,2,18,3.6079673337684297
2,5,100% multi-capsid morphotype,2,3,18,3.137801239354915
2,5,100% multi-capsid morphotype,2,4,18,2.423891178148558
2,5,100% multi-capsid morphotype,2,5,18,2.9313017276572944
2,5,100% multi-capsid morphotype,2,6,18,3.4653125527905395
2,5,100% multi-capsid morphotype,2,7,18,3.5419858336818852
2,5,100% multi-capsid morphotype,2,8,18,3.160191259884998
2,5,100% multi-capsid morphotype,2,9,18,4.278868900115078
2,5,100% multi-capsid morphotype,2,10,18,3.239109964280332
2,5,100% multi-capsid morphotype,2,11,18,3.893666115643689
2,5,100% multi-capsid morphotype,2,12,18,3.024274526196832
2,5,100% multi-capsid morphotype,2,13,18,3.113262065216141
2,5,100% multi-capsid morphotype,2,14,18,2.722825572973554
2,5,100% multi-capsid morphotype,2,15,18,3.12372434188904
2,5,100% multi-capsid morphotype,2,16,18,3.537154150808482
2,5,100% multi-capsid morphotype,2,17,18,2.7603412960114264
2,5,100% multi-capsid morphotype,2,18,18,2.8344727157229377
2,5,100% multi-capsid morphotype,2,19,18,3.0437402459980385
2,5,100% multi-capsid morphotype,2,20,18,4.507394817674811
2,5,100% multi-capsid morphotype,3,1,18,3.2742333072558023
2,5,100% multi-capsid morphotype,3,2,18,3.0353680233560674
2,5,100% multi-capsid morphotype,3,3,18,3.823613851774504
2,5,100% multi-capsid morphotype,3,4,18,3.6138305588554127
2,5,100% multi-capsid morphotype,3,5,18,3.798072882596323
2,5,100% multi-capsid morphotype,3,6,18,3.750117385549852
2,5,100% multi-capsid morphotype,3,7,18,2.941218254456431
2,5,100% multi-capsid morphotype,3,8,18,3.099859087530183
2,5,100% multi-capsid morphotype,3,9,18,2.9931233362257763
2,5,100% multi-capsid morphotype,3,10,18,3.694184990523707
2,5,100% multi-capsid morphotype,3,11,18,4.67604832299946
2,5,100% multi-capsid morphotype,3,12,18,3.047199178905771
2,5,100% multi-capsid morphotype,3,13,18,4.593442334592045
2,5,100% multi-capsid morphotype,3,14,18,3.4884978361134045
2,5,100% multi-capsid morphotype,3,15,18,4.149130910805497
2,5,100% multi-capsid morphotype,3,16,18,3.525926112136942
2,5,100% multi-capsid morphotype,3,17,18,4.133605907180885
2,5,100% multi-capsid morphotype,3,18,18,3.3839043159794637
2,5,100% multi-capsid morphotype,3,19,18,5.30409384673062
2,5,100% multi-capsid morphotype,3,20,18,3.145427121251682
2,10,100% multi-capsid morphotype,1,1,18,3.6389264585984242
2,10,100% multi-capsid morphotype,1,2,18,3.399693677111568
2,10,100% multi-capsid morphotype,1,3,18,4.821419503987857
2,10,100% multi-capsid morphotype,1,4,18,3.8941942808694954
2,10,100% multi-capsid morphotype,1,5,18,3.654438217370339
2,10,100% multi-capsid morphotype,1,6,18,3.7525001724045275
2,10,100% multi-capsid morphotype,1,7,18,4.040111319202886
2,10,100% multi-capsid morphotype,1,8,18,3.7860363858575177
2,10,100% multi-capsid morphotype,1,9,18,4.634539690114174
2,10,100% multi-capsid morphotype,1,10,18,4.211379152916101
2,10,100% multi-capsid morphotype,1,11,18,3.96263224624332
2,10,100% multi-capsid morphotype,1,12,18,3.644021382997398
2,10,100% multi-capsid morphotype,1,13,18,3.7947281320874526
2,10,100% multi-capsid morphotype,1,14,18,4.6442246132683485
2,10,100% multi-capsid morphotype,1,15,18,4.110161544385479
2,10,100% multi-capsid morphotype,1,16,18,3.506074788244181
2,10,100% multi-capsid morphotype,1,17,18,5.069461590678931
2,10,100% multi-capsid morphotype,1,18,18,3.9931280649709064
2,10,100% multi-capsid morphotype,1,19,18,4.001210327426883
2,10,100% multi-capsid morphotype,1,20,18,2.481064932864023
2,10,100% multi-capsid morphotype,2,1,18,4.1463543664502716
2,10,100% multi-capsid morphotype,2,2,18,3.169079282049582
2,10,100% multi-capsid morphotype,2,3,18,3.227273254096173
2,10,100% multi-capsid morphotype,2,4,18,2.859031640665087
2,10,100% multi-capsid morphotype,2,5,18,3.8715427380683543
2,10,100% multi-capsid morphotype,2,6,18,3.036876833020674
2,10,100% multi-capsid morphotype,2,7,18,2.570840511987126
2,10,100% multi-capsid morphotype,2,8,18,3.1538364985533938
2,10,100% multi-capsid morphotype,2,9,18,3.103576980861926
2,10,100% multi-capsid morphotype,2,10,18,3.3449980297870052
2,10,100% multi-capsid morphotype,2,11,18,3.0060795185317737
2,10,100% multi-capsid morphotype,2,12,18,2.316606756409681
2,10,100% multi-capsid morphotype,2,13,18,3.6500883729067555
2,10,100% multi-capsid morphotype,2,14,18,3.084350423330365
2,10,100% multi-capsid morphotype,2,15,18,3.3928823456069193
2,10,100% multi-capsid morphotype,2,16,18,3.8842675809422245
2,10,100% multi-capsid morphotype,2,17,18,3.438245527112183
2,10,100% multi-capsid morphotype,2,18,18,2.664340762100265
2,10,100% multi-capsid morphotype,2,19,18,3.6466829940577874
2,10,100% multi-capsid morphotype,2,20,18,3.016774141783191
2,10,100% multi-capsid morphotype,3,1,18,3.676959362610949
2,10,100% multi-capsid morphotype,3,2,18,3.0194217102746217
2,10,100% multi-capsid morphotype,3,3,18,2.63146686060898
2,10,100% multi-capsid morphotype,3,4,18,3.366892209679352
2,10,100% multi-capsid morphotype,3,5,18,3.9978053577335673
2,10,100% multi-capsid morphotype,3,6,18,3.7755944649398083
2,10,100% multi-capsid morphotype,3,7,18,4.923567304600374
2,10,100% multi-capsid morphotype,3,8,18,2.87220387780025
2,10,100% multi-capsid morphotype,3,9,18,4.019009316800854
2,10,100% multi-capsid morphotype,3,10,18,3.096603620856011
2,10,100% multi-capsid morphotype,3,11,18,5.393131285653445
2,10,100% multi-capsid morphotype,3,12,18,4.095670207874091
2,10,100% multi-capsid morphotype,3,13,18,3.54395349188848
2,10,100% multi-capsid morphotype,3,14,18,2.742432764907781
2,10,100% multi-capsid morphotype,3,15,18,4.294448519820583
2,10,100% multi-capsid morphotype,3,16,18,4.3007632374959135
2,10,100% multi-capsid morphotype,3,17,18,3.6269976868151637
2,10,100% multi-capsid morphotype,3,18,18,3.6701609242080444
2,10,100% multi-capsid morphotype,3,19,18,3.052954834516364
2,10,100% multi-capsid morphotype,3,20,18,3.8428146870110815
2,50,100% multi-capsid morphotype,1,1,18,3.652034098972189
2,50,100% multi-capsid morphotype,1,2,18,3.3270250802577697
2,50,100% multi-capsid morphotype,1,3,18,4.258015017793026
2,50,100% multi-capsid morphotype,1,4,18,4.570805078931293
2,50,100% multi-capsid morphotype,1,5,18,3.4826774404059817
2,50,100% multi-capsid morphotype,1,6,18,3.2188890292396843
2,50,100% multi-capsid morphotype,1,7,18,3.938308471842536
2,50,100% multi-capsid morphotype,1,8,18,3.7287571051335164
2,50,100% multi-capsid morphotype,1,9,18,4.887983678108529
2,50,100% multi-capsid morphotype,1,10,18,3.6191864510727494
2,50,100% multi-capsid morphotype,1,11,18,3.6668181244312117
2,50,100% multi-capsid morphotype,1,12,18,2.6596895535406944
2,50,100% multi-capsid morphotype,1,13,18,3.4326970001227948
2,50,100% multi-capsid morphotype,1,14,18,3.5860163397783973
2,50,100% multi-capsid morphotype,1,15,18,3.1087936182802074
2,50,100% multi-capsid morphotype,1,16,18,3.6603861115822047
2,50,100% multi-capsid morphotype,1,17,18,3.9918274625811736
2,50,100% multi-capsid morphotype,1,18,18,3.8029709377849574
2,50,100% multi-capsid morphotype,1,19,18,4.730719457159828
2,50,100% multi-capsid morphotype,1,20,18,3.138909479623489
2,50,100% multi-capsid morphotype,2,1,18,2.5784258197018337
2,50,100% multi-capsid morphotype,2,2,18,2.8677664857473815
2,50,100% multi-capsid morphotype,2,3,18,2.199602134543939
2,50,100% multi-capsid morphotype,2,4,18,2.6979498484681086
2,50,100% multi-capsid morphotype,2,5,18,3.5661505962158464
2,50,100% multi-capsid morphotype,2,6,18,3.1215460686155767
2,50,100% multi-capsid morphotype,2,7,18,3.215428677171309
2,50,100% multi-capsid morphotype,2,8,18,1.626698745196646
2,50,100% multi-capsid morphotype,2,9,18,3.5952091576237946
2,50,100% multi-capsid morphotype,2,10,18,1.8600830704143128
2,50,100% multi-capsid morphotype,2,11,18,2.9223338057874915
2,50,100% multi-capsid morphotype,2,12,18,2.7293084295459327
2,50,100% multi-capsid morphotype,2,13,18,2.9700087541306868
2,50,100% multi-capsid morphotype,2,14,18,4.027832609242698
2,50,100% multi-capsid morphotype,2,15,18,2.8352108129392217
2,50,100% multi-capsid morphotype,2,16,18,2.536493430222708
2,50,100% multi-capsid morphotype,2,17,18,3.77496440838373
2,50,100% multi-capsid morphotype,2,18,18,4.426327317976493
2,50,100% multi-capsid morphotype,2,19,18,2.8570902541845213
2,50,100% multi-capsid morphotype,2,20,18,2.736915277825971
2,50,100% multi-capsid morphotype,3,1,18,3.2373759225764616
2,50,100% multi-capsid morphotype,3,2,18,3.670588686527202
2,50,100% multi-capsid morphotype,3,3,18,3.183874371627378
2,50,100% multi-capsid morphotype,3,4,18,4.028845899768677
2,50,100% multi-capsid morphotype,3,5,18,3.4547731290327497
2,50,100% multi-capsid morphotype,3,6,18,3.8891235549503538
2,50,100% multi-capsid morphotype,3,7,18,3.6020107913068915
2,50,100% multi-capsid morphotype,3,8,18,3.1636159935192643
2,50,100% multi-capsid morphotype,3,9,18,5.073451241990372
2,50,100% multi-capsid morphotype,3,10,18,3.8119180345885444
2,50,100% multi-capsid morphotype,3,11,18,3.96676649016864
2,50,100% multi-capsid morphotype,3,12,18,3.1654520636704975
2,50,100% multi-capsid morphotype,3,13,18,4.097629731570659
2,50,100% multi-capsid morphotype,3,14,18,3.3210888317146963
2,50,100% multi-capsid morphotype,3,15,18,3.536032079433224
2,50,100% multi-capsid morphotype,3,16,18,3.66451592220064
2,50,100% multi-capsid morphotype,3,17,18,3.5770922929645774
2,50,100% multi-capsid morphotype,3,18,18,3.42667967008058
2,50,100% multi-capsid morphotype,3,19,18,3.046562718160357
2,50,100% multi-capsid morphotype,3,20,18,2.874978924186708
2,100,100% multi-capsid morphotype,1,1,18,3.9783059984759643
2,100,100% multi-capsid morphotype,1,2,18,3.7525346741983796
2,100,100% multi-capsid morphotype,1,3,18,4.274270746307167
2,100,100% multi-capsid morphotype,1,4,18,2.771004682617566
2,100,100% multi-capsid morphotype,1,5,18,4.487830586243135
2,100,100% multi-capsid morphotype,1,6,18,4.431250722030406
2,100,100% multi-capsid morphotype,1,7,18,5.260399197343015
2,100,100% multi-capsid morphotype,1,8,18,3.5024875007773018
2,100,100% multi-capsid morphotype,1,9,18,3.2578931190025116
2,100,100% multi-capsid morphotype,1,10,18,3.8106710302795377
2,100,100% multi-capsid morphotype,1,11,18,3.504338425650364
2,100,100% multi-capsid morphotype,1,12,18,4.100148270455069
2,100,100% multi-capsid morphotype,1,13,18,3.7049333282608545
2,100,100% multi-capsid morphotype,1,14,18,2.8541535344525717
2,100,100% multi-capsid morphotype,1,15,18,3.116384825494831
2,100,100% multi-capsid morphotype,1,16,18,3.1415326422570398
2,100,100% multi-capsid morphotype,1,17,18,3.0917572390802945
2,100,100% multi-capsid morphotype,1,18,18,4.6029104326655235
2,100,100% multi-capsid morphotype,1,19,18,2.991447916048546
2,100,100% multi-capsid morphotype,1,20,18,3.1758213679484686
2,100,100% multi-capsid morphotype,2,1,18,2.554507692486045
2,100,100% multi-capsid morphotype,2,2,18,1.9740743383948034
2,100,100% multi-capsid morphotype,2,3,18,2.176835673052462
2,100,100% multi-capsid morphotype,2,4,18,2.393161701727393
2,100,100% multi-capsid morphotype,2,5,18,3.499024071908059
2,100,100% multi-capsid morphotype,2,6,18,2.577015653098218
2,100,100% multi-capsid morphotype,2,7,18,3.032571157149831
2,100,100% multi-capsid morphotype,2,8,18,3.2630677119180653
2,100,100% multi-capsid morphotype,2,9,18,2.9088560525577343
2,100,100% multi-capsid morphotype,2,10,18,2.4470300521998802
2,100,100% multi-capsid morphotype,2,11,18,3.188067525179356
2,100,100% multi-capsid morphotype,2,12,18,3.2988185048225525
2,100,100% multi-capsid morphotype,2,13,18,2.7087107412662697
2,100,100% multi-capsid morphotype,2,14,18,2.1041018074171536
2,100,100% multi-capsid morphotype,2,15,18,2.240531175033467
2,100,100% multi-capsid morphotype,2,16,18,3.3410007150308503
2,100,100% multi-capsid morphotype,2,17,18,3.550700973509101
2,100,100% multi-capsid morphotype,2,18,18,2.787143689053551
2,100,100% multi-capsid morphotype,2,19,18,3.7945430453194335
2,100,100% multi-capsid morphotype,2,20,18,2.0246529910738627
2,100,100% multi-capsid morphotype,3,1,18,2.4716641871860774
2,100,100% multi-capsid morphotype,3,2,18,3.842878535023488
2,100,100% multi-capsid morphotype,3,3,18,3.4216325048105003
2,100,100% multi-capsid morphotype,3,4,18,2.5180593970016587
2,100,100% multi-capsid morphotype,3,5,18,3.2331200555736492
2,100,100% multi-capsid morphotype,3,6,18,4.343128723682456
2,100,100% multi-capsid morphotype,3,7,18,3.268097816375215
2,100,100% multi-capsid morphotype,3,8,18,3.2772297690926537
2,100,100% multi-capsid morphotype,3,9,18,3.39447633992149
2,100,100% multi-capsid morphotype,3,10,18,3.6427371816913583
2,100,100% multi-capsid morphotype,3,11,18,4.032925247957595
2,100,100% multi-capsid morphotype,3,12,18,3.2543163891151283
2,100,100% multi-capsid morphotype,3,13,18,3.6112419056611142
2,100,100% multi-capsid morphotype,3,14,18,4.145720654023145
2,100,100% multi-capsid morphotype,3,15,18,3.2028182600709623
2,100,100% multi-capsid morphotype,3,16,18,3.605032302204742
2,100,100% multi-capsid morphotype,3,17,18,3.4975895935287995
2,100,100% multi-capsid morphotype,3,18,18,3.5514929263887014
2,100,100% multi-capsid morphotype,3,19,18,3.9211550713931
2,100,100% multi-capsid morphotype,3,20,18,2.432096983147342
2,150,100% multi-capsid morphotype,1,1,18,4.253375679136131
2,150,100% multi-capsid morphotype,1,2,18,4.544205175647377
2,150,100% multi-capsid morphotype,1,3,18,3.3571045294308055
2,150,100% multi-capsid morphotype,1,4,18,4.424763221086769
2,150,100% multi-capsid morphotype,1,5,18,3.8012112095511656
2,150,100% multi-capsid morphotype,1,6,18,2.88245959787846
2,150,100% multi-capsid morphotype,1,7,18,3.220247689933787
2,150,100% multi-capsid morphotype,1,8,18,4.6763676114951656
2,150,100% multi-capsid morphotype,1,9,18,3.8289016080694167
2,150,100% multi-capsid morphotype,1,10,18,3.4091483917935355
2,150,100% multi-capsid morphotype,1,11,18,3.1894850860611226
2,150,100% multi-capsid morphotype,1,12,18,3.5343644054028633
2,150,100% multi-capsid morphotype,1,13,18,3.595043808324295
2,150,100% multi-capsid morphotype,1,14,18,3.7077875431074756
2,150,100% multi-capsid morphotype,1,15,18,3.7635375001233498
2,150,100% multi-capsid morphotype,1,16,18,4.018216799137465
2,150,100% multi-capsid morphotype,1,17,18,4.544239992423772
2,150,100% multi-capsid morphotype,1,18,18,3.591937715487817
2,150,100% multi-capsid morphotype,1,19,18,3.672246522619363
2,150,100% multi-capsid morphotype,1,20,18,3.979027224642167
2,150,100% multi-capsid morphotype,2,1,18,4.1438624445619485
2,150,100% multi-capsid morphotype,2,2,18,3.2147199083110847
2,150,100% multi-capsid morphotype,2,3,18,3.520092082582557
2,150,100% multi-capsid morphotype,2,4,18,3.6663717439743646
2,150,100% multi-capsid morphotype,2,5,18,2.0785297836443837
2,150,100% multi-capsid morphotype,2,6,18,4.2349911902496915
2,150,100% multi-capsid morphotype,2,7,18,3.231578962152361
2,150,100% multi-capsid morphotype,2,8,18,2.3826740394488803
2,150,100% multi-capsid morphotype,2,9,18,3.2011650001122502
2,150,100% multi-capsid morphotype,2,10,18,2.7964488122005258
2,150,100% multi-capsid morphotype,2,11,18,2.931042594392254
2,150,100% multi-capsid morphotype,2,12,18,3.721149606422908
2,150,100% multi-capsid morphotype,2,13,18,1.981483702484579
2,150,100% multi-capsid morphotype,2,14,18,2.253195823804575
2,150,100% multi-capsid morphotype,2,15,18,2.482094747413542
2,150,100% multi-capsid morphotype,2,16,18,3.6269588578127925
2,150,100% multi-capsid morphotype,2,17,18,1.9541933638538889
2,150,100% multi-capsid morphotype,2,18,18,2.6786008664979346
