model,mean,sd,se_mean,X25.,X75.,X2.5.,X97.5.,params,level,morph,tree,isolate,param,mod_names,desc
5,3.358489647,0.926096189,0.006243076,2.771236397,4.058409282,1.301842573,4.849977127,"C_M[2,2]",isolate,MNPV,GR,2,C,mod53,nu and C vary by morph + tree
5,3.357763188,0.983935192,0.006729578,2.732173203,4.112352404,1.124063868,4.873071935,"C_M[3,2]",isolate,MNPV,GR,3,C,mod53,nu and C vary by morph + tree
5,3.221607487,0.98389042,0.006705311,2.591017437,3.963821741,1.03477361,4.816339821,"C_M[4,2]",isolate,MNPV,GR,4,C,mod53,nu and C vary by morph + tree
5,2.900074229,1.045047435,0.007288084,2.21093319,3.676823994,0.660741426,4.697473297,"C_M[5,2]",isolate,MNPV,GR,5,C,mod53,nu and C vary by morph + tree
5,3.359065241,0.988713551,0.005294183,2.740520045,4.117609859,1.101021721,4.869999217,"C_M[3,2]",isolate,MNPV,GR,3,C,mod56,nu and C vary by morph + tree
5,3.228834648,0.982352305,0.005226631,2.601827747,3.968770216,1.033572773,4.82097943,"C_M[4,2]",isolate,MNPV,GR,4,C,mod56,nu and C vary by morph + tree
5,2.900865724,1.039572683,0.00586452,2.201862346,3.676446313,0.670728745,4.679656943,"C_M[5,2]",isolate,MNPV,GR,5,C,mod56,nu and C vary by morph + tree
5,3.231285548,0.843062209,0.00407558,2.678569101,3.846182655,1.446859691,4.703910705,"C_S[5,1]",isolate,SNPV,DO,10,C,mod65,nu and C vary by morph + tree
5,0.002922591,0.003781825,1.57e-5,6.74e-4,0.003714847,5.58e-5,0.01304105,"nu_bar_S[1,2]",isolate,SNPV,GR,6,nu,mod65,nu and C vary by morph + tree
5,0.001577716,0.00215476,8.19e-6,3.28e-4,0.001977428,2.68e-5,0.007338889,"nu_bar_S[2,2]",isolate,SNPV,GR,7,nu,mod65,nu and C vary by morph + tree
5,0.003957962,0.004777815,2.1e-5,0.001054999,0.005104073,9.28e-5,0.01661332,"nu_bar_S[3,2]",isolate,SNPV,GR,8,nu,mod65,nu and C vary by morph + tree
5,0.007004724,0.005904461,2.96e-5,0.003347693,0.00865733,0.00130456,0.022477278,"nu_bar_S[4,2]",isolate,SNPV,GR,9,nu,mod65,nu and C vary by morph + tree
5,0.004534456,0.004461071,1.99e-5,0.001771111,0.005753253,4.2e-4,0.016362357,"nu_bar_S[5,2]",isolate,SNPV,GR,10,nu,mod65,nu and C vary by morph + tree
5,0.020232587,0.013816404,1.02e-4,0.010964012,0.025110181,0.005073702,0.058845807,"nu_bar_S[5,1]",isolate,SNPV,DO,10,nu,mod35,nu and C vary by morph + tree
5,3.550162433,0.861879433,0.005563137,3.02783534,4.195704699,1.556805043,4.877252596,"C_S[1,1]",isolate,SNPV,DO,6,C,mod35,nu and C vary by morph + tree
5,3.690096402,0.816294509,0.005076658,3.201412013,4.306788911,1.795695238,4.904802141,"C_S[2,1]",isolate,SNPV,DO,7,C,mod35,nu and C vary by morph + tree
5,0.009937314,0.005310112,2.64e-5,0.006097279,0.013093588,0.001314852,0.022048177,mu_S[1],grand,SNPV,DO,NA,nu,mod55,nu and C vary by morph + tree
5,0.004186836,0.003153044,1.6e-5,0.001966146,0.005588217,3.54e-4,0.01237076,mu_S[2],grand,SNPV,GR,NA,nu,mod55,nu and C vary by morph + tree
5,3.492599285,0.613034179,0.00369528,3.100201741,3.935184164,2.17737474,4.557100591,muC_S[1],grand,SNPV,DO,NA,C,mod55,nu and C vary by morph + tree
5,3.171961375,0.736199391,0.004424747,2.688090605,3.712272783,1.607184662,4.454395715,muC_S[2],grand,SNPV,GR,NA,C,mod55,nu and C vary by morph + tree
5,0.010956886,0.009443858,4.82e-5,0.004626315,0.01431088,0.001250571,0.035498213,"nu_bar_S[1,1]",isolate,SNPV,DO,6,nu,mod55,nu and C vary by morph + tree
5,0.010469183,0.009029151,4.54e-5,0.004469661,0.013615384,0.001237917,0.034069304,"nu_bar_S[2,1]",isolate,SNPV,DO,7,nu,mod55,nu and C vary by morph + tree
5,0.008924643,0.008599301,3.9e-5,0.0030664,0.011956228,6.2e-4,0.031389303,"nu_bar_S[3,1]",isolate,SNPV,DO,8,nu,mod55,nu and C vary by morph + tree
5,0.014547709,0.010775068,5.89e-5,0.007360141,0.018432026,0.002765804,0.043795425,"nu_bar_S[4,1]",isolate,SNPV,DO,9,nu,mod55,nu and C vary by morph + tree
5,0.0199466,0.013370365,8.31e-5,0.010924717,0.02489797,0.004996868,0.056509726,"nu_bar_S[5,1]",isolate,SNPV,DO,10,nu,mod55,nu and C vary by morph + tree
5,3.54481461,0.858288559,0.004463476,3.029084432,4.181503012,1.568072057,4.880297369,"C_S[1,1]",isolate,SNPV,DO,6,C,mod55,nu and C vary by morph + tree
5,3.685595475,0.810276449,0.004235929,3.20020831,4.300351286,1.821751347,4.903318953,"C_S[2,1]",isolate,SNPV,DO,7,C,mod55,nu and C vary by morph + tree
5,3.68620272,0.83588769,0.004318711,3.191022575,4.318621228,1.735445675,4.909888144,"C_S[3,1]",isolate,SNPV,DO,8,C,mod55,nu and C vary by morph + tree
5,3.640490006,0.774984069,0.004035725,3.159335334,4.219059081,1.910011558,4.873298049,"C_S[4,1]",isolate,SNPV,DO,9,C,mod55,nu and C vary by morph + tree
5,3.234127783,0.840631275,0.004429614,2.688736899,3.840453322,1.446652632,4.712229637,"C_S[5,1]",isolate,SNPV,DO,10,C,mod55,nu and C vary by morph + tree
5,0.002966745,0.003893231,1.67e-5,6.75e-4,0.003765771,5.53e-5,0.013102124,"nu_bar_S[1,2]",isolate,SNPV,GR,6,nu,mod55,nu and C vary by morph + tree
5,3.270595394,0.918972785,0.006447776,2.675851804,3.95098409,1.258002839,4.828970325,"C_M[3,1]",isolate,MNPV,DO,3,C,mod53,nu and C vary by morph + tree
5,2.974970896,0.794309113,0.00562886,2.448906394,3.517360219,1.380311808,4.51843403,"C_M[4,1]",isolate,MNPV,DO,4,C,mod53,nu and C vary by morph + tree
5,2.830330216,0.909294798,0.006568465,2.23120099,3.463827636,0.932263551,4.523592471,"C_M[5,1]",isolate,MNPV,DO,5,C,mod53,nu and C vary by morph + tree
5,0.007461937,0.006077268,3.78e-5,0.003531716,0.009488294,0.001132619,0.023154951,"nu_bar_M[1,2]",isolate,MNPV,GR,1,nu,mod53,nu and C vary by morph + tree
5,0.010676183,0.007951926,5.43e-5,0.005505617,0.013397852,0.002163904,0.031597978,"nu_bar_M[2,2]",isolate,MNPV,GR,2,nu,mod53,nu and C vary by morph + tree
5,0.004410993,0.004680139,2.71e-5,0.001427844,0.005744875,3.07e-4,0.016978167,"nu_bar_M[3,2]",isolate,MNPV,GR,3,nu,mod53,nu and C vary by morph + tree
5,0.007304416,0.006169533,3.83e-5,0.003314012,0.009343251,0.001003053,0.023323524000000002,"nu_bar_M[4,2]",isolate,MNPV,GR,4,nu,mod53,nu and C vary by morph + tree
5,0.010996006,0.007388298,5.1e-5,0.00623185,0.013523525,0.003005863,0.030363652,"nu_bar_M[5,2]",isolate,MNPV,GR,5,nu,mod53,nu and C vary by morph + tree
5,3.214453369,0.989347809,0.006919432,2.576352906,3.959624154,1.017253418,4.817658805,"C_M[1,2]",isolate,MNPV,GR,1,C,mod53,nu and C vary by morph + tree
5,0.011834649,0.00574983,2.89e-5,0.007749942,0.015359102,0.001831084,0.024473753,mu_M[1],grand,MNPV,DO,NA,nu,mod55,nu and C vary by morph + tree
5,0.007298524,0.004139157,2.28e-5,0.004349006,0.00953314,0.001030393,0.017239398,mu_M[2],grand,MNPV,GR,NA,nu,mod55,nu and C vary by morph + tree
5,2.968637694,0.674207309,0.004280956,2.520198798,3.442508754,1.59136269,4.227483012,muC_M[1],grand,MNPV,DO,NA,C,mod55,nu and C vary by morph + tree
5,3.19308138,0.723645634,0.004450593,2.715151402,3.719538018,1.662796911,4.463576463,muC_M[2],grand,MNPV,GR,NA,C,mod55,nu and C vary by morph + tree
5,0.013735297,0.010947024,5.94e-5,0.006490021,0.017518944,0.002235486,0.042971192,"nu_bar_M[1,1]",isolate,MNPV,DO,1,nu,mod55,nu and C vary by morph + tree
5,0.009956234,0.005337015,3.16e-5,0.006092813,0.013145477,0.001349213,0.02207588,mu_S[1],grand,SNPV,DO,NA,nu,mod35,nu and C vary by morph + tree
5,0.004160713,0.00315203,1.98e-5,0.001955623,0.00551283,3.25e-4,0.012432486,mu_S[2],grand,SNPV,GR,NA,nu,mod35,nu and C vary by morph + tree
5,3.499570029,0.619497609,0.004447637,3.108691421,3.941713975,2.165238518,4.576211013,muC_S[1],grand,SNPV,DO,NA,C,mod35,nu and C vary by morph + tree
5,3.178419739,0.739594413,0.005589175,2.688478282,3.71937632,1.620328489,4.472006634,muC_S[2],grand,SNPV,GR,NA,C,mod35,nu and C vary by morph + tree
5,0.011025764,0.009571815,5.92e-5,0.00459297,0.014398649,0.00126743,0.03608075,"nu_bar_S[1,1]",isolate,SNPV,DO,6,nu,mod35,nu and C vary by morph + tree
5,0.010507538,0.009107371,5.3e-5,0.004448653,0.013666095,0.001260368,0.034193476,"nu_bar_S[2,1]",isolate,SNPV,DO,7,nu,mod35,nu and C vary by morph + tree
5,0.009044588,0.008750192,4.84e-5,0.003101387,0.012093177,6e-4,0.03246014,"nu_bar_S[3,1]",isolate,SNPV,DO,8,nu,mod35,nu and C vary by morph + tree
5,0.014767094,0.011116114,7.25e-5,0.007404091,0.01869995,0.002787579,0.044628869,"nu_bar_S[4,1]",isolate,SNPV,DO,9,nu,mod35,nu and C vary by morph + tree
5,2.832417686,0.923609541,0.005354708,2.227554231,3.47880444,0.884777557,4.552146677,"C_M[5,1]",isolate,MNPV,DO,5,C,mod55,nu and C vary by morph + tree
5,0.007536905,0.006215081,3.2e-5,0.003531126,0.009582764,0.001126161,0.02349219,"nu_bar_M[1,2]",isolate,MNPV,GR,1,nu,mod55,nu and C vary by morph + tree
5,0.010729784,0.007989901,4.25e-5,0.005505128,0.01351034,0.002156846,0.031838875,"nu_bar_M[2,2]",isolate,MNPV,GR,2,nu,mod55,nu and C vary by morph + tree
5,0.004467442,0.00470706,2.18e-5,0.001430134,0.005844318,3.04e-4,0.016967036,"nu_bar_M[3,2]",isolate,MNPV,GR,3,nu,mod55,nu and C vary by morph + tree
5,0.012140162,0.010106255,4.98e-5,0.005275668,0.015878643,0.001461088,0.038973747,"nu_bar_M[3,1]",isolate,MNPV,DO,3,nu,mod56,nu and C vary by morph + tree
5,0.009926472,0.005325928,2.72e-5,0.006040907,0.013120229,0.001393963,0.022028276,mu_S[1],grand,SNPV,DO,NA,nu,mod75,nu and C vary by morph + tree
5,0.004018033,0.004791136,2.11e-5,0.00106401,0.005176421,8.91e-5,0.016886522,"nu_bar_S[3,2]",isolate,SNPV,GR,8,nu,mod55,nu and C vary by morph + tree
5,0.007110362,0.006064125,3.24e-5,0.003354074,0.008791498,0.001308206,0.023323078,"nu_bar_S[4,2]",isolate,SNPV,GR,9,nu,mod55,nu and C vary by morph + tree
5,3.16580248,0.7456543,0.004595563,2.672303075,3.709052294,1.597325849,4.459530461,muC_S[2],grand,SNPV,GR,NA,C,mod75,nu and C vary by morph + tree
5,0.011001809,0.009693809,4.76e-5,0.004554446,0.014266351,0.001225315,0.0368437,"nu_bar_S[1,1]",isolate,SNPV,DO,6,nu,mod75,nu and C vary by morph + tree
5,0.010475816,0.009007077,4.41e-5,0.004432357,0.013657452,0.001235761,0.034444083,"nu_bar_S[2,1]",isolate,SNPV,DO,7,nu,mod75,nu and C vary by morph + tree
5,0.00899508,0.008922038,4.25e-5,0.003010753,0.012052427,5.86e-4,0.032343758,"nu_bar_S[3,1]",isolate,SNPV,DO,8,nu,mod75,nu and C vary by morph + tree
5,0.01464572,0.010951234,5.92e-5,0.007344124,0.018639938000000002,0.002740838,0.044014874,"nu_bar_S[4,1]",isolate,SNPV,DO,9,nu,mod75,nu and C vary by morph + tree
5,0.011778578,0.00575824,2.87e-5,0.007739743,0.015324484,0.001781481,0.024533072,mu_M[1],grand,MNPV,DO,NA,nu,mod57,nu and C vary by morph + tree
5,0.007265037,0.004136766,2.33e-5,0.004331643,0.009471008,0.001017519,0.017276529,mu_M[2],grand,MNPV,GR,NA,nu,mod57,nu and C vary by morph + tree
5,0.013737781,0.010801538,5.81e-5,0.006576904,0.017565058,0.002207881,0.04279247,"nu_bar_M[1,1]",isolate,MNPV,DO,1,nu,mod56,nu and C vary by morph + tree
5,0.015137991,0.011131165,6.64e-5,0.007903746,0.018878538,0.003194738,0.045205819,"nu_bar_M[2,1]",isolate,MNPV,DO,2,nu,mod56,nu and C vary by morph + tree
5,0.02003722,0.013407198,7.41e-5,0.010913584,0.025018785,0.005024138,0.056924287,"nu_bar_S[5,1]",isolate,SNPV,DO,10,nu,mod65,nu and C vary by morph + tree
5,0.001597821,0.002215919,8.94e-6,3.37e-4,0.001988939,2.91e-5,0.007527871,"nu_bar_S[2,2]",isolate,SNPV,GR,7,nu,mod55,nu and C vary by morph + tree
5,3.685861459,0.814401221,0.003959992,3.195475897,4.29988919,1.806348421,4.904869617,"C_S[2,1]",isolate,SNPV,DO,7,C,mod65,nu and C vary by morph + tree
5,3.68251083,0.832716342,0.00405612,3.188073161,4.313413401,1.722831381,4.907696899,"C_S[3,1]",isolate,SNPV,DO,8,C,mod65,nu and C vary by morph + tree
5,0.00458475,0.00451462,2.1e-5,0.001791461,0.005803073,4.22e-4,0.016589363,"nu_bar_S[5,2]",isolate,SNPV,GR,10,nu,mod55,nu and C vary by morph + tree
5,3.24733531,1.021382418,0.005292009,2.592353876,4.02985264,0.934879379,4.847324071,"C_S[1,2]",isolate,SNPV,GR,6,C,mod55,nu and C vary by morph + tree
5,3.232910695,1.028317984,0.005363979,2.566676662,4.023532043,0.930584192,4.851310135,"C_S[2,2]",isolate,SNPV,GR,7,C,mod55,nu and C vary by morph + tree
5,3.224411139,1.010874131,0.005238225,2.57136346,3.992915631,0.963497867,4.837974727,"C_S[3,2]",isolate,SNPV,GR,8,C,mod55,nu and C vary by morph + tree
5,2.967558706,1.030186436,0.005597343,2.284641894,3.738634823,0.747306164,4.725985952,"C_S[4,2]",isolate,SNPV,GR,9,C,mod55,nu and C vary by morph + tree
5,3.27180694,1.000271684,0.005227055,2.636699336,4.032059411,1.024597683,4.847213954,"C_S[5,2]",isolate,SNPV,GR,10,C,mod55,nu and C vary by morph + tree
5,0.004430472,0.004692399,2.14e-5,0.001414111,0.005791601,2.93e-4,0.016871655,"nu_bar_M[3,2]",isolate,MNPV,GR,3,nu,mod56,nu and C vary by morph + tree
5,0.007364948,0.006198617,3.06e-5,0.003307174,0.009492374,9.98e-4,0.023502925,"nu_bar_M[4,2]",isolate,MNPV,GR,4,nu,mod56,nu and C vary by morph + tree
5,0.011002815,0.00735082,4.17e-5,0.00627584,0.013460575,0.002991467,0.030166139,"nu_bar_M[5,2]",isolate,MNPV,GR,5,nu,mod56,nu and C vary by morph + tree
5,3.192195277,0.719373254,0.004521396,2.718977968,3.710704873,1.679574771,4.462420255,muC_M[2],grand,MNPV,GR,NA,C,mod57,nu and C vary by morph + tree
5,3.5410505,0.861120472,0.004172604,3.019001131,4.181151886,1.570779331,4.875562882,"C_S[1,1]",isolate,SNPV,DO,6,C,mod65,nu and C vary by morph + tree
5,0.014879393,0.010804687,6.2e-5,0.007811877,0.018553856,0.003237274,0.04409758,"nu_bar_M[2,1]",isolate,MNPV,DO,2,nu,mod57,nu and C vary by morph + tree
5,0.012041046,0.009985724,5.05e-5,0.005252502,0.015809359,0.001441484,0.038032097,"nu_bar_M[3,1]",isolate,MNPV,DO,3,nu,mod57,nu and C vary by morph + tree
5,3.636352522,0.781706328,0.003854787,3.159299571,4.220409615,1.896903271,4.8724163,"C_S[4,1]",isolate,SNPV,DO,9,C,mod65,nu and C vary by morph + tree
5,3.218419037,0.985595626,0.00546696,2.581280394,3.960052702,1.032466489,4.815918419,"C_M[4,2]",isolate,MNPV,GR,4,C,mod57,nu and C vary by morph + tree
5,2.899539962,1.043152191,0.00591787,2.208424818,3.673065813,0.660065733,4.694961415,"C_M[5,2]",isolate,MNPV,GR,5,C,mod57,nu and C vary by morph + tree
5,3.006594442,0.966974371,0.00536768,2.374545701,3.707476889,0.91780576,4.716906056,"C_M[1,1]",isolate,MNPV,DO,1,C,mod55,nu and C vary by morph + tree
5,2.704125051,1.007453459,0.005693738,2.019494332,3.432696114,0.60519086,4.53369422,"C_M[2,1]",isolate,MNPV,DO,2,C,mod55,nu and C vary by morph + tree
5,3.268887899,0.919076729,0.005015378,2.672031746,3.95224867,1.277815478,4.818239188,"C_M[3,1]",isolate,MNPV,DO,3,C,mod55,nu and C vary by morph + tree
5,2.969663007,0.802391107,0.004463915,2.438858245,3.514721816,1.364510352,4.538427651,"C_M[4,1]",isolate,MNPV,DO,4,C,mod55,nu and C vary by morph + tree
5,0.020077074,0.013537766,8.06e-5,0.010896203,0.025091411,0.004989025,0.057591545,"nu_bar_S[5,1]",isolate,SNPV,DO,10,nu,mod75,nu and C vary by morph + tree
5,2.963916048,0.670279127,0.004313218,2.514331673,3.432900283,1.597991531,4.218924443,muC_M[1],grand,MNPV,DO,NA,C,mod57,nu and C vary by morph + tree
5,0.004401038,0.004645052,2.12e-5,0.00142451,0.00575297,2.99e-4,0.016720572,"nu_bar_M[3,2]",isolate,MNPV,GR,3,nu,mod57,nu and C vary by morph + tree
5,0.013632625,0.010826336,6.23e-5,0.006467911,0.017347112,0.002230751,0.042716865,"nu_bar_M[1,1]",isolate,MNPV,DO,1,nu,mod57,nu and C vary by morph + tree
5,0.01094464,0.007390952,4.18e-5,0.006230975,0.013355499,0.003003913,0.030351913,"nu_bar_M[5,2]",isolate,MNPV,GR,5,nu,mod57,nu and C vary by morph + tree
5,3.208922146,0.999732405,0.005404602,2.565475536,3.963163011,0.975746883,4.819226663,"C_M[1,2]",isolate,MNPV,GR,1,C,mod57,nu and C vary by morph + tree
5,0.02323567,0.014709211,9.99e-5,0.013172944,0.028820514,0.006406857,0.064391873,"nu_bar_M[4,1]",isolate,MNPV,DO,4,nu,mod57,nu and C vary by morph + tree
5,0.018683296,0.012330924,7.79e-5,0.010473292,0.023085031,0.005067919,0.052146575,"nu_bar_M[5,1]",isolate,MNPV,DO,5,nu,mod57,nu and C vary by morph + tree
5,2.996296938,0.956370749,0.005408067,2.373823073,3.686125644,0.94674639,4.701099717,"C_M[1,1]",isolate,MNPV,DO,1,C,mod57,nu and C vary by morph + tree
5,2.695841489,1.008922777,0.005725811,2.017817543,3.425162056,0.59274005,4.531274969,"C_M[2,1]",isolate,MNPV,DO,2,C,mod57,nu and C vary by morph + tree
5,3.256692612,0.920908438,0.00517551,2.66171215,3.931837144,1.260307452,4.827328553,"C_M[3,1]",isolate,MNPV,DO,3,C,mod57,nu and C vary by morph + tree
5,2.965229769,0.795362441,0.00447241,2.439002667,3.507130385,1.365140922,4.509119988,"C_M[4,1]",isolate,MNPV,DO,4,C,mod57,nu and C vary by morph + tree
5,2.826027108,0.916350453,0.005370456,2.226528135,3.466607296,0.889065451,4.524523741,"C_M[5,1]",isolate,MNPV,DO,5,C,mod57,nu and C vary by morph + tree
5,0.007441986,0.005957688,2.93e-5,0.00354677,0.009480926,0.001139579,0.023066107,"nu_bar_M[1,2]",isolate,MNPV,GR,1,nu,mod57,nu and C vary by morph + tree
5,0.010669859,0.007912286,4.44e-5,0.005498245,0.01341678,0.002130219,0.031415188,"nu_bar_M[2,2]",isolate,MNPV,GR,2,nu,mod57,nu and C vary by morph + tree
5,3.54801076,0.865913422,0.004563806,3.028827162,4.196286073,1.557282889,4.8811607,"C_S[1,1]",isolate,SNPV,DO,6,C,mod75,nu and C vary by morph + tree
5,0.007290419,0.006130266,3.04e-5,0.00330021,0.009384079,9.94e-4,0.023122761,"nu_bar_M[4,2]",isolate,MNPV,GR,4,nu,mod57,nu and C vary by morph + tree
5,3.682804806,0.838399364,0.00440074,3.187409654,4.318784385,1.725792192,4.913057169,"C_S[3,1]",isolate,SNPV,DO,8,C,mod75,nu and C vary by morph + tree
5,3.641676864,0.782937261,0.004108727,3.157560569,4.22967564,1.880971619,4.876490886,"C_S[4,1]",isolate,SNPV,DO,9,C,mod75,nu and C vary by morph + tree
5,3.357847252,0.922006551,0.005015531,2.775104508,4.045826721,1.269499542,4.841767527,"C_M[2,2]",isolate,MNPV,GR,2,C,mod57,nu and C vary by morph + tree
5,3.35790235,0.984809774,0.00536956,2.738494244,4.110160866,1.102360921,4.876474349,"C_M[3,2]",isolate,MNPV,GR,3,C,mod57,nu and C vary by morph + tree
5,0.023349135,0.014938615,9.84e-5,0.013150488,0.028978496,0.006455679,0.065686557,"nu_bar_M[4,1]",isolate,MNPV,DO,4,nu,mod55,nu and C vary by morph + tree
5,0.018849934,0.012559173,7.76e-5,0.010509472,0.023224857,0.004980233,0.053210674,"nu_bar_M[5,1]",isolate,MNPV,DO,5,nu,mod55,nu and C vary by morph + tree
5,3.275748708,0.91348675,0.004998668,2.687701174,3.945927263,1.291660402,4.824773471,"C_M[3,1]",isolate,MNPV,DO,3,C,mod56,nu and C vary by morph + tree
5,2.983888819,0.791232844,0.004422867,2.455997184,3.527704665,1.39215734,4.511472518,"C_M[4,1]",isolate,MNPV,DO,4,C,mod56,nu and C vary by morph + tree
5,2.841482761,0.908065549,0.005216253,2.246361598,3.474492439,0.927677184,4.537088559,"C_M[5,1]",isolate,MNPV,DO,5,C,mod56,nu and C vary by morph + tree
5,0.007520397,0.006045887,2.98e-5,0.003572387,0.009601775,0.001162079,0.023129551,"nu_bar_M[1,2]",isolate,MNPV,GR,1,nu,mod56,nu and C vary by morph + tree
5,0.010648279,0.007782197,4.13e-5,0.005496293,0.013450246,0.002145372,0.030986266,"nu_bar_M[2,2]",isolate,MNPV,GR,2,nu,mod56,nu and C vary by morph + tree
5,0.010469699,0.008976646,4.1e-5,0.004441494,0.013729236,0.001241113,0.03394623,"nu_bar_S[2,1]",isolate,SNPV,DO,7,nu,mod65,nu and C vary by morph + tree
5,3.678706928,0.825234358,0.004398812,3.191045239,4.300447828,1.774950981,4.90652522,"C_S[2,1]",isolate,SNPV,DO,7,C,mod75,nu and C vary by morph + tree
5,0.014617136,0.010975724,5.66e-5,0.007275781,0.01852691,0.002751552,0.044309502,"nu_bar_S[4,1]",isolate,SNPV,DO,9,nu,mod65,nu and C vary by morph + tree
5,2.721812324,1.002727955,0.005723873,2.055310529,3.44093012,0.613264819,4.555684348,"C_M[2,1]",isolate,MNPV,DO,2,C,mod56,nu and C vary by morph + tree
5,0.023565673,0.015052751,9.92e-5,0.013369583,0.02908484,0.006391098,0.065703497,"nu_bar_M[4,1]",isolate,MNPV,DO,4,nu,mod56,nu and C vary by morph + tree
5,0.018995926,0.012661021,8.13e-5,0.010620256,0.023351268,0.00510061,0.053948149,"nu_bar_M[5,1]",isolate,MNPV,DO,5,nu,mod56,nu and C vary by morph + tree
5,3.020441305,0.95802653,0.005403051,2.401754574,3.708526465,0.955580031,4.725117436,"C_M[1,1]",isolate,MNPV,DO,1,C,mod56,nu and C vary by morph + tree
5,3.235864047,1.028974251,0.005442536,2.578996323,4.022678734,0.924768881,4.851036589,"C_S[1,2]",isolate,SNPV,GR,6,C,mod75,nu and C vary by morph + tree
5,0.003981515,0.004729226,2.1e-5,0.001057328,0.005122283,9.57e-5,0.016766953,"nu_bar_S[3,2]",isolate,SNPV,GR,8,nu,mod75,nu and C vary by morph + tree
5,0.007006619,0.005895984,3.02e-5,0.003319501,0.008707907,0.001294691,0.022570309,"nu_bar_S[4,2]",isolate,SNPV,GR,9,nu,mod75,nu and C vary by morph + tree
5,0.00454314,0.004508661,2.14e-5,0.0017667,0.005752327,4.3e-4,0.016328883,"nu_bar_S[5,2]",isolate,SNPV,GR,10,nu,mod75,nu and C vary by morph + tree
5,3.266471082,1.0085966,0.005382,2.619058083,4.033656329,0.98450174,4.851880613,"C_S[5,2]",isolate,SNPV,GR,10,C,mod75,nu and C vary by morph + tree
5,3.219867294,1.032755043,0.005493237,2.558010702,4.006562714,0.898723087,4.847182321,"C_S[2,2]",isolate,SNPV,GR,7,C,mod75,nu and C vary by morph + tree
5,3.223974486,1.021930219,0.005430665,2.566796516,4.002503072,0.95358583,4.843091265,"C_S[3,2]",isolate,SNPV,GR,8,C,mod75,nu and C vary by morph + tree
5,0.008946552,0.008723905,3.83e-5,0.003032488,0.01199066,6.02e-4,0.031756215,"nu_bar_S[3,1]",isolate,SNPV,DO,8,nu,mod65,nu and C vary by morph + tree
5,0.012109278,0.010074108,5.01e-5,0.005253766,0.015854945,0.001434174,0.03854334,"nu_bar_M[3,1]",isolate,MNPV,DO,3,nu,mod55,nu and C vary by morph + tree
5,0.001571339,0.00217989,8.65e-6,3.26e-4,0.001947817,2.66e-5,0.007399379,"nu_bar_S[2,2]",isolate,SNPV,GR,7,nu,mod75,nu and C vary by morph + tree
5,0.004140541,0.003125724,1.52e-5,0.001941534,0.005476918,3.45e-4,0.012264971,mu_S[2],grand,SNPV,GR,NA,nu,mod65,nu and C vary by morph + tree
5,0.014955027,0.010957135,6.32e-5,0.007811741,0.018613746,0.003211432,0.044644667,"nu_bar_M[2,1]",isolate,MNPV,DO,2,nu,mod55,nu and C vary by morph + tree
5,2.960764901,1.04200905,0.005696416,2.268110727,3.736987379,0.703624809,4.736254864,"C_S[4,2]",isolate,SNPV,GR,9,C,mod75,nu and C vary by morph + tree
5,0.009908583,0.005345604,2.5e-5,0.006021847,0.013091637,0.001263199,0.022078926,mu_S[1],grand,SNPV,DO,NA,nu,mod65,nu and C vary by morph + tree
5,3.491740203,0.614470305,0.003406302,3.099873313,3.930667278,2.176431954,4.560273526,muC_S[1],grand,SNPV,DO,NA,C,mod65,nu and C vary by morph + tree
5,3.235494228,0.846133822,0.004464048,2.682920534,3.848161412,1.429794402,4.719298674,"C_S[5,1]",isolate,SNPV,DO,10,C,mod75,nu and C vary by morph + tree
5,0.01088387,0.009474097,4.44e-5,0.004559267,0.014171958,0.001231405,0.03576306,"nu_bar_S[1,1]",isolate,SNPV,DO,6,nu,mod65,nu and C vary by morph + tree
5,0.002930564,0.003773078,1.63e-5,6.69e-4,0.003719207,5.56e-5,0.012975968,"nu_bar_S[1,2]",isolate,SNPV,GR,6,nu,mod75,nu and C vary by morph + tree
5,3.16215092,0.745898717,0.004390467,2.672570623,3.709264176,1.586380289,4.45386623,muC_S[2],grand,SNPV,GR,NA,C,mod65,nu and C vary by morph + tree
6,2.61615768,0.947652072,0.004854028,1.981858456,3.279635559,0.667671593,4.403439691,"C_S[5,1]",isolate,SNPV,DO,10,C,mod56,"nu varies by morph, C by morph + tree"
6,3.097505718,0.926630682,0.006094999,2.498682416,3.766990451,1.111515189,4.731440913,"C_S[4,1]",isolate,SNPV,DO,9,C,mod36,"nu varies by morph, C by morph + tree"
6,2.608086611,0.946037217,0.00623701,1.973444542,3.269849506,0.659844151,4.407867298,"C_S[5,1]",isolate,SNPV,DO,10,C,mod36,"nu varies by morph, C by morph + tree"
6,0.009272615,0.005817561,3.92e-5,0.005448274,0.011415571,0.002753627,0.024287368,nu_bar_S[5],isolate,SNPV,NA,10,nu,mod36,"nu varies by morph, C by morph + tree"
6,0.006924368,0.004323196,2e-5,0.004021745,0.008616972,0.0018132,0.01802986,nu_bar_M[1],isolate,MNPV,NA,1,nu,mod67,"nu varies by morph, C by morph + tree"
6,0.009927328,0.005564975,2.79e-5,0.006241891,0.012087871,0.003244581,0.024109407,nu_bar_M[2],isolate,MNPV,NA,2,nu,mod67,"nu varies by morph, C by morph + tree"
6,3.482332484,0.920524289,0.005790076,2.911525832,4.185701601,1.359874793,4.884031182,"C_S[1,2]",isolate,SNPV,GR,6,C,mod36,"nu varies by morph, C by morph + tree"
