model,mean,sd,se_mean,X25.,X75.,X2.5.,X97.5.,params,level,morph,tree,isolate,param,mod_names,desc
6,3.040505357,1.021771991,0.00644681,2.360093875,3.801190702,0.850827446,4.799709866,"C_S[3,1]",isolate,SNPV,DO,8,C,mod36,"nu varies by morph, C by morph + tree"
6,3.39492713,0.671302414,0.003901031,2.961998783,3.882021782,1.959596282,4.548095867,muC_S[2],grand,SNPV,GR,NA,C,mod56,"nu varies by morph, C by morph + tree"
6,0.003529557,0.003025472,1.27e-5,0.001573772,0.004512824,4.81e-4,0.011458999,nu_bar_S[1],isolate,SNPV,NA,6,nu,mod56,"nu varies by morph, C by morph + tree"
6,3.104228819,0.924171668,0.004798744,2.506938325,3.7710385300000002,1.123050137,4.736344904,"C_S[4,1]",isolate,SNPV,DO,9,C,mod56,"nu varies by morph, C by morph + tree"
6,0.008042949,0.005384473,2.87e-5,0.004557114,0.009907684,0.002243369,0.02191904,nu_bar_S[4],isolate,SNPV,NA,9,nu,mod56,"nu varies by morph, C by morph + tree"
6,0.009379056,0.006051276,3.18e-5,0.005435127,0.011511243000000001,0.002746302,0.025095579,nu_bar_S[5],isolate,SNPV,NA,10,nu,mod56,"nu varies by morph, C by morph + tree"
6,0.002479415,0.002088401,1.12e-5,0.001110191,0.003176755,3.62e-4,0.007999942,nu_bar_S[2],isolate,SNPV,NA,7,nu,mod36,"nu varies by morph, C by morph + tree"
6,0.002495188,0.002116901,8.66e-6,0.001112003,0.003201523,3.58e-4,0.00806597,nu_bar_S[2],isolate,SNPV,NA,7,nu,mod56,"nu varies by morph, C by morph + tree"
6,0.007994069,0.005255894,3.49e-5,0.004568262,0.0098027,0.00222192,0.021831572,nu_bar_S[4],isolate,SNPV,NA,9,nu,mod36,"nu varies by morph, C by morph + tree"
6,3.504069559,0.846000025,0.005490074,2.963943707,4.142481258,1.665333719,4.858126523,"C_M[4,2]",isolate,MNPV,GR,4,C,mod63,"nu varies by morph, C by morph + tree"
6,3.049684457,0.979367299,0.006458598,2.415452329,3.764025916,0.872210272,4.710350928,"C_M[5,2]",isolate,MNPV,GR,5,C,mod63,"nu varies by morph, C by morph + tree"
6,2.856629632,1.018950708,0.006572578,2.174881789,3.599503945,0.708864942,4.676181601,"C_S[1,1]",isolate,SNPV,DO,6,C,mod36,"nu varies by morph, C by morph + tree"
6,2.946347488,1.015820434,0.006403594,2.270366338,3.68837523,0.790484862,4.738208718,"C_S[2,1]",isolate,SNPV,DO,7,C,mod36,"nu varies by morph, C by morph + tree"
6,0.01191886,0.006253215,3.48e-5,0.007831094,0.014234844,0.004643461,0.028125153,nu_bar_M[5],isolate,MNPV,NA,5,nu,mod67,"nu varies by morph, C by morph + tree"
6,2.402763179,0.995717596,0.005143209,1.706446204,3.089996255,0.459597167,4.367976898,"C_M[1,1]",isolate,MNPV,DO,1,C,mod67,"nu varies by morph, C by morph + tree"
6,2.162343457,0.985408764,0.005131956,1.457278173,2.839368739,0.310813839,4.151821227,"C_M[2,1]",isolate,MNPV,DO,2,C,mod67,"nu varies by morph, C by morph + tree"
6,2.593948098,1.020187411,0.005188482,1.884075344,3.308972169,0.57026217,4.569427377,"C_M[3,1]",isolate,MNPV,DO,3,C,mod67,"nu varies by morph, C by morph + tree"
6,0.003073373,0.002995296,1.26e-5,0.001155161,0.003947179,2.6e-4,0.011071027,nu_bar_S[3],isolate,SNPV,NA,8,nu,mod56,"nu varies by morph, C by morph + tree"
6,3.057105939,0.983847989,0.004979991,2.424750812,3.780995366,0.875040341,4.716953471,"C_M[5,2]",isolate,MNPV,GR,5,C,mod66,"nu varies by morph, C by morph + tree"
6,2.873752552,1.025034015,0.005191317,2.188734676,3.621931496,0.706036631,4.712030306,"C_S[1,1]",isolate,SNPV,DO,6,C,mod56,"nu varies by morph, C by morph + tree"
6,2.947789717,1.01515651,0.005009921,2.267008015,3.693257237,0.78670831,4.727121308,"C_S[2,1]",isolate,SNPV,DO,7,C,mod56,"nu varies by morph, C by morph + tree"
6,0.003084641,0.003045716,1.66e-5,0.00114509,0.003990189,2.57e-4,0.011119958,nu_bar_S[3],isolate,SNPV,NA,8,nu,mod36,"nu varies by morph, C by morph + tree"
6,0.003505478,0.002959057,1.65e-5,0.001577198,0.004480301,4.82e-4,0.011217458,nu_bar_S[1],isolate,SNPV,NA,6,nu,mod36,"nu varies by morph, C by morph + tree"
6,0.008076938,0.003930536,1.96e-5,0.005391228,0.010286886,0.001437712,0.017105056,mu_M,grand,MNPV,NA,NA,nu,mod65,"nu varies by morph, C by morph + tree"
6,0.004285023,0.003389847,1.48e-5,0.002012001,0.005506076,7.29e-4,0.013213643,nu_bar_M[3],isolate,MNPV,NA,3,nu,mod67,"nu varies by morph, C by morph + tree"
6,0.012297901,0.007175448,4e-5,0.007581312,0.015005424,0.004044279,0.030792112,nu_bar_M[4],isolate,MNPV,NA,4,nu,mod67,"nu varies by morph, C by morph + tree"
6,0.005251688,0.003271858,1.61e-5,0.002967052,0.006862596,6.13e-4,0.01332219,mu_S,grand,SNPV,NA,NA,nu,mod56,"nu varies by morph, C by morph + tree"
6,2.933830274,0.705105243,0.004078705,2.453224985,3.433634367,1.496496445,4.234811592,muC_S[1],grand,SNPV,DO,NA,C,mod56,"nu varies by morph, C by morph + tree"
6,3.318714089,0.945837285,0.004653373,2.727942436,4.024623327,1.171117071,4.833520931,"C_M[1,2]",isolate,MNPV,GR,1,C,mod66,"nu varies by morph, C by morph + tree"
6,3.467545748,0.863544564,0.004247936,2.918467006,4.112450036,1.568193576,4.860753714,"C_M[2,2]",isolate,MNPV,GR,2,C,mod66,"nu varies by morph, C by morph + tree"
6,2.45272357,0.856501571,0.004473655,1.889580248,3.017357926,0.72234071,4.173074121,"C_M[4,1]",isolate,MNPV,DO,4,C,mod67,"nu varies by morph, C by morph + tree"
6,3.499556613,0.928654083,0.005820193,2.933031518,4.206837111,1.345842844,4.888112369,"C_S[2,2]",isolate,SNPV,GR,7,C,mod36,"nu varies by morph, C by morph + tree"
6,0.008069198,0.003939463,2.08e-5,0.005387662,0.010286522,0.00137925,0.017081681,mu_M,grand,MNPV,NA,NA,nu,mod67,"nu varies by morph, C by morph + tree"
6,2.472155635,0.691548491,0.004071669,1.992027338,2.948353356,1.134116271,3.824718158,muC_M[1],grand,MNPV,DO,NA,C,mod67,"nu varies by morph, C by morph + tree"
6,3.324632621,0.662709243,0.00382648,2.894523225,3.801264917,1.921990867,4.493578986,muC_M[2],grand,MNPV,GR,NA,C,mod67,"nu varies by morph, C by morph + tree"
6,3.323764529,0.658349048,0.004874873,2.89289226,3.797124429,1.940472352,4.491138437,muC_M[2],grand,MNPV,GR,NA,C,mod63,"nu varies by morph, C by morph + tree"
6,0.006965086,0.004420805,2.64e-5,0.0040124,0.008697618,0.001818701,0.01841233,nu_bar_M[1],isolate,MNPV,NA,1,nu,mod63,"nu varies by morph, C by morph + tree"
6,2.477439474,0.694431645,0.004008278,2.001461899,2.952232989,1.129745625,3.837352651,muC_M[1],grand,MNPV,DO,NA,C,mod65,"nu varies by morph, C by morph + tree"
6,3.321846318,0.661020474,0.003794699,2.892003766,3.794717489,1.925060512,4.492263595,muC_M[2],grand,MNPV,GR,NA,C,mod65,"nu varies by morph, C by morph + tree"
6,0.006901368,0.004297573,1.93e-5,0.00403446,0.008597168,0.001820487,0.01775495,nu_bar_M[1],isolate,MNPV,NA,1,nu,mod65,"nu varies by morph, C by morph + tree"
6,0.009956353,0.005635467,2.8e-5,0.006260907,0.01212841,0.003258198,0.02436329,nu_bar_M[2],isolate,MNPV,NA,2,nu,mod65,"nu varies by morph, C by morph + tree"
6,0.004285323,0.003368256,1.45e-5,0.00200787,0.005531163,7.31e-4,0.013168409,nu_bar_M[3],isolate,MNPV,NA,3,nu,mod65,"nu varies by morph, C by morph + tree"
6,0.012268225,0.007192627,4.15e-5,0.007562711,0.014946462,0.004087347,0.030690674,nu_bar_M[4],isolate,MNPV,NA,4,nu,mod65,"nu varies by morph, C by morph + tree"
6,3.489667047,0.902993275,0.004485592,2.926671406,4.17195987,1.429807643,4.882307608,"C_M[3,2]",isolate,MNPV,GR,3,C,mod66,"nu varies by morph, C by morph + tree"
6,3.517603653,0.848251859,0.004164068,2.975130021,4.158856506,1.657034332,4.875036113,"C_M[4,2]",isolate,MNPV,GR,4,C,mod66,"nu varies by morph, C by morph + tree"
6,0.00524738,0.003245611,2.06e-5,0.002981344,0.006853887,6.18e-4,0.013300206,mu_S,grand,SNPV,NA,NA,nu,mod36,"nu varies by morph, C by morph + tree"
6,2.929628574,0.70451866,0.005107046,2.460472215,3.423382783,1.491217228,4.240512764,muC_S[1],grand,SNPV,DO,NA,C,mod36,"nu varies by morph, C by morph + tree"
6,3.393860249,0.669612731,0.004849844,2.96296421,3.881076041,1.954230296,4.553582351,muC_S[2],grand,SNPV,GR,NA,C,mod36,"nu varies by morph, C by morph + tree"
6,3.477642394,0.909497616,0.005847978,2.920233409,4.164930368,1.39612503,4.878851028,"C_M[3,2]",isolate,MNPV,GR,3,C,mod63,"nu varies by morph, C by morph + tree"
6,0.012274371,0.00707386,3.85e-5,0.007581106,0.014946729,0.004111232,0.030477836,nu_bar_M[4],isolate,MNPV,NA,4,nu,mod66,"nu varies by morph, C by morph + tree"
6,0.011935426,0.006230355,3.54e-5,0.00786619,0.014244443,0.004635619,0.027941829,nu_bar_M[5],isolate,MNPV,NA,5,nu,mod66,"nu varies by morph, C by morph + tree"
6,2.41655312,0.985804412,0.004943226,1.736473177,3.090133761,0.486724021,4.370295119,"C_M[1,1]",isolate,MNPV,DO,1,C,mod66,"nu varies by morph, C by morph + tree"
6,2.17854049,0.981354561,0.004951354,1.481095021,2.85593614,0.345376358,4.154877288,"C_M[2,1]",isolate,MNPV,DO,2,C,mod66,"nu varies by morph, C by morph + tree"
6,2.61259443,1.016216396,0.00512589,1.911670586,3.322552709,0.572377215,4.584610627,"C_M[3,1]",isolate,MNPV,DO,3,C,mod66,"nu varies by morph, C by morph + tree"
6,2.45971267,0.854939665,0.004408323,1.892986051,3.03054444,0.739040052,4.166206824,"C_M[4,1]",isolate,MNPV,DO,4,C,mod66,"nu varies by morph, C by morph + tree"
6,2.310054878,0.929813461,0.0049146,1.675920889,2.943536256,0.469999534,4.161085965,"C_M[5,1]",isolate,MNPV,DO,5,C,mod66,"nu varies by morph, C by morph + tree"
6,0.011916081,0.006209617,3.5e-5,0.007860309,0.01420504,0.004621683,0.028092901,nu_bar_M[5],isolate,MNPV,NA,5,nu,mod65,"nu varies by morph, C by morph + tree"
6,2.412652007,1.000318013,0.005265465,1.718899831,3.099445387,0.460273187,4.416495158,"C_M[1,1]",isolate,MNPV,DO,1,C,mod65,"nu varies by morph, C by morph + tree"
6,2.297994735,0.930619783,0.004921936,1.661793532,2.927968131,0.470981322,4.161034421,"C_M[5,1]",isolate,MNPV,DO,5,C,mod67,"nu varies by morph, C by morph + tree"
6,0.008115664,0.003929323,2.57e-5,0.005435943,0.010304627,0.001510274,0.017264621,mu_M,grand,MNPV,NA,NA,nu,mod63,"nu varies by morph, C by morph + tree"
6,2.468884349,0.687883498,0.005064026,1.995983574,2.937232564,1.137552725,3.81783376,muC_M[1],grand,MNPV,DO,NA,C,mod63,"nu varies by morph, C by morph + tree"
6,3.397287111,0.948679411,0.005888401,2.810409028,4.120179326,1.228148927,4.859311565,"C_S[3,2]",isolate,SNPV,GR,8,C,mod36,"nu varies by morph, C by morph + tree"
6,3.190032782,0.96876045,0.00639626,2.576194687,3.910591828,1.016882109,4.785129804,"C_S[4,2]",isolate,SNPV,GR,9,C,mod36,"nu varies by morph, C by morph + tree"
6,3.647043873,0.840095377,0.0054005,3.135614638,4.287086661,1.717973425,4.904766243,"C_S[5,2]",isolate,SNPV,GR,10,C,mod36,"nu varies by morph, C by morph + tree"
6,3.036602885,1.010474821,0.004960136,2.371583773,3.784163072,0.851699454,4.776826783,"C_S[3,1]",isolate,SNPV,DO,8,C,mod56,"nu varies by morph, C by morph + tree"
6,0.00523393,0.003264391,1.55e-5,0.002942104,0.006867624,6.02e-4,0.013361577,mu_S,grand,SNPV,NA,NA,nu,mod66,"nu varies by morph, C by morph + tree"
6,2.936559648,0.701633941,0.003926902,2.465183337,3.431586664,1.515629313,4.243350457,muC_S[1],grand,SNPV,DO,NA,C,mod66,"nu varies by morph, C by morph + tree"
6,3.482617658,0.923930554,0.00463164,2.91925514,4.185952113,1.34935957,4.878238456,"C_S[1,2]",isolate,SNPV,GR,6,C,mod56,"nu varies by morph, C by morph + tree"
6,3.509384666,0.932844093,0.004626304,2.947427097,4.219509419,1.329623402,4.898127161,"C_S[2,2]",isolate,SNPV,GR,7,C,mod56,"nu varies by morph, C by morph + tree"
6,3.385253233,0.955458876,0.004900238,2.797220397,4.105739098,1.176654218,4.856998182,"C_S[3,2]",isolate,SNPV,GR,8,C,mod56,"nu varies by morph, C by morph + tree"
6,3.189469281,0.975842837,0.004953415,2.565218806,3.922139602,1.009007177,4.778071267,"C_S[4,2]",isolate,SNPV,GR,9,C,mod56,"nu varies by morph, C by morph + tree"
6,3.651213662,0.839757423,0.004090329,3.137493316,4.292679181,1.732358714,4.906326158,"C_S[5,2]",isolate,SNPV,GR,10,C,mod56,"nu varies by morph, C by morph + tree"
6,2.170538527,0.989638553,0.005195754,1.46368027,2.84510754,0.322556231,4.179679363,"C_M[2,1]",isolate,MNPV,DO,2,C,mod65,"nu varies by morph, C by morph + tree"
6,2.600419709,1.019122449,0.005137908,1.902647831,3.309710206,0.570250716,4.588472169,"C_M[3,1]",isolate,MNPV,DO,3,C,mod65,"nu varies by morph, C by morph + tree"
6,3.462669574,0.86060277,0.005376632,2.917991713,4.105106308,1.561842829,4.857622623,"C_M[2,2]",isolate,MNPV,GR,2,C,mod63,"nu varies by morph, C by morph + tree"
6,0.004315357,0.003425097,1.5e-5,0.002008642,0.00555358,7.32e-4,0.013349246,nu_bar_M[3],isolate,MNPV,NA,3,nu,mod66,"nu varies by morph, C by morph + tree"
6,3.459722208,0.86104232,0.004246529,2.917892609,4.101694778,1.546492,4.851417908,"C_M[2,2]",isolate,MNPV,GR,2,C,mod67,"nu varies by morph, C by morph + tree"
6,0.009903869,0.005559784,3.64e-5,0.006237292,0.012054024,0.003252787,0.023960066,nu_bar_M[2],isolate,MNPV,NA,2,nu,mod63,"nu varies by morph, C by morph + tree"
6,0.004271751,0.003363112,1.93e-5,0.001996826,0.005529033,7.46e-4,0.013104652,nu_bar_M[3],isolate,MNPV,NA,3,nu,mod63,"nu varies by morph, C by morph + tree"
6,0.012319877,0.007222121,5.52e-5,0.007567801,0.015027034,0.004073975,0.030595916,nu_bar_M[4],isolate,MNPV,NA,4,nu,mod63,"nu varies by morph, C by morph + tree"
6,0.011930299,0.006285381,4.61e-5,0.007863261,0.014164578,0.004605601,0.028162315,nu_bar_M[5],isolate,MNPV,NA,5,nu,mod63,"nu varies by morph, C by morph + tree"
6,2.407774735,0.988807132,0.006406784,1.725319709,3.085571563,0.476327393,4.375716448,"C_M[1,1]",isolate,MNPV,DO,1,C,mod63,"nu varies by morph, C by morph + tree"
6,3.393635789,0.674668558,0.004036365,2.956891159,3.886233932,1.940005684,4.552939787,muC_S[2],grand,SNPV,GR,NA,C,mod76,"nu varies by morph, C by morph + tree"
6,0.003507934,0.002990618,1.26e-5,0.001568964,0.004464111,4.88e-4,0.011361533,nu_bar_S[1],isolate,SNPV,NA,6,nu,mod76,"nu varies by morph, C by morph + tree"
6,0.002497321,0.002105554,8.95e-6,0.001127608,0.003196868,3.55e-4,0.007995598,nu_bar_S[2],isolate,SNPV,NA,7,nu,mod76,"nu varies by morph, C by morph + tree"
6,0.003071458,0.003031948,1.31e-5,0.001139785,0.003979921,2.67e-4,0.011027807,nu_bar_S[3],isolate,SNPV,NA,8,nu,mod76,"nu varies by morph, C by morph + tree"
6,0.008017437,0.005397185,2.92e-5,0.004539412,0.009834966,0.002252338,0.021744352,nu_bar_S[4],isolate,SNPV,NA,9,nu,mod76,"nu varies by morph, C by morph + tree"
6,0.009286952,0.005916389,3.12e-5,0.005410202,0.011397287,0.002761206,0.02473233,nu_bar_S[5],isolate,SNPV,NA,10,nu,mod76,"nu varies by morph, C by morph + tree"
6,3.312604798,0.942730579,0.004676617,2.724520315,4.014230225,1.177678283,4.828413904,"C_M[1,2]",isolate,MNPV,GR,1,C,mod67,"nu varies by morph, C by morph + tree"
6,0.009979327,0.005655469,2.83e-5,0.006275519,0.012145983,0.003261749,0.024394561,nu_bar_M[2],isolate,MNPV,NA,2,nu,mod66,"nu varies by morph, C by morph + tree"
6,3.481549778,0.907643276,0.004446666,2.919408879,4.170051233,1.408663372,4.880285161,"C_M[3,2]",isolate,MNPV,GR,3,C,mod67,"nu varies by morph, C by morph + tree"
6,3.512838261,0.84482143,0.00427122,2.978531227,4.147152189,1.637821153,4.863406486,"C_M[4,2]",isolate,MNPV,GR,4,C,mod67,"nu varies by morph, C by morph + tree"
6,3.049727067,0.981724671,0.005037088,2.417665951,3.773752074,0.894619324,4.711181221,"C_M[5,2]",isolate,MNPV,GR,5,C,mod67,"nu varies by morph, C by morph + tree"
6,0.005196253,0.003233802,1.62e-5,0.002950588,0.006783178,5.75e-4,0.013230566,mu_S,grand,SNPV,NA,NA,nu,mod76,"nu varies by morph, C by morph + tree"
6,2.940698886,0.707449902,0.004486777,2.463205876,3.44142432,1.504852547,4.255184255,muC_S[1],grand,SNPV,DO,NA,C,mod76,"nu varies by morph, C by morph + tree"
6,3.38500448,0.957529625,0.004929134,2.798087707,4.105998321,1.176623062,4.861073728,"C_S[3,2]",isolate,SNPV,GR,8,C,mod76,"nu varies by morph, C by morph + tree"
6,2.162883575,0.983837922,0.006362348,1.460972705,2.830408027,0.327609655,4.184322787,"C_M[2,1]",isolate,MNPV,DO,2,C,mod63,"nu varies by morph, C by morph + tree"
6,2.600737259,1.007936264,0.006457529,1.911401552,3.301226611,0.594436356,4.567519652,"C_M[3,1]",isolate,MNPV,DO,3,C,mod63,"nu varies by morph, C by morph + tree"
6,2.449342163,0.846157913,0.005497742,1.888266823,3.012773669,0.758088656,4.133423549,"C_M[4,1]",isolate,MNPV,DO,4,C,mod63,"nu varies by morph, C by morph + tree"
6,2.291558213,0.919350267,0.005978938,1.663861358,2.914950411,0.475039984,4.124224607,"C_M[5,1]",isolate,MNPV,DO,5,C,mod63,"nu varies by morph, C by morph + tree"
6,3.308628221,0.941673687,0.005872347,2.721189901,4.016342788,1.186589734,4.822238819,"C_M[1,2]",isolate,MNPV,GR,1,C,mod63,"nu varies by morph, C by morph + tree"
6,0.006983033,0.004398726,1.98e-5,0.004038616,0.008704639,0.001821946,0.018247808,nu_bar_M[1],isolate,MNPV,NA,1,nu,mod66,"nu varies by morph, C by morph + tree"
6,2.874023443,1.017875739,0.004895447,2.194640962,3.61672824,0.729893136,4.690786376,"C_S[1,1]",isolate,SNPV,DO,6,C,mod66,"nu varies by morph, C by morph + tree"
6,2.45804712,0.855376912,0.004333345,1.888139173,3.025084463,0.738964165,4.160178534,"C_M[4,1]",isolate,MNPV,DO,4,C,mod65,"nu varies by morph, C by morph + tree"
6,2.307872161,0.927005534,0.004753189,1.676321134,2.931152793,0.487690202,4.171004109,"C_M[5,1]",isolate,MNPV,DO,5,C,mod65,"nu varies by morph, C by morph + tree"
6,3.306749046,0.942422167,0.00457796,2.722243288,4.008691042,1.180977971,4.827462277,"C_M[1,2]",isolate,MNPV,GR,1,C,mod65,"nu varies by morph, C by morph + tree"
6,3.47968754,0.920720938,0.004885925,2.918520806,4.17717206,1.34644776,4.874190097,"C_S[1,2]",isolate,SNPV,GR,6,C,mod76,"nu varies by morph, C by morph + tree"
6,3.50766921,0.926154543,0.004663021,2.947107875,4.212430849,1.354807581,4.889107703,"C_S[2,2]",isolate,SNPV,GR,7,C,mod76,"nu varies by morph, C by morph + tree"
6,3.510612903,0.849330689,0.004140614,2.974014425,4.147162899,1.622679246,4.866841739,"C_M[4,2]",isolate,MNPV,GR,4,C,mod65,"nu varies by morph, C by morph + tree"
6,3.397741893,0.674204795,0.00370347,2.965415394,3.887540323,1.950754398,4.553760934,muC_S[2],grand,SNPV,GR,NA,C,mod66,"nu varies by morph, C by morph + tree"
6,0.003555956,0.003112182,1.28e-5,0.001570619,0.00453498,4.79e-4,0.01161238,nu_bar_S[1],isolate,SNPV,NA,6,nu,mod66,"nu varies by morph, C by morph + tree"
6,0.002476412,0.002075551,8.12e-6,0.001121049,0.00316605,3.58e-4,0.007977313,nu_bar_S[2],isolate,SNPV,NA,7,nu,mod66,"nu varies by morph, C by morph + tree"
6,0.003069149,0.003065915,1.23e-5,0.001132414,0.003947204,2.55e-4,0.011263381,nu_bar_S[3],isolate,SNPV,NA,8,nu,mod66,"nu varies by morph, C by morph + tree"
6,0.008043394,0.005424451,2.75e-5,0.004569974,0.009868294,0.002278853,0.022390666,nu_bar_S[4],isolate,SNPV,NA,9,nu,mod66,"nu varies by morph, C by morph + tree"
6,0.009333703,0.005967916,2.95e-5,0.005414311,0.011475258,0.002745637,0.025032283,nu_bar_S[5],isolate,SNPV,NA,10,nu,mod66,"nu varies by morph, C by morph + tree"
6,3.461773629,0.860858994,0.004227648,2.916851945,4.10236387,1.560516156,4.853263568,"C_M[2,2]",isolate,MNPV,GR,2,C,mod65,"nu varies by morph, C by morph + tree"
6,3.480850517,0.920223597,0.004470959,2.915696994,4.176623395,1.369087205,4.883524201,"C_M[3,2]",isolate,MNPV,GR,3,C,mod65,"nu varies by morph, C by morph + tree"
6,2.951365822,1.016639737,0.004925002,2.27275179,3.695433482,0.78704302,4.739361321,"C_S[2,1]",isolate,SNPV,DO,7,C,mod66,"nu varies by morph, C by morph + tree"
6,3.036568743,1.01633372,0.004937036,2.36467915,3.791677445,0.839764512,4.776041529,"C_S[3,1]",isolate,SNPV,DO,8,C,mod66,"nu varies by morph, C by morph + tree"
6,3.182356469,0.982240326,0.005257617,2.56688121,3.914878748,0.958708738,4.781147445,"C_S[4,2]",isolate,SNPV,GR,9,C,mod76,"nu varies by morph, C by morph + tree"
6,3.645242334,0.842326548,0.004276728,3.131109645,4.287864629,1.712733266,4.902882965,"C_S[5,2]",isolate,SNPV,GR,10,C,mod76,"nu varies by morph, C by morph + tree"
6,3.483883728,0.924086621,0.004320186,2.918711543,4.190218675,1.349998971,4.8825875,"C_S[1,2]",isolate,SNPV,GR,6,C,mod66,"nu varies by morph, C by morph + tree"
6,3.050220461,0.987979242,0.005182632,2.417781644,3.778503392,0.87136902,4.726588143,"C_M[5,2]",isolate,MNPV,GR,5,C,mod65,"nu varies by morph, C by morph + tree"
6,3.330420464,0.660255422,0.003746873,2.900509714,3.804665857,1.938480232,4.490049981,muC_M[2],grand,MNPV,GR,NA,C,mod66,"nu varies by morph, C by morph + tree"
6,3.103546679,0.923767517,0.004586218,2.498291838,3.773248624,1.145030637,4.743531977,"C_S[4,1]",isolate,SNPV,DO,9,C,mod66,"nu varies by morph, C by morph + tree"
6,0.008101946,0.003942268,1.98e-5,0.005389961,0.010351029,0.001426922,0.017183522,mu_M,grand,MNPV,NA,NA,nu,mod66,"nu varies by morph, C by morph + tree"
6,2.485100128,0.689357969,0.00399337,2.013213763,2.955822457,1.150249483,3.846110525,muC_M[1],grand,MNPV,DO,NA,C,mod66,"nu varies by morph, C by morph + tree"
6,2.87651186,1.019282435,0.005306013,2.192058448,3.614707786,0.728990703,4.702977874,"C_S[1,1]",isolate,SNPV,DO,6,C,mod76,"nu varies by morph, C by morph + tree"
6,3.388609168,0.958180794,0.004500189,2.799871329,4.115438395,1.193981157,4.862080274,"C_S[3,2]",isolate,SNPV,GR,8,C,mod66,"nu varies by morph, C by morph + tree"
6,2.609163031,0.951705153,0.004698264,1.968043404,3.27272512,0.661150908,4.419383258,"C_S[5,1]",isolate,SNPV,DO,10,C,mod66,"nu varies by morph, C by morph + tree"
6,3.101398664,0.928564523,0.005059275,2.495835104,3.772131343,1.113953625,4.746292036,"C_S[4,1]",isolate,SNPV,DO,9,C,mod76,"nu varies by morph, C by morph + tree"
6,3.504035436,0.930448177,0.004375035,2.935202027,4.217101304,1.343739063,4.888162368,"C_S[2,2]",isolate,SNPV,GR,7,C,mod66,"nu varies by morph, C by morph + tree"
6,2.616274963,0.954960956,0.005262352,1.973552232,3.281494588,0.651043348,4.436264705,"C_S[5,1]",isolate,SNPV,DO,10,C,mod76,"nu varies by morph, C by morph + tree"
6,3.189587353,0.974465332,0.004805433,2.568170997,3.915997664,1.013692569,4.787623999,"C_S[4,2]",isolate,SNPV,GR,9,C,mod66,"nu varies by morph, C by morph + tree"
6,3.649677231,0.837386592,0.004049033,3.134578113,4.291514845,1.737660056,4.90234764,"C_S[5,2]",isolate,SNPV,GR,10,C,mod66,"nu varies by morph, C by morph + tree"
6,2.959106301,1.013026403,0.005237704,2.286819488,3.700857079,0.80044383,4.734922214,"C_S[2,1]",isolate,SNPV,DO,7,C,mod76,"nu varies by morph, C by morph + tree"
6,3.043017128,1.015375172,0.005268756,2.366030046,3.791727655,0.873888109,4.798936011,"C_S[3,1]",isolate,SNPV,DO,8,C,mod76,"nu varies by morph, C by morph + tree"
7,0.002104661,0.002878999,1.41e-5,4.06e-4,0.002668165,3.38e-5,0.009878661,"nu_bar_S[2,2]",isolate,SNPV,GR,7,nu,mod37,"nu varies by morph + tree, C by morph"
7,0.004874605,0.003552311,2.21e-5,0.00231692,0.006536812,3.87e-4,0.013886521,mu_S[2],grand,SNPV,GR,NA,nu,mod37,"nu varies by morph + tree, C by morph"
7,3.554730822,0.77453553,0.005196189,3.066284491,4.126192522,1.859235754,4.83631455,C_S[5],isolate,SNPV,NA,10,C,mod37,"nu varies by morph + tree, C by morph"
7,0.01060271,0.005504365,3.2e-5,0.006609312,0.013934656,0.001543578,0.022890797,mu_S[1],grand,SNPV,DO,NA,nu,mod37,"nu varies by morph + tree, C by morph"
7,0.021860056,0.014346101,8.53e-5,0.012088543,0.027318289,0.005510109,0.061638821,"nu_bar_S[5,1]",isolate,SNPV,DO,10,nu,mod57,"nu varies by morph + tree, C by morph"
7,3.712141043,0.564024742,0.004258066,3.357943538,4.119843785,2.481145519,4.657282041,muC_S,grand,SNPV,NA,NA,C,mod37,"nu varies by morph + tree, C by morph"
7,3.836434489,0.750732582,0.003801503,3.3957872,4.407030431,2.090453599,4.921678639,C_S[1],isolate,SNPV,NA,6,C,mod57,"nu varies by morph + tree, C by morph"
7,0.00378036,0.004779223,2.47e-5,8.45e-4,0.004909797,7.07e-5,0.016520498,"nu_bar_S[1,2]",isolate,SNPV,GR,6,nu,mod37,"nu varies by morph + tree, C by morph"
7,0.015597981,0.011576756,6.29e-5,0.007848591,0.019815795,0.00289587,0.046389238,"nu_bar_S[4,1]",isolate,SNPV,DO,9,nu,mod57,"nu varies by morph + tree, C by morph"
7,3.941313534,0.723454079,0.003525496,3.532999499,4.493216424,2.230195264,4.938261293,C_S[3],isolate,SNPV,NA,8,C,mod67,"nu varies by morph + tree, C by morph"
7,0.021696249,0.014188663,1.01e-4,0.012031247,0.027064746,0.00546571,0.060955622,"nu_bar_S[5,1]",isolate,SNPV,DO,10,nu,mod37,"nu varies by morph + tree, C by morph"
7,0.012239272,0.010363927,6.14e-5,0.005227102,0.016009514,0.001381865,0.039897073,"nu_bar_S[1,1]",isolate,SNPV,DO,6,nu,mod37,"nu varies by morph + tree, C by morph"
7,3.946215904,0.711408778,0.004429495,3.530962072,4.490303414,2.278977886,4.938422283,C_S[2],isolate,SNPV,NA,7,C,mod37,"nu varies by morph + tree, C by morph"
7,3.943011071,0.72045174,0.004737896,3.537324981,4.489571579,2.235502157,4.937859169,C_S[3],isolate,SNPV,NA,8,C,mod37,"nu varies by morph + tree, C by morph"
