"","xvals","yvals","num","distance","ref"
"1",-7.5,-4.33012701892219,1,0,1
"2",-7.5,-2.59807621135332,2,1.73205080756888,1
"3",-7.5,-0.866025403784438,3,3.46410161513775,1
"4",-7.5,0.866025403784439,4,5.19615242270663,1
"5",-7.5,2.59807621135332,5,6.92820323027551,1
"6",-7.5,4.33012701892219,6,8.66025403784439,1
"7",-6,-5.19615242270663,7,1.73205080756888,1
"8",-6,-3.46410161513775,8,1.73205080756888,1
"9",-6,-1.73205080756888,9,3,1
"10",-6,0,10,4.58257569495584,1
"11",-6,1.73205080756888,11,6.2449979983984,1
"12",-6,3.46410161513775,12,7.93725393319377,1
"13",-6,5.19615242270663,13,9.64365076099295,1
"14",-4.5,-6.06217782649107,14,3.46410161513775,1
"15",-4.5,-4.33012701892219,15,3,1
"16",-4.5,-2.59807621135332,16,3.46410161513775,1
"17",-4.5,-0.866025403784438,17,4.58257569495584,1
"18",-4.5,0.866025403784438,18,6,1
"19",-4.5,2.59807621135332,19,7.54983443527075,1
"20",-4.5,4.33012701892219,20,9.16515138991168,1
"21",-4.5,6.06217782649107,21,10.816653826392,1
"22",-3,-6.92820323027551,22,5.19615242270663,1
"23",-3,-5.19615242270663,23,4.58257569495584,1
"24",-3,-3.46410161513775,24,4.58257569495584,1
"25",-3,-1.73205080756888,25,5.19615242270663,1
"26",-3,0,26,6.2449979983984,1
"27",-3,1.73205080756888,27,7.54983443527075,1
"28",-3,3.46410161513776,28,9,1
"29",-3,5.19615242270663,29,10.5356537528527,1
"30",-3,6.92820323027551,30,12.1243556529821,1
"31",-1.5,-7.79422863405995,31,6.92820323027551,1
"32",-1.5,-6.06217782649107,32,6.2449979983984,1
"33",-1.5,-4.33012701892219,33,6,1
"34",-1.5,-2.59807621135332,34,6.2449979983984,1
"35",-1.5,-0.866025403784438,35,6.92820323027551,1
"36",-1.5,0.866025403784438,36,7.93725393319377,1
"37",-1.5,2.59807621135332,37,9.16515138991168,1
"38",-1.5,4.33012701892219,38,10.5356537528527,1
"39",-1.5,6.06217782649107,39,12,1
"40",-1.5,7.79422863405995,40,13.5277492584687,1
"41",0,-8.66025403784439,41,8.66025403784439,1
"42",0,-6.92820323027551,42,7.93725393319377,1
"43",0,-5.19615242270663,43,7.54983443527075,1
"44",0,-3.46410161513775,44,7.54983443527075,1
"45",0,-1.73205080756888,45,7.93725393319377,1
"46",0,0,46,8.66025403784439,1
"47",0,1.73205080756888,47,9.64365076099295,1
"48",0,3.46410161513776,48,10.816653826392,1
"49",0,5.19615242270663,49,12.1243556529821,1
"50",0,6.92820323027551,50,13.5277492584687,1
"51",0,8.66025403784439,51,15,1
"52",1.5,-7.79422863405995,52,9.64365076099295,1
"53",1.5,-6.06217782649107,53,9.16515138991168,1
"54",1.5,-4.33012701892219,54,9,1
"55",1.5,-2.59807621135332,55,9.16515138991168,1
"56",1.5,-0.866025403784438,56,9.64365076099295,1
"57",1.5,0.866025403784438,57,10.3923048454133,1
"58",1.5,2.59807621135332,58,11.3578166916005,1
"59",1.5,4.33012701892219,59,12.4899959967968,1
"60",1.5,6.06217782649107,60,13.7477270848675,1
"61",1.5,7.79422863405995,61,15.0996688705415,1
"62",3,-6.92820323027551,62,10.816653826392,1
"63",3,-5.19615242270663,63,10.5356537528527,1
"64",3,-3.46410161513775,64,10.5356537528527,1
"65",3,-1.73205080756888,65,10.816653826392,1
"66",3,0,66,11.3578166916005,1
"67",3,1.73205080756888,67,12.1243556529821,1
"68",3,3.46410161513776,68,13.076696830622,1
"69",3,5.19615242270663,69,14.1774468787578,1
"70",3,6.92820323027551,70,15.3948043183407,1
"71",4.5,-6.06217782649107,71,12.1243556529821,1
"72",4.5,-4.33012701892219,72,12,1
"73",4.5,-2.59807621135332,73,12.1243556529821,1
"74",4.5,-0.866025403784438,74,12.4899959967968,1
"75",4.5,0.866025403784438,75,13.076696830622,1
"76",4.5,2.59807621135332,76,13.856406460551,1
"77",4.5,4.33012701892219,77,14.7986485869487,1
"78",4.5,6.06217782649107,78,15.8745078663875,1
"79",6,-5.19615242270663,79,13.5277492584687,1
"80",6,-3.46410161513775,80,13.5277492584687,1
"81",6,-1.73205080756888,81,13.7477270848675,1
"82",6,0,82,14.1774468787578,1
"83",6,1.73205080756888,83,14.7986485869487,1
"84",6,3.46410161513775,84,15.5884572681199,1
"85",6,5.19615242270663,85,16.5227116418583,1
"86",7.5,-4.33012701892219,86,15,1
"87",7.5,-2.59807621135332,87,15.0996688705415,1
"88",7.5,-0.866025403784438,88,15.3948043183407,1
"89",7.5,0.866025403784439,89,15.8745078663875,1
"90",7.5,2.59807621135332,90,16.5227116418583,1
"91",7.5,4.33012701892219,91,17.3205080756888,1
"92",-7.5,-4.33012701892219,1,1.73205080756888,2
"93",-7.5,-2.59807621135332,2,0,2
"94",-7.5,-0.866025403784438,3,1.73205080756888,2
"95",-7.5,0.866025403784439,4,3.46410161513775,2
"96",-7.5,2.59807621135332,5,5.19615242270663,2
"97",-7.5,4.33012701892219,6,6.92820323027551,2
"98",-6,-5.19615242270663,7,3,2
"99",-6,-3.46410161513775,8,1.73205080756888,2
"100",-6,-1.73205080756888,9,1.73205080756888,2
"101",-6,0,10,3,2
"102",-6,1.73205080756888,11,4.58257569495584,2
"103",-6,3.46410161513775,12,6.2449979983984,2
"104",-6,5.19615242270663,13,7.93725393319377,2
"105",-4.5,-6.06217782649107,14,4.58257569495584,2
"106",-4.5,-4.33012701892219,15,3.46410161513775,2
"107",-4.5,-2.59807621135332,16,3,2
"108",-4.5,-0.866025403784438,17,3.46410161513775,2
"109",-4.5,0.866025403784438,18,4.58257569495584,2
"110",-4.5,2.59807621135332,19,6,2
"111",-4.5,4.33012701892219,20,7.54983443527075,2
