LL,id,quality,rep,pdoug,extinct_S,extinct_M,mean_pMNPV,sS_DO,sS_GR,sM_DO,sM_GR,phi,rho,sigma
0.6168045449180221,76,1,1,19,0,0,0.383195455081978,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.383195455081978,43,1,1,19,0,0,0.383195455081978,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.5775960337888054,76,1,2,19,0,0,0.4224039662111945,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.4224039662111945,43,1,2,19,0,0,0.4224039662111945,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.7144558664554208,76,1,3,19,0,0,0.28554413354457925,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.28554413354457925,43,1,3,19,0,0,0.28554413354457925,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.585804501145829,76,1,4,19,0,0,0.41419549885417095,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.41419549885417095,43,1,4,19,0,0,0.41419549885417095,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.5836221391488369,76,1,5,19,0,0,0.41637786085116313,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.41637786085116313,43,1,5,19,0,0,0.41637786085116313,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.6564195977644303,76,1,6,19,0,0,0.3435804022355697,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.3435804022355697,43,1,6,19,0,0,0.3435804022355697,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.6311799091955637,76,1,7,19,0,0,0.3688200908044364,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.3688200908044364,43,1,7,19,0,0,0.3688200908044364,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.6377853395919801,76,1,8,19,0,0,0.36221466040801986,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.36221466040801986,43,1,8,19,0,0,0.36221466040801986,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.5338451347027446,76,1,9,19,0,0,0.46615486529725536,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.46615486529725536,43,1,9,19,0,0,0.46615486529725536,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.6650587957483421,76,1,10,19,0,0,0.33494120425165785,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
0.33494120425165785,43,1,10,19,0,0,0.33494120425165785,1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.5
