sS_DO,sS_GR,sM_DO,sM_GR,phi,rho,ll,round
40.56995303220821,1.034171457454505,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-602.418488360473,1
40.56995303220821,2.025086104695668,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-586.635845692769,1
40.56995303220821,3.965467913343456,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-573.5204091718299,1
40.56995303220821,7.765070203827042,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-562.0272304445751,1
40.56995303220821,15.205346906848153,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-554.9401994957323,1
40.56995303220821,29.774692113362693,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-545.8612914221319,1
40.56995303220821,58.3039831893785,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-521.6776267638402,1
40.56995303220821,114.16925632025999,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-492.191586701659,1
40.56995303220821,223.563097676932,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-446.9018001263989,1
40.56995303220821,437.77510911259316,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-431.3136525259797,1
40.56995303220821,857.239178334742,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-418.2037971180762,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1
