sS_DO,sS_GR,sM_DO,sM_GR,phi,rho,pdoug,sigma,mean_MNPV,sd,q1,q9,pset
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,30,0.5,0.3837604276075646,0.06874397786255178,0.2583311807788768,0.5291286110679206,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,34,0.5,0.44518796307020403,0.1034118088515928,0.2682093102371023,0.6887103241583512,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,13,1,0.40775463657236416,0.032153951664889074,0.3468439163423277,0.4762107825164188,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,4,0,0.34122188834339207,0.023746029759619428,0.29426716107888284,0.3849874410318769,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,6,0.05,0.33853222354693,0.02455913680491181,0.28812489045119505,0.38492448769215504,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,35,0.5,0.472219336092528,0.10993665925120925,0.27491364563936843,0.7269863185760568,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,8,0.75,0.398097223437795,0.028393572891859155,0.3406257581379694,0.4529032822502725,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,7,0.05,0.3358929560911537,0.023890414575651508,0.28619152652668706,0.38028344955948856,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,18,0.75,0.3829668971696067,0.03476486301478369,0.3141813400445045,0.44922384343206573,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,19,0.75,0.38148470506049376,0.0372178808707545,0.3105345704985604,0.45620387446060207,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,31,0.75,0.40752113408361357,0.07075641520878882,0.2880142477412726,0.5717602664360393,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,24,0.05,0.24791707958600057,0.04203027284281877,0.17694642375725203,0.33854384887304334,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,16,1,0.4031422507311847,0.036055700456308154,0.3351456624332854,0.47516631549790456,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,6,0.75,0.40047615271333953,0.026969431560515393,0.34634490031017184,0.45318350816257896,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,5,0.05,0.34047245414751426,0.024540567959248562,0.2914790461792279,0.3852979254444346,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,14,0.05,0.31367270516603857,0.025989780700186645,0.2623179458248384,0.3629509725823731,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,21,0.75,0.3760067408243963,0.038635875583912675,0.3024553750129806,0.45191913207754547,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,8,0,0.33294533001981963,0.022955409544228297,0.28224785942171843,0.37321504213587486,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,17,0.75,0.3838807907627883,0.033047746739383196,0.31882789804990386,0.4493661106940292,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,22,0.75,0.3747717252950621,0.04050243943151955,0.2955456763561647,0.45511430586522367,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,5,0,0.3383161320069694,0.023649376809296258,0.2895040908705677,0.3811699502318114,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,30,0.05,0.3107141326642883,0.049991292857032577,0.21031850785776762,0.4027230670630586,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,11,1,0.4097122560516145,0.03104932821670809,0.3543529579612545,0.47010138936629614,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,6,0,0.3374703630174842,0.023391196222760775,0.2906241371718163,0.38012148373705257,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,10,0,0.32821991263436107,0.02456978304988839,0.2725969543529519,0.3715354402133412,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,13,0.05,0.31855346779976357,0.02586101899420675,0.2656152520843925,0.3682529546025535,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,7,0,0.3355704159431064,0.023193009434013166,0.28533239752276424,0.37776903228551834,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,11,0,0.3254083300917245,0.02476756083383694,0.26920083355026075,0.3701621929686343,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,16,0.75,0.3864240239616154,0.03417800849907229,0.3218296898714841,0.4539473735524243,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,17,1,0.40289258878982526,0.03464762902344584,0.33247268141132985,0.4720118746087585,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,26,0.75,0.37322283522791067,0.04756920875326485,0.282843833907792,0.46773421614314514,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,29,0.05,0.2696282069524084,0.049821762394492305,0.17587444094015475,0.3704340162444827,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,14,1,0.40611675225310334,0.032619571585050314,0.34257868819424087,0.4720139561198443,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,29,0.75,0.38663387945917327,0.060807214322438054,0.27723343954015894,0.5212528021165505,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,9,0,0.3311879128770844,0.024024368252214247,0.27749243092355885,0.37358834925689305,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,36,0.5,0.48410078544809837,0.12704593818770693,0.2475701813792913,0.7521929944484439,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,23,0.75,0.37549679118004065,0.042767516286939526,0.2937706365108045,0.4593290897686949,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,29,0.25,0.3308079626090123,0.05754716306743159,0.21862490935703785,0.4474297373864746,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,4,0.5,0.38545262466539526,0.025221862510914832,0.33398776104624306,0.43339930609217114,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,20,0.75,0.3811642190053327,0.037496035628070246,0.30976770812283866,0.45496539750760595,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,24,0.75,0.3730516768583289,0.043491969490582594,0.2877366169073064,0.45945735043127756,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,26,0.05,0.23444245282380835,0.04475692348349881,0.16020615245654213,0.32723247135906874,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,2,0.25,0.3684150926539672,0.0243474209021838,0.3203781129336786,0.4151698607603925,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,33,0.05,0.3988834187045931,0.0774850495221172,0.23606507168103133,0.5451701182496663,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,12,0,0.3222084239109043,0.024421876971487202,0.268152039393176,0.36640780448576704,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,15,0.05,0.30983140152807714,0.02697335706180778,0.25669520920397615,0.36116112992520066,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,34,0.05,0.4232217778574229,0.09434393614786385,0.23889850048728556,0.6052434689812987,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,26,0.25,0.29369001386038607,0.04626244284259859,0.20508134453628085,0.3826406544301865,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,7,0.5,0.381381478975125,0.027533897228990384,0.32568146737096354,0.43511979161461606,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,15,1,0.40480445989773484,0.03407172185519191,0.34005049241831437,0.47239762453202616,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,35,0.05,0.45492386165748366,0.10613745810190602,0.25754105259007865,0.6834533111888058,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,31,0.05,0.3447366739184657,0.05482430337862001,0.2241067250732045,0.4414735130252259,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,9,0.05,0.33154599876733354,0.024944797820156867,0.2785689023677058,0.3758881404392949,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,32,0.05,0.3738852611015332,0.06545689086542913,0.23428891079026487,0.49835170893684716,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,15,0,0.3080564879774715,0.02566406766816824,0.25791376168611707,0.35961829397755846,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,5,0.5,0.3833947346491006,0.026020625012101905,0.3306495067867106,0.4334586407718845,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,10,0.05,0.3278757356096622,0.024793314294401538,0.2768763083142946,0.37275421770748457,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,24,0.25,0.29848176420321093,0.0428072378105694,0.2135367267463626,0.3840656253548434,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,6,0.5,0.38183583275874844,0.026655486337578745,0.3268783434756928,0.4314174278657832,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,18,1,0.40112334037954056,0.03515420299201657,0.3338214915858466,0.4719140323405135,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,34,0.25,0.43823460571624606,0.10228217094798892,0.23592842112172174,0.6667823168775815,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,30,0.25,0.3574823989834381,0.06119238958944143,0.24150932969680602,0.48817883396788253,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,4,0.25,0.36357018932713797,0.024919086901096246,0.31255291675985797,0.4112022150162459,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,19,1,0.3982535679741662,0.03642673246010639,0.3287976383381171,0.46949953418928114,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,14,0,0.31217132792006225,0.02495721268199953,0.2606084311790639,0.36059996992042287,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,1,0.25,0.3693530504576766,0.02471373049582516,0.3206187414152525,0.41438577681079497,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,20,1,0.39677646514983667,0.037893788765782685,0.3218342298404662,0.4703052106699767,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,36,0.25,0.46425325617730945,0.13330997084669421,0.21463219242438958,0.7608883277523973,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,32,0.25,0.4007299722325025,0.08106002836200371,0.24535596960312528,0.5811461668300125,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,1,0.5,0.3906245530374318,0.024861113974822404,0.33947812515588677,0.4391690711625578,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,1,0.75,0.40663840461165646,0.025309494752702392,0.35866055340672753,0.45692589957101704,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,33,0.25,0.42213209922375816,0.09185789263510213,0.2579733356005256,0.6245596936208612,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,3,0.25,0.3642564808609249,0.02534020088227846,0.31195448687352234,0.41127297285459263,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,11,0.05,0.3243016739134761,0.025009563884889664,0.2702612057910687,0.36989663883512724,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,13,0,0.3191642672633913,0.02434087298165593,0.2670814766592571,0.36352233450158583,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,3,0.75,0.40398215911709356,0.02637094580862476,0.35342096896303266,0.45466516638836885,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,3,0.5,0.3871388934545707,0.02492320748834561,0.33492736324512346,0.43438225170614814,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,35,0.25,0.461898966940495,0.11742107258434101,0.24219974867296296,0.7293027797135532,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,4,0.75,0.4026425629559912,0.02762454012524493,0.3483439313064238,0.4572433806918975,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,36,0.05,0.4686373311509868,0.14197120103212638,0.19686179412274038,0.7668461960960788,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,24,1,0.3918265279783554,0.043142052316426316,0.30999003799403924,0.47439342181478766,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,19,0,0.28771284689408655,0.03242876810113203,0.2314366575901193,0.35355999608197003,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,6,0.25,0.3589479518773434,0.025781384638311592,0.30365189557596756,0.4079483199214618,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,21,1,0.3960213017941065,0.03883782876818854,0.324104507677526,0.47253205693563016,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,16,0,0.30283843328054233,0.026869141554511526,0.2549854988813891,0.35563384478747595,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,19,0.05,0.2884228222016337,0.03392900527781321,0.22700701045511948,0.35576022401430285,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,2,0.5,0.3884690352023447,0.024706791066963132,0.3394276707421736,0.4346973129056263,9
1.6796071767301e-4,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,2,0.75,0.40593854637132115,0.026177430875006468,0.3579999472983582,0.45842914882061125,9
