phiS,phiM,lambda,rho,sigma,ll,pset
56.075517206921155,30.681627683227692,1.3693881312982426,0.01016911108713766,0.75,-635.009106175467,4
60.89092110522985,26.33452635888712,1.3893974822737925,0.01453566471215474,0.75,-635.1257368547914,29
56.22292945972215,30.65190652953976,1.3892236935043132,0.01031016677235153,0.75,-635.2108801536579,17
56.075517206921155,30.681627683227692,1.3693881312982426,0.03959746219104017,0.75,-635.5375453495253,7
56.22292945972215,30.65190652953976,1.3892236935043132,0.02194771109793109,0.75,-639.6158253450661,20
56.22292945972215,30.65190652953976,1.3892236935043132,0.01020466734618522,0.75,-639.7337356924654,28
60.512294510970285,25.865740940507152,1.384135790226507,0.01860017830953479,0.75,-643.4408019957189,24
60.89092110522985,26.33452635888712,1.3863360067221393,0.02963703138338122,1,-666.5087949730133,23
60.512294510970285,34.93118244405388,1.384135790226507,0.0102087444499767,1,-674.2025691055196,15
56.075517206921155,30.681627683227692,1.3693881312982426,0.01030626425311275,1,-675.863032821204,12
60.89092110522985,26.33452635888712,1.3893974822737925,0.01453566471215474,1,-680.5935894913474,29
56.59213856900189,30.08062455953186,1.3675457637228023,0.0193585079818221,1,-681.2880420004849,6
56.59213856900189,29.860851754948285,1.3675457637228023,0.0193585079818221,1,-681.7471497917419,25
56.075517206921155,30.681627683227692,1.3693881312982426,0.01606032518740647,1,-682.7241454701643,16
60.512294510970285,37.05331982541312,1.384135790226507,0.0102087444499767,1,-683.0541713222581,19
56.22292945972215,30.65190652953976,1.3892236935043132,0.02194771109793109,1,-685.1049858814077,20
56.075517206921155,30.681627683227692,1.3693881312982426,0.01016911108713766,1,-688.1597358515236,4
53.64990513491859,25.05916944916113,1.363075327572272,0.02030345322615983,1,-688.450035727746,14
56.075517206921155,30.681627683227692,1.3693881312982426,0.0102281673560298,1.25,-689.1726469051074,1
56.59213856900189,30.08062455953186,1.3675457637228023,0.03631476164413428,1,-689.6351945245385,13
56.075517206921155,30.681627683227692,1.3693881312982426,0.01884198898563966,1,-689.6441768470984,22
56.075517206921155,30.681627683227692,1.3693881312982426,0.01988852863305654,1,-690.2486238742075,3
56.075517206921155,30.681627683227692,1.3693881312982426,0.06297637950650162,1,-692.4289282504537,27
56.59213856900189,30.08062455953186,1.3675457637228023,0.0225313952375919,1,-693.5662985489408,9
60.89092110522985,26.33452635888712,1.3893974822737925,0.02963703138338122,1,-693.8864346187768,10
56.22292945972215,30.65190652953976,1.3892236935043132,0.01031016677235153,1,-694.0405349498225,17
60.512294510970285,25.865740940507152,1.384135790226507,0.01860017830953479,1,-694.2778418196128,24
60.512294510970285,34.93118244405388,1.384135790226507,0.0102087444499767,1.25,-697.3948173792432,15
60.512294510970285,25.865740940507152,1.384135790226507,0.01029992703071328,1,-697.583937933577,5
56.59213856900189,29.860851754948285,1.3675457637228023,0.0193585079818221,1.25,-697.7312358081557,25
56.075517206921155,30.681627683227692,1.3693881312982426,0.0102281673560298,1,-697.8679837050632,1
56.075517206921155,36.117834123519096,1.3693881312982426,0.01988852863305654,1,-698.3099802841537,26
60.89092110522985,34.36875917808077,1.3893974822737925,0.02963703138338122,1,-700.627859573776,11
56.075517206921155,30.681627683227692,1.3693881312982426,0.03444706444701735,1,-700.8289229141091,2
56.075517206921155,31.67674435975672,1.3693881312982426,0.03444706444701735,1,-702.4347757973387,30
60.89092110522985,26.33452635888712,1.3893974822737925,0.01017970036876513,1,-703.3208955878974,21
60.89092110522985,26.33452635888712,1.3863360067221393,0.02963703138338122,1.25,-704.8040505256499,23
56.075517206921155,30.681627683227692,1.3693881312982426,0.03959746219104017,1.25,-705.1649070687819,7
56.075517206921155,30.681627683227692,1.3693881312982426,0.01016911108713766,1.25,-706.2251604228896,4
56.075517206921155,30.681627683227692,1.3693881312982426,0.01422141543691309,1,-706.6029501791819,18
56.075517206921155,30.681627683227692,1.3693881312982426,0.03959746219104017,1,-706.7617489527933,7
56.075517206921155,36.117834123519096,1.3693881312982426,0.01988852863305654,1.25,-712.3193001159568,26
60.512294510970285,25.865740940507152,1.384135790226507,0.0102087444499767,1,-712.6518308779076,8
56.075517206921155,30.681627683227692,1.3693881312982426,0.01030626425311275,1.25,-715.8171716911916,12
60.89092110522985,26.33452635888712,1.3893974822737925,0.01017970036876513,1.25,-716.2386128917982,21
56.075517206921155,30.681627683227692,1.3693881312982426,0.01422141543691309,1.25,-718.4655464578508,18
56.22292945972215,30.65190652953976,1.3892236935043132,0.01031016677235153,1.25,-718.6371311179219,17
56.075517206921155,30.681627683227692,1.3693881312982426,0.01606032518740647,1.25,-719.1658391593845,16
56.59213856900189,30.08062455953186,1.3675457637228023,0.0193585079818221,1.25,-722.8483843775838,6
60.512294510970285,25.865740940507152,1.384135790226507,0.01029992703071328,1.25,-723.1963271566659,5
56.22292945972215,30.65190652953976,1.3892236935043132,0.01020466734618522,1.25,-724.456645477422,28
60.89092110522985,26.33452635888712,1.3893974822737925,0.01453566471215474,1.25,-725.4730242699598,29
60.89092110522985,26.33452635888712,1.3893974822737925,0.02963703138338122,1.25,-725.8829033662346,10
56.22292945972215,30.65190652953976,1.3892236935043132,0.01020466734618522,1,-727.2989843712979,28
53.64990513491859,25.05916944916113,1.363075327572272,0.02030345322615983,1.25,-727.905407210599,14
56.59213856900189,30.08062455953186,1.3675457637228023,0.0225313952375919,1.25,-728.5442635621256,9
56.22292945972215,30.65190652953976,1.3892236935043132,0.02194771109793109,1.25,-729.648095928683,20
60.512294510970285,25.865740940507152,1.384135790226507,0.0102087444499767,1.25,-732.030115454264,8
56.075517206921155,30.681627683227692,1.3693881312982426,0.01884198898563966,1.25,-734.1692608294201,22
56.075517206921155,30.681627683227692,1.3693881312982426,0.06297637950650162,1.25,-735.1311675598826,27
60.512294510970285,25.865740940507152,1.384135790226507,0.01860017830953479,1.25,-735.7052402071096,24
56.075517206921155,31.67674435975672,1.3693881312982426,0.03444706444701735,1.25,-739.8926510844518,30
56.59213856900189,30.08062455953186,1.3675457637228023,0.03631476164413428,1.25,-741.8766454653825,13
56.075517206921155,30.681627683227692,1.3693881312982426,0.01988852863305654,1.25,-743.1968405051737,3
60.512294510970285,37.05331982541312,1.384135790226507,0.0102087444499767,1.25,-744.8568184348554,19
56.075517206921155,30.681627683227692,1.3693881312982426,0.03444706444701735,1.25,-746.1673144216732,2
60.89092110522985,34.36875917808077,1.3893974822737925,0.02963703138338122,1.25,-747.0036595920392,11
