sS_DO,sS_GR,sM_DO,phi,rho,sM_GR,sigma,ll,pset
1.1124968817706828,308.28152559849167,1.838205830308351,20.00948330877754,0.10145358027019497,1.838205830308351,0.75,-331.7141496780177,18
1.2076553208395296e-4,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.5,-331.99672615768344,5
0.5350812510899793,308.28152559849167,1.838205830308351,18.320217074247925,0.14247905680920625,1.838205830308351,0.75,-332.2029179149704,7
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2957257140165822,5.832969496625317,0.5,-332.4411579508059,13
4.137618071808527e-5,308.28152559849167,1.838205830308351,18.320217074247925,0.14247905680920625,1.838205830308351,0.75,-333.3320398911343,22
0.597561362099531,1147.4869902755358,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.5,-333.66063771513905,29
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.23442085546414657,1.0268193030537291,0.5,-334.2895674631425,8
0.01090992253923647,308.28152559849167,1.838205830308351,18.320217074247925,0.14247905680920625,1.838205830308351,0.75,-334.51573539844645,25
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.14247905680920625,1.838205830308351,0.25,-334.6098811411926,6
0.00424391760449568,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.25,-334.6667010339123,16
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.27749989934208474,1.0268193030537291,1,-335.107175584874,26
0.0946843616352159,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.5,-335.4093793666191,9
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.14247905680920625,1.838205830308351,0.5,-336.31713390816225,6
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.288780358034186,5.832969496625317,0.5,-336.5351373292228,30
0.05258094208182015,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.5,-336.713497510059,11
1.0670887836906403e-5,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.5,-337.0282385265746,17
1.0670887836906403e-5,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.75,-337.04079228872257,17
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.10145358027019497,1.838205830308351,0.75,-337.4542586737252,2
4.008478298784263,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.25,-337.89551422309137,23
0.3285573558698715,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.5,-337.9445526968398,15
1.1124968817706828,308.28152559849167,1.838205830308351,20.00948330877754,0.10145358027019497,1.838205830308351,0.05,-338.42358856584076,18
1.1124968817706828,308.28152559849167,1.838205830308351,17.441555173222188,0.10145358027019497,1.838205830308351,0.75,-338.91740544646524,19
1.1124968817706828,308.28152559849167,1.838205830308351,17.441555173222188,0.10145358027019497,1.838205830308351,1,-339.8706509417804,19
0.05258094208182015,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.75,-340.43527368254945,11
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.75,-341.6297580194566,4
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2957257140165822,5.832969496625317,0.75,-341.8116966978008,13
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.27749989934208474,1.0268193030537291,0.5,-342.7382478764976,26
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.27749989934208474,1.0268193030537291,0.75,-342.9414577022166,26
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.13539883678739464,1.838205830308351,0,-343.72868199051084,14
0.0946843616352159,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.75,-343.76551872999585,9
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.14247905680920625,1.838205830308351,0,-343.770151178207,6
0.00343682897006292,179.14966524866358,1.0483263715413134,19.988755870386875,0.2866804718870745,1.0483263715413134,1,-344.13943819990055,28
1.1124968817706828,308.28152559849167,1.838205830308351,22.955488676774912,0.10145358027019497,1.838205830308351,0.25,-344.7530042882696,24
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.13539883678739464,1.838205830308351,0.75,-344.8385796277474,14
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.23442085546414657,1.0268193030537291,0.25,-345.2524283008006,8
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.288780358034186,5.832969496625317,0.75,-345.9799439311569,30
1.271453423842893,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.5,-346.003264102046,12
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.14247905680920625,1.838205830308351,0.75,-346.1700201756852,6
1.1124968817706828,308.28152559849167,1.838205830308351,17.441555173222188,0.10145358027019497,1.838205830308351,0.05,-346.6156663075414,19
0.5350812510899793,308.28152559849167,1.838205830308351,18.320217074247925,0.14247905680920625,1.838205830308351,1,-346.7968078346872,7
0.0946843616352159,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.25,-347.02752880534246,9
1.1124968817706828,308.28152559849167,1.838205830308351,15.203183518842147,0.10145358027019497,1.838205830308351,1,-347.02921421106623,1
1.1124968817706828,308.28152559849167,1.838205830308351,20.00948330877754,0.10145358027019497,1.838205830308351,1,-347.7249079439161,18
1.2076553208395296e-4,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.75,-348.04824438247584,5
0.3285573558698715,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.25,-348.2380961813103,15
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.25,-349.0451314345462,4
0.00424391760449568,2178.23200359712,13.807372463536996,23.571948789820983,0.14348461156714123,13.807372463536996,0.5,-349.21700053637454,21
0.00343682897006292,179.14966524866358,1.0483263715413134,19.988755870386875,0.2866804718870745,1.0483263715413134,0.75,-349.2208171423237,28
0.3285573558698715,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.75,-350.1480683696148,15
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.10145358027019497,1.838205830308351,1,-350.22171656762794,2
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.288780358034186,5.832969496625317,0.25,-350.31304902920226,30
4.008478298784263,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.5,-350.3775607705619,23
1.2076553208395296e-4,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.25,-350.4103344407706,5
1.1124968817706828,308.28152559849167,1.838205830308351,22.955488676774912,0.10145358027019497,1.838205830308351,0.5,-351.21262283352615,24
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.23442085546414657,1.0268193030537291,0.05,-351.4160896362209,8
5.34072405026554e-5,1647.097872233728,9.398139154627966,10.0816989046734,0.3680454970813132,9.398139154627966,0.5,-351.50248728777916,27
0.597561362099531,1147.4869902755358,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.75,-351.7889670040649,29
1.271453423842893,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.25,-352.2949444770355,12
1.0670887836906403e-5,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.25,-352.5646612074929,17
1.271453423842893,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.75,-352.6510326370569,12
1.1124968817706828,308.28152559849167,1.838205830308351,22.955488676774912,0.10145358027019497,1.838205830308351,0.75,-352.7553521689213,24
1.8848452568412445e-4,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.5,-352.95909745534885,20
1.8848452568412445e-4,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.25,-353.1550645393782,20
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2957257140165822,5.832969496625317,0.25,-353.6693292846883,13
0.05258094208182015,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.25,-353.7721272168382,11
0.00343682897006292,179.14966524866358,1.0483263715413134,19.988755870386875,0.2866804718870745,1.0483263715413134,0.5,-354.4404565542123,28
0.597561362099531,1147.4869902755358,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.25,-354.6384769082167,29
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.27749989934208474,1.0268193030537291,0,-356.6458903838521,26
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.13539883678739464,1.838205830308351,1,-356.9530323830309,14
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.27749989934208474,1.0268193030537291,0.25,-359.19678648547585,26
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.14247905680920625,1.838205830308351,1,-359.329005046155,6
1.1124968817706828,308.28152559849167,1.838205830308351,17.441555173222188,0.10145358027019497,1.838205830308351,0,-360.4628715487587,19
5.34072405026554e-5,1647.097872233728,9.398139154627966,10.0816989046734,0.3680454970813132,9.398139154627966,0.25,-360.52385871902084,27
1.1124968817706828,308.28152559849167,1.838205830308351,22.955488676774912,0.10145358027019497,1.838205830308351,1,-361.46139687882624,24
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.10145358027019497,1.838205830308351,0.05,-361.78328615347385,2
1.1124968817706828,308.28152559849167,1.838205830308351,18.320217074247925,0.10145358027019497,1.838205830308351,0,-362.57463209464083,2
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.19802939607123765,1.0268193030537291,0.05,-363.3308155898122,3
0.00343682897006292,179.14966524866358,1.0483263715413134,19.988755870386875,0.2866804718870745,1.0483263715413134,0.25,-364.37030947780977,28
0.00424391760449568,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.5,-365.77361879842493,16
1.271453423842893,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.05,-366.32380791313096,12
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.23442085546414657,1.0268193030537291,0,-367.42471203128144,8
1.2076553208395296e-4,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,1,-367.84561683050515,5
1.1124968817706828,308.28152559849167,1.838205830308351,20.00948330877754,0.10145358027019497,1.838205830308351,0,-369.2661961227667,18
0.597561362099531,1147.4869902755358,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,1,-370.4756650286575,29
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2957257140165822,5.832969496625317,0.05,-370.91809373343375,13
0.3285573558698715,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,1,-371.78077989146465,15
1.0670887836906403e-5,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,1,-372.03826756482636,17
0.05258094208182015,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,1,-372.4553694702963,11
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.05,-373.3837539654157,4
5.34072405026554e-5,1647.097872233728,9.398139154627966,10.0816989046734,0.3680454970813132,9.398139154627966,0.75,-374.37383397751,27
0.00424391760449568,2178.23200359712,13.807372463536996,23.571948789820983,0.14348461156714123,13.807372463536996,0.25,-374.52868722030723,21
4.008478298784263,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.05,-375.3188251098883,23
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,1,-375.3903638855618,4
1.271453423842893,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0,-376.49577629284136,12
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.288780358034186,5.832969496625317,1,-376.53396606330557,30
0.597561362099531,1147.4869902755358,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.05,-377.1133738230918,29
0.3285573558698715,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.05,-377.3664372885435,15
4.008478298784263,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.75,-377.5614657854589,23
0.00424391760449568,2178.23200359712,13.807372463536996,23.571948789820983,0.14348461156714123,13.807372463536996,0.75,-377.63480473591795,21
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.288780358034186,5.832969496625317,0.05,-377.978058453887,30
0.0946843616352159,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,1,-378.72163418461355,9
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2957257140165822,5.832969496625317,0,-378.74917677216433,13
1.271453423842893,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,1,-379.8618567168293,12
0.0946843616352159,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.05,-380.3588342075641,9
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.19802939607123765,1.0268193030537291,0,-380.4178941706836,3
1.062641540929893e-5,241.90603944239135,1.0268193030537291,16.990742949765753,0.27749989934208474,1.0268193030537291,0.05,-380.6192790658027,26
1.0670887836906403e-5,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.05,-380.6710185701494,17
1.2076553208395296e-4,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.05,-380.69362692751423,5
0.597561362099531,1147.4869902755358,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0,-381.04820292665954,29
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2957257140165822,5.832969496625317,1,-381.16337688826684,13
0.05258094208182015,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0.05,-381.2394919037274,11
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.288780358034186,5.832969496625317,0,-381.3881524056229,30
0.597561362099531,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0,-381.5334671639961,4
0.3285573558698715,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0,-381.61085126338446,15
0.05258094208182015,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0,-383.3529540081426,11
0.00343682897006292,179.14966524866358,1.0483263715413134,19.988755870386875,0.2866804718870745,1.0483263715413134,0.05,-383.4826737886509,28
5.34072405026554e-5,1647.097872233728,9.398139154627966,10.0816989046734,0.3680454970813132,9.398139154627966,0.05,-384.79818665985715,27
0.00343682897006292,179.14966524866358,1.0483263715413134,19.988755870386875,0.2866804718870745,1.0483263715413134,0,-386.51945872348307,28
0.00424391760449568,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.75,-387.87730870217683,16
1.0670887836906403e-5,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0,-390.0903067903631,17
0.0946843616352159,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0,-390.11023549720744,9
5.34072405026554e-5,1647.097872233728,9.398139154627966,10.0816989046734,0.3680454970813132,9.398139154627966,0,-390.2480351555215,27
1.8848452568412445e-4,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.75,-391.4286673324401,20
1.2076553208395296e-4,1254.88419034431,5.832969496625317,12.31688510350501,0.2903033760806366,5.832969496625317,0,-392.396070047337,5
1.8848452568412445e-4,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.05,-399.790822145236,20
0.00424391760449568,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0.05,-402.04474167287174,16
4.008478298784263,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0,-404.3601634332182,23
1.1124968817706828,308.28152559849167,1.838205830308351,22.955488676774912,0.10145358027019497,1.838205830308351,0.05,-414.00848111396874,24
0.00424391760449568,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0,-429.39024355045433,16
1.8848452568412445e-4,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,0,-430.488521302145,20
0.00424391760449568,2178.23200359712,13.807372463536996,23.571948789820983,0.14348461156714123,13.807372463536996,1,-431.0727976836474,21
5.34072405026554e-5,1647.097872233728,9.398139154627966,10.0816989046734,0.3680454970813132,9.398139154627966,1,-433.07373116931774,27
0.00424391760449568,2178.23200359712,13.807372463536996,23.571948789820983,0.14348461156714123,13.807372463536996,0.05,-433.2065353539221,21
1.1124968817706828,308.28152559849167,1.838205830308351,22.955488676774912,0.10145358027019497,1.838205830308351,0,-433.4403094171199,24
0.00424391760449568,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,1,-438.2877194813726,16
0.00424391760449568,2178.23200359712,13.807372463536996,23.571948789820983,0.14348461156714123,13.807372463536996,0,-438.5372163657502,21
1.8848452568412445e-4,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,1,-456.421665655348,20
4.008478298784263,2178.23200359712,13.807372463536996,15.407655829966982,0.14348461156714123,13.807372463536996,1,-467.03854167479085,23
