phiS,phiM,rho,lambda,pdoug,sigma,mean_MNPV,sd,q1,q9,pset
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,1,0,0.509868826449416,0.004600848418228379,0.4999631693565331,0.5183546103263882,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,20,0.5,0.5113123470724839,0.008115193480357804,0.49338973580403844,0.5245602316172123,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,16,0.5,0.5144152755324648,0.007175020072422369,0.4981524063448453,0.5258514585449209,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,12,0.5,0.5169244608060558,0.006013231159730736,0.5040453041955805,0.5266155712510179,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,8,0.5,0.5186926427749098,0.00520516977251223,0.5065031270020846,0.5266244987341534,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,30,0.75,0.5027394194104078,0.019861564480532324,0.45261078032616564,0.5311420306579832,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,23,0.75,0.5112138191995603,0.01642883783985836,0.47058324934714113,0.5332147916739242,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,19,0.75,0.5143800800382791,0.015047368430037589,0.47995087185124424,0.5342259722201451,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,15,0.75,0.5168708701756735,0.012332578042497364,0.4839558196485966,0.5337163519651906,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,32,0.05,0.4567898991192503,0.007020547573409017,0.4419451922205523,0.4690032338627972,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,33,1.25,0.5099715257208486,0.037110998351766865,0.4255865371313727,0.5531715922260482,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,29,1.25,0.5146016559882336,0.030948278256138367,0.43524445123533523,0.5526107720747645,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,22,1.25,0.5200638173913789,0.027902653865106944,0.4565464668189614,0.5502751621176769,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,17,0.05,0.4867604747593224,0.0055998710203862484,0.47416536796035635,0.4957198933336174,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,3,0.75,0.5206229498151892,0.007252955894658979,0.5021082972484521,0.5298085845977593,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,13,0.05,0.4932942733727747,0.00529589994991955,0.48104733579839803,0.5019022552094825,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,9,0.05,0.4984660895291509,0.005396219876934579,0.4853400924036325,0.5067479214239674,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,5,0.05,0.5039125863549498,0.005002692425978215,0.4915850824919944,0.5121822876697917,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,24,0.25,0.4954994074384676,0.005155667303983831,0.48488045262004376,0.5053424445801203,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,20,0.25,0.5009534009561406,0.004392809273699376,0.4914718599347184,0.5088874816145023,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,16,0.25,0.5058537729511707,0.003972388981127403,0.4974323496917049,0.5128816823267659,14
53.64990513491859,25.05916944916113,0.02030345322615983,1.363075327572272,12,0.25,0.5098162478153079,0.0033295275577620233,0.5030745679970667,0.5158765036145168,14
