sS_DO,sS_GR,sM_DO,sM_GR,phi,rho,sigma,ll,pset
0.00291036077508224,157.03913026938844,0.3798847322230032,4.053302464783467,59.905552169439645,0.10061288381118626,0,-323.3268184143645,26
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,30.671514273799406,0.10067383568546212,0.25,-323.40295012442516,4
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.25,-324.1766560018871,1
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,46.57225048507154,0.10067383568546212,0.5,-325.223646208189,11
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,46.57225048507154,0.10067383568546212,0.25,-325.2258238267584,11
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10095276456744644,0.75,-326.2207421469442,20
1.341387930582476,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.75,-327.47981912364037,6
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,23.663224057194785,20.47154687593019,0.10067383568546212,0.25,-327.7254517516049,22
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.12323461119779888,0.25,-328.7851854134405,30
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,40.51942020493972,0.10067383568546212,0.25,-328.839963041439,8
1.0775658661152156e-5,1395.5986117629925,6.889493586910625,60.65752812293519,20.47154687593019,0.10067383568546212,0.25,-328.9917515768905,23
1.2219250837789766,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.25,-329.3259500827602,9
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,40.51942020493972,0.10067383568546212,0.75,-329.4437184942467,8
0.00291036077508224,157.03913026938844,0.3798847322230032,4.053302464783467,59.905552169439645,0.10061288381118626,0.05,-329.50491015125374,26
0.00291036077508224,157.03913026938844,0.1037521408098216,4.053302464783467,59.905552169439645,0.10061288381118626,0.75,-329.88521236634773,17
0.7948893289737586,959.121447716479,4.3347229392848545,47.915846683556914,16.89218956839318,0.1534741507594238,0.25,-329.97310287861796,27
1.000804869852563e-4,812.0733405777697,0.9462589789581456,124.97682205051164,33.94185073330471,0.11581246622097084,0.05,-330.5314793159877,5
1.0775658661152156e-5,1395.5986117629925,8.564644579519276,60.65752812293519,36.25162671243939,0.10067383568546212,0.25,-331.03366159562256,29
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,22.36130796877121,0.10067383568546212,0.25,-331.7603133170841,7
0.02707042601524345,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.25,-332.00668391551767,2
0.04404649609238243,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.25,-333.01089453232584,28
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,41.41908397847655,0.10067383568546212,0.75,-333.23535828922365,12
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10095276456744644,0.25,-333.51138679491186,20
0.00291036077508224,157.03913026938844,0.3798847322230032,4.053302464783467,59.905552169439645,0.10061288381118626,0.75,-334.26971248274424,26
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,33.27272834625379,0.10067383568546212,0.75,-334.3413344473076,25
1.0775658661152156e-5,1395.5986117629925,8.564644579519276,60.65752812293519,36.25162671243939,0.10067383568546212,0.75,-334.6860391732748,29
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,41.41908397847655,0.10067383568546212,0.25,-335.34344162237494,12
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,83.58816382900073,20.47154687593019,0.10067383568546212,0.25,-335.5096856758682,3
1.341387930582476,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.25,-335.5319818974705,6
1.10125709069195e-5,157.03913026938844,0.1037521408098216,4.053302464783467,59.905552169439645,0.10061288381118626,0.25,-336.56225243850486,18
0.00291036077508224,157.03913026938844,0.3798847322230032,4.053302464783467,59.905552169439645,0.10061288381118626,0.25,-336.70451563636425,26
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,25.892099665134054,0.10067383568546212,0.25,-337.12057658196403,16
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,33.27272834625379,0.10067383568546212,0.25,-337.4341501248058,25
1.0833129829936772e-5,959.121447716479,4.3347229392848545,47.915846683556914,16.89218956839318,0.1534741507594238,0.25,-338.25961430477093,19
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,46.57225048507154,0.10067383568546212,0.75,-338.3235356325834,11
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,40.51942020493972,0.10067383568546212,0,-338.9566717285378,8
1.0833129829936772e-5,959.121447716479,4.3347229392848545,47.915846683556914,16.89218956839318,0.1534741507594238,1,-339.2393840175084,19
1.0775658661152156e-5,1395.5986117629925,3.5814444634461404,60.65752812293519,36.25162671243939,0.10067383568546212,0.25,-343.6626197556774,14
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,41.41908397847655,0.10067383568546212,0.05,-345.102472456567,12
0.00291036077508224,157.03913026938844,0.1037521408098216,4.053302464783467,59.905552169439645,0.10061288381118626,0.05,-346.26653851278763,17
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,23.663224057194785,20.47154687593019,0.10067383568546212,1,-347.7866497899485,22
0.00291036077508224,157.03913026938844,0.1037521408098216,4.053302464783467,59.905552169439645,0.10061288381118626,0.25,-348.1355070574808,17
0.02707042601524345,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,1,-348.78414432278623,2
1.0775658661152156e-5,1395.5986117629925,8.564644579519276,60.65752812293519,36.25162671243939,0.10067383568546212,0.05,-349.34188432621056,29
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,40.51942020493972,0.10067383568546212,0.05,-349.8029577357197,8
1.10125709069195e-5,157.03913026938844,0.1037521408098216,4.053302464783467,59.905552169439645,0.10061288381118626,1,-350.2276062842795,18
1.10125709069195e-5,157.03913026938844,0.1037521408098216,4.053302464783467,59.905552169439645,0.10061288381118626,0.05,-351.15763188039284,18
1.10125709069195e-5,157.03913026938844,0.1037521408098216,4.053302464783467,59.905552169439645,0.10061288381118626,0,-351.37074977985,18
1.000804869852563e-4,812.0733405777697,0.9462589789581456,109.86919532127214,33.94185073330471,0.11581246622097084,1,-352.1298437303671,15
1.0775658661152156e-5,1395.5986117629925,3.5814444634461404,60.65752812293519,36.25162671243939,0.10067383568546212,0.05,-353.0271075738603,14
1.000804869852563e-4,812.0733405777697,0.9462589789581456,124.97682205051164,33.94185073330471,0.10081424951241856,0,-353.52665098595253,21
0.00291036077508224,157.03913026938844,0.1037521408098216,4.053302464783467,59.905552169439645,0.10061288381118626,0,-354.07964626428185,17
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,41.41908397847655,0.10067383568546212,0,-354.12570936083563,12
1.000804869852563e-4,812.0733405777697,0.9462589789581456,124.97682205051164,33.94185073330471,0.10070150637740025,1,-355.1695129296186,13
0.7948893289737586,959.121447716479,4.3347229392848545,47.915846683556914,16.89218956839318,0.1534741507594238,0.05,-355.3830629802283,27
1.000804869852563e-4,812.0733405777697,0.9462589789581456,124.97682205051164,33.94185073330471,0.10070150637740025,0,-356.8209371129664,13
0.7948893289737586,959.121447716479,4.3347229392848545,47.915846683556914,16.89218956839318,0.1534741507594238,1,-357.05876638128046,27
1.2219250837789766,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,1,-357.8232221881567,9
1.000804869852563e-4,812.0733405777697,0.9462589789581456,124.97682205051164,33.94185073330471,0.11581246622097084,0,-358.49716160262426,5
0.04404649609238243,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,1,-359.951926719822,28
0.00291036077508224,157.03913026938844,0.1037521408098216,4.053302464783467,59.905552169439645,0.10061288381118626,1,-359.9896462379375,17
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,30.671514273799406,0.10067383568546212,1,-360.0029815924782,4
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,36.25162671243939,0.10067383568546212,0.05,-360.6998758011703,10
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,25.892099665134054,0.10067383568546212,1,-361.1382743272597,16
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.12323461119779888,1,-362.19489679351585,30
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10095276456744644,1,-362.5240440255636,20
1.000804869852563e-4,812.0733405777697,0.9462589789581456,124.97682205051164,33.94185073330471,0.10081424951241856,1,-364.754566716619,21
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,33.27272834625379,0.10067383568546212,1,-366.80006372911396,25
1.000804869852563e-4,812.0733405777697,0.9462589789581456,109.86919532127214,33.94185073330471,0.11581246622097084,0,-367.02317227106334,15
1.0775658661152156e-5,1395.5986117629925,3.5814444634461404,60.65752812293519,36.25162671243939,0.10067383568546212,0,-367.27151006160585,14
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,22.36130796877121,0.10067383568546212,1,-368.077172636353,7
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,1,-368.25678149499925,1
1.0775658661152156e-5,1395.5986117629925,8.564644579519276,60.65752812293519,36.25162671243939,0.10067383568546212,0,-368.7102300082988,29
1.341387930582476,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,1,-368.88334715249295,6
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,36.25162671243939,0.10067383568546212,1,-369.09583640891003,10
0.00291036077508224,157.03913026938844,0.3798847322230032,4.053302464783467,59.905552169439645,0.10061288381118626,1,-369.45136555409573,26
1.000804869852563e-4,812.0733405777697,0.9462589789581456,124.97682205051164,33.94185073330471,0.11581246622097084,1,-370.8990878538958,5
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,46.57225048507154,0.10067383568546212,0.05,-371.70167368364923,11
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,26.685246305206014,0.10067383568546212,1,-372.5197267360403,24
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,83.58816382900073,20.47154687593019,0.10067383568546212,1,-372.6008486305389,3
1.341387930582476,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.05,-374.19776271289146,6
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,36.25162671243939,0.10067383568546212,0,-375.0032088823701,10
1.0775658661152156e-5,1395.5986117629925,6.889493586910625,60.65752812293519,20.47154687593019,0.10067383568546212,1,-375.79341500538027,23
1.0775658661152156e-5,1395.5986117629925,3.5814444634461404,60.65752812293519,36.25162671243939,0.10067383568546212,1,-375.87820386417053,14
1.0775658661152156e-5,1395.5986117629925,8.564644579519276,60.65752812293519,36.25162671243939,0.10067383568546212,1,-376.00369405272596,29
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,46.57225048507154,0.10067383568546212,0,-379.547004807921,11
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,41.41908397847655,0.10067383568546212,1,-381.2909982812523,12
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,40.51942020493972,0.10067383568546212,1,-384.41536771937456,8
1.0833129829936772e-5,959.121447716479,4.3347229392848545,47.915846683556914,16.89218956839318,0.1534741507594238,0.05,-389.06833834122943,19
1.0775658661152156e-5,1395.5986117629925,6.889493586910625,60.65752812293519,20.47154687593019,0.10067383568546212,0.05,-389.74576328699186,23
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.12323461119779888,0.05,-393.802104301132,30
1.2219250837789766,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.05,-393.8301427433539,9
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.12323461119779888,0,-394.6195960695906,30
1.0833129829936772e-5,959.121447716479,4.3347229392848545,47.915846683556914,16.89218956839318,0.1534741507594238,0,-395.24548162107277,19
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,83.58816382900073,20.47154687593019,0.10067383568546212,0.05,-395.41854384414006,3
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,26.685246305206014,0.10067383568546212,0.05,-397.46849444106255,24
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,46.57225048507154,0.10067383568546212,1,-397.96282591006144,11
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,83.58816382900073,20.47154687593019,0.10067383568546212,0,-398.538633997627,3
0.7948893289737586,959.121447716479,4.3347229392848545,47.915846683556914,16.89218956839318,0.1534741507594238,0,-398.5527085362794,27
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,22.36130796877121,0.10067383568546212,0.05,-399.6921416044704,7
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10095276456744644,0.05,-399.7924961254432,20
0.02707042601524345,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.05,-399.90280973362286,2
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,25.892099665134054,0.10067383568546212,0.05,-404.41123409381544,16
1.0775658661152156e-5,1395.5986117629925,6.889493586910625,60.65752812293519,20.47154687593019,0.10067383568546212,0,-405.1529006223694,23
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,33.27272834625379,0.10067383568546212,0.05,-406.2696061739227,25
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.05,-406.92291635218186,1
0.04404649609238243,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0.05,-407.154772510098,28
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,23.663224057194785,20.47154687593019,0.10067383568546212,0.05,-409.070171429223,22
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,22.36130796877121,0.10067383568546212,0,-414.71802710169607,7
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10095276456744644,0,-417.4573461041493,20
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0,-417.88736539360946,1
0.04404649609238243,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0,-419.47530314197417,28
0.02707042601524345,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0,-420.42427429885436,2
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,30.671514273799406,0.10067383568546212,0.05,-421.0786776246758,4
1.341387930582476,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0,-422.6034316030713,6
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,23.663224057194785,20.47154687593019,0.10067383568546212,0,-423.31252754642094,22
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,30.671514273799406,0.10067383568546212,0,-425.8454455698743,4
1.2219250837789766,1395.5986117629925,5.949658124256009,60.65752812293519,20.47154687593019,0.10067383568546212,0,-429.42428003943127,9
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,33.27272834625379,0.10067383568546212,0,-430.58590511223883,25
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,25.892099665134054,0.10067383568546212,0,-451.963577689905,16
1.0775658661152156e-5,1395.5986117629925,5.949658124256009,60.65752812293519,26.685246305206014,0.10067383568546212,0,-453.6217992450581,24
