sS_DO,sS_GR,sM_DO,sM_GR,phi,rho,pset,sigma,ll
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,34.40301778536122,0.4728467907680251,30,0.75,-365.7859075580245
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,34.40301778536122,0.4728467907680251,30,0.25,-329.03779492634663
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.4728467907680251,15,0.75,-352.50496624367975
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.4728467907680251,15,0.05,-349.1079432723652
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.4728467907680251,15,0,-357.7915011791053
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.4728467907680251,15,0.25,-328.019365356287
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.4728467907680251,15,1,-416.38879182141244
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.4728467907680251,15,0.5,-329.8606474633457
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.47953506929090994,22,0.05,-341.0457609005639
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.47953506929090994,22,0.25,-310.93184735563113
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.47953506929090994,22,0.5,-322.730035520673
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.47953506929090994,22,0,-354.6640788077098
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.47953506929090994,22,0.75,-353.6108657049324
6.7286631475942e-4,925.3084252901782,0.42404874923480423,341.8854722896258,35.46161277999789,0.47953506929090994,22,1,-419.2304841455082
0.00206023805593653,1010.4420977868912,0.3697223094223398,338.87449334398116,33.14188482564106,0.4946420844858169,16,0.5,-309.5775281976626
0.00206023805593653,1010.4420977868912,0.3697223094223398,338.87449334398116,33.14188482564106,0.4946420844858169,16,0.75,-353.3617863995589
0.00206023805593653,1010.4420977868912,0.3697223094223398,338.87449334398116,33.14188482564106,0.4946420844858169,16,0,-337.774954705702
0.00206023805593653,1010.4420977868912,0.3697223094223398,338.87449334398116,33.14188482564106,0.4946420844858169,16,1,-428.83651461597395
0.00206023805593653,1010.4420977868912,0.3697223094223398,338.87449334398116,33.14188482564106,0.4946420844858169,16,0.05,-343.4194020724317
0.00206023805593653,1010.4420977868912,0.3697223094223398,338.87449334398116,33.14188482564106,0.4946420844858169,16,0.25,-309.7822242917985
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,28.104794533182876,0.4946420844858169,24,0,-319.0803362590665
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,28.104794533182876,0.4946420844858169,24,1,-407.4682862346967
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,28.104794533182876,0.4946420844858169,24,0.05,-319.5864829678895
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,28.104794533182876,0.4946420844858169,24,0.5,-308.219016127719
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,28.104794533182876,0.4946420844858169,24,0.25,-302.78654928401005
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,28.104794533182876,0.4946420844858169,24,0.75,-335.91263590257745
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.49028340920629643,20,1,-428.48984491896925
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.49028340920629643,20,0.25,-309.85466062125784
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.49028340920629643,20,0,-334.31184996780985
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.49028340920629643,20,0.05,-328.0463714813469
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.49028340920629643,20,0.5,-318.41623615241497
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.49028340920629643,20,0.75,-355.6912608980999
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,6,0,-327.0771039591393
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,6,0.05,-316.78991296258164
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,6,0.25,-305.80802255757055
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,6,0.75,-354.8421368379947
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,6,0.5,-308.68625545024975
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,6,1,-427.9640692077226
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,36.2735777790196,0.4946420844858169,19,0.05,-318.06626668173453
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,36.2735777790196,0.4946420844858169,19,0,-331.9754734642243
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,36.2735777790196,0.4946420844858169,19,0.25,-313.12685075134976
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,36.2735777790196,0.4946420844858169,19,1,-448.7853648080598
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,36.2735777790196,0.4946420844858169,19,0.75,-359.6956605608271
0.00206023805593653,1010.4420977868912,0.3697223094223398,470.9318504527296,36.2735777790196,0.4946420844858169,19,0.5,-319.3194697228042
0.00206023805593653,966.6339001944738,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,26,0.75,-356.42144172208833
0.00206023805593653,966.6339001944738,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,26,1,-416.4110769901898
0.00206023805593653,966.6339001944738,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,26,0,-315.6044359864431
0.00206023805593653,966.6339001944738,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,26,0.05,-320.3402062497274
0.00206023805593653,966.6339001944738,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,26,0.5,-314.624756211502
0.00206023805593653,966.6339001944738,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,26,0.25,-312.36304596544005
0.00363587569158838,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,23,0.5,-315.2395960470573
0.00363587569158838,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,23,0.75,-340.82370759931365
0.00363587569158838,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,23,0.25,-311.8517684583195
0.00363587569158838,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,23,0.05,-311.0552276134635
0.00363587569158838,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,23,1,-428.4072506032089
0.00363587569158838,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,23,0,-321.22892394820565
0.02158010973842509,236.11676126385063,0.10277309044013454,144.81736562171636,19.514408083967812,0.46863277863308495,18,0.05,-333.1812380192389
0.02158010973842509,236.11676126385063,0.10277309044013454,144.81736562171636,19.514408083967812,0.46863277863308495,18,1,-347.266222340477
0.02158010973842509,236.11676126385063,0.10277309044013454,144.81736562171636,19.514408083967812,0.46863277863308495,18,0.5,-315.78354458496165
0.02158010973842509,236.11676126385063,0.10277309044013454,144.81736562171636,19.514408083967812,0.46863277863308495,18,0.25,-308.3789677425442
0.02158010973842509,236.11676126385063,0.10277309044013454,144.81736562171636,19.514408083967812,0.46863277863308495,18,0,-384.2988445860176
0.02158010973842509,236.11676126385063,0.10277309044013454,144.81736562171636,19.514408083967812,0.46863277863308495,18,0.75,-331.6798628548273
0.02512771338208757,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,11,0.75,-358.64047233105333
0.02512771338208757,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,11,0.25,-314.36026379842065
0.02512771338208757,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,11,1,-429.16183503862885
0.02512771338208757,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,11,0.5,-317.1957522824184
0.02512771338208757,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,11,0.05,-332.9638136306271
0.02512771338208757,1010.4420977868912,0.3697223094223398,470.9318504527296,33.14188482564106,0.4946420844858169,11,0,-337.448777442209
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.581991570251454,0.4975097597592108,4,1,-398.7068674790689
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.581991570251454,0.4975097597592108,4,0.05,-358.8584933496577
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.581991570251454,0.4975097597592108,4,0,-367.65653524750917
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.581991570251454,0.4975097597592108,4,0.25,-297.7806008023739
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.581991570251454,0.4975097597592108,4,0.75,-348.6450091398773
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.581991570251454,0.4975097597592108,4,0.5,-305.14337765872955
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,7,0.75,-354.5010169975549
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,7,1,-397.2672939686894
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,7,0.5,-298.47258440347156
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,7,0,-367.4892214116625
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,7,0.25,-298.5038541427406
1.0663942460350944e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,7,0.05,-347.6831748044239
1.0663942460350944e-5,996.6424732930452,1.3037894376821213,381.2311421038429,17.948922052742727,0.4975097597592108,12,0.25,-299.8117293956349
1.0663942460350944e-5,996.6424732930452,1.3037894376821213,381.2311421038429,17.948922052742727,0.4975097597592108,12,0.75,-334.2189869920396
1.0663942460350944e-5,996.6424732930452,1.3037894376821213,381.2311421038429,17.948922052742727,0.4975097597592108,12,0.5,-308.5821791793832
1.0663942460350944e-5,996.6424732930452,1.3037894376821213,381.2311421038429,17.948922052742727,0.4975097597592108,12,0,-365.87853368781725
1.0663942460350944e-5,996.6424732930452,1.3037894376821213,381.2311421038429,17.948922052742727,0.4975097597592108,12,1,-407.89504540705326
1.0663942460350944e-5,996.6424732930452,1.3037894376821213,381.2311421038429,17.948922052742727,0.4975097597592108,12,0.05,-349.9514512476721
1.071230958245062e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,5,0.75,-315.67281539626606
1.071230958245062e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,5,1,-339.9517579226087
1.071230958245062e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,5,0.05,-356.51905928490487
1.071230958245062e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,5,0.5,-298.02715047264434
1.071230958245062e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,5,0,-347.4818379263932
1.071230958245062e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,5,0.25,-310.62033785653773
3.8572132921591325e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,10,0.5,-308.7953863682961
3.8572132921591325e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,10,0.25,-296.0517975527165
3.8572132921591325e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,10,0.05,-320.9050292965296
3.8572132921591325e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,10,0.75,-335.22693874536225
3.8572132921591325e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,10,0,-365.860515070034
3.8572132921591325e-5,996.6424732930452,1.2897813207692916,381.2311421038429,17.948922052742727,0.4975097597592108,10,1,-390.8067584547068
6.857453996987956e-5,130.52742075431132,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,27,1,-368.81681276798406
6.857453996987956e-5,130.52742075431132,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,27,0,-323.71894985540064
6.857453996987956e-5,130.52742075431132,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,27,0.05,-309.6945396106694
6.857453996987956e-5,130.52742075431132,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,27,0.75,-354.59794750184705
6.857453996987956e-5,130.52742075431132,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,27,0.5,-347.9296725202014
6.857453996987956e-5,130.52742075431132,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,27,0.25,-307.81507105906553
6.857453996987956e-5,294.06650792285546,0.10269186298167352,97.05675888329584,23.536961309409687,0.48993268575796023,2,0.5,-289.61871410780606
6.857453996987956e-5,294.06650792285546,0.10269186298167352,97.05675888329584,23.536961309409687,0.48993268575796023,2,0.75,-308.65519212643414
6.857453996987956e-5,294.06650792285546,0.10269186298167352,97.05675888329584,23.536961309409687,0.48993268575796023,2,0.25,-306.4629430303629
6.857453996987956e-5,294.06650792285546,0.10269186298167352,97.05675888329584,23.536961309409687,0.48993268575796023,2,1,-324.3797738615357
6.857453996987956e-5,294.06650792285546,0.10269186298167352,97.05675888329584,23.536961309409687,0.48993268575796023,2,0,-358.2185547652911
6.857453996987956e-5,294.06650792285546,0.10269186298167352,97.05675888329584,23.536961309409687,0.48993268575796023,2,0.05,-343.2052331331628
6.857453996987956e-5,294.06650792285546,0.19204708619755495,97.05675888329584,23.536961309409687,0.48993268575796023,14,0.05,-349.22838922161344
6.857453996987956e-5,294.06650792285546,0.19204708619755495,97.05675888329584,23.536961309409687,0.48993268575796023,14,0.75,-316.9381610313496
6.857453996987956e-5,294.06650792285546,0.19204708619755495,97.05675888329584,23.536961309409687,0.48993268575796023,14,0.25,-306.6862182977402
6.857453996987956e-5,294.06650792285546,0.19204708619755495,97.05675888329584,23.536961309409687,0.48993268575796023,14,0,-345.9593513588533
6.857453996987956e-5,294.06650792285546,0.19204708619755495,97.05675888329584,23.536961309409687,0.48993268575796023,14,0.5,-299.66402421867866
6.857453996987956e-5,294.06650792285546,0.19204708619755495,97.05675888329584,23.536961309409687,0.48993268575796023,14,1,-336.80814621854364
6.857453996987956e-5,294.06650792285546,0.26435377250257297,112.60560401006046,23.536961309409687,0.48993268575796023,8,0.5,-299.0406879374773
6.857453996987956e-5,294.06650792285546,0.26435377250257297,112.60560401006046,23.536961309409687,0.48993268575796023,8,0,-334.4199184775277
6.857453996987956e-5,294.06650792285546,0.26435377250257297,112.60560401006046,23.536961309409687,0.48993268575796023,8,1,-349.1904573607974
6.857453996987956e-5,294.06650792285546,0.26435377250257297,112.60560401006046,23.536961309409687,0.48993268575796023,8,0.75,-320.580298428952
6.857453996987956e-5,294.06650792285546,0.26435377250257297,112.60560401006046,23.536961309409687,0.48993268575796023,8,0.05,-333.7796340487017
6.857453996987956e-5,294.06650792285546,0.26435377250257297,112.60560401006046,23.536961309409687,0.48993268575796023,8,0.25,-302.264376676694
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.452479621598744,0.48993268575796023,17,0.5,-298.4439753224559
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.452479621598744,0.48993268575796023,17,1,-332.3526230230449
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.452479621598744,0.48993268575796023,17,0.75,-312.67031616597376
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.452479621598744,0.48993268575796023,17,0,-350.4522976000549
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.452479621598744,0.48993268575796023,17,0.25,-302.2995832746885
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.452479621598744,0.48993268575796023,17,0.05,-346.9582526759872
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,1,0.05,-353.78746158376845
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,1,1,-337.3833727596465
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,1,0.5,-302.02982230380053
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,1,0.25,-299.5491418470798
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,1,0,-343.6220048213426
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,23.536961309409687,0.48993268575796023,1,0.75,-311.84742017512195
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,35.72712216890226,0.48993268575796023,25,0.5,-319.94930363053436
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,35.72712216890226,0.48993268575796023,25,1,-394.1683820914874
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,35.72712216890226,0.48993268575796023,25,0.75,-337.6926415977332
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,35.72712216890226,0.48993268575796023,25,0.25,-314.1728314850286
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,35.72712216890226,0.48993268575796023,25,0.05,-339.68327513133556
6.857453996987956e-5,294.06650792285546,0.26435377250257297,97.05675888329584,35.72712216890226,0.48993268575796023,25,0,-340.95007896471395
