Year,S,Z1,Z2,FracI1,FracI2,nu1,nu2,fecundity,rep,pdoug,sigma,phi
36,1.9014247302781015,113.56738164180676,0.03893023861602231,0.3016436387155792,1.0022158571703e-4,7.0267022021482e-4,0.0079560170316194,0.24927764903747449,9,18,0.5,30
37,0.6877687368506485,27.245772372321508,0.06359342437828358,0.06449975033350946,6.6743205516582e-4,4.5532245243451e-4,0.02660063868199764,0.2850133912926536,9,18,0.5,30
38,0.571802216183932,5.969446201168376,0.1518170875288087,0.01962363226258986,0.00456428921206521,7.8496176677871e-4,0.16916961946528666,0.4915507710901253,9,18,0.5,30
39,1.3429624474820243,1.406422080894007,1.420800468230028,0.00944608749893225,0.05455061028155814,0.00213866547301199,0.8006646478455994,1.0106632027262072,9,18,0.5,30
40,0.3722067308346044,0.4998931230119369,12.220148562614886,0.00437115183298848,0.2695813837610577,0.009353209825374,0.3493222414840095,0.6442287559032229,9,18,0.5,30
41,0.5128215772936013,0.21239701184421897,5.550626890125287,0.00716197523266305,0.31252183408037443,0.06448917615810387,0.01665229572400935,1.486107130523045,9,18,0.5,30
42,13.142497249165965,0.7466040330261998,1.915454162049251,0.03304331865597123,0.04565682070135726,0.4440472447853594,0.00694387185001282,7.975829021718617,9,18,0.5,30
43,15.313405750285956,115.33053062817766,8.335030929961281,0.2415332437278507,0.01554838804661545,0.058582331320938,0.00637762991926275,0.91028481770985,9,18,0.5,30
44,3.028814753714103,172.1010723173365,25.253874491288,0.29366197829339397,0.03761117105915435,9.1574704285963e-4,0.00437981471683794,0.24094192684330196,9,18,0.5,30
45,0.4135971174831086,43.7104945344239,13.86275369661949,0.08663109796760567,0.07762167214523923,3.4590808482381e-4,0.00234849317650485,0.2229972428422636,9,18,0.5,30
46,0.03590672118303415,9.050063364349244,3.2291596598374865,0.02058200441613592,0.03234590145626023,5.5082630520049e-4,0.00193676057680323,0.23531524407429424,9,18,0.5,30
47,0.01527544535517445,1.8237188750338136,0.6566034848321111,0.01005490786150186,0.00879682226218376,0.00245702838410695,0.00233303415790977,0.29698128747701774,9,18,0.5,30
48,0.02045555343216365,0.3710575046469948,0.1328513976984458,0.01047266281405836,0.00275705945288047,0.0219570530314261,0.00382467846892297,0.7026805031146779,9,18,0.5,30
49,0.3377031169522583,0.09014928712232324,0.02744515889041328,0.02059353192389352,0.00112709407300467,0.21384536072921956,0.00800798290256251,4.184568248655151,9,18,0.5,30
50,13.096932732473972,0.6448223638700793,0.01176620577639705,0.05010102452121528,5.160614587207e-4,1.29261762026862,0.01850587591468441,22.681999384050645,9,18,0.5,30
51,3.83030279122983,140.20413480005982,0.2432757986305411,0.3100180055892688,4.4232630941334e-4,0.0493365127592778,0.0331715184275819,0.8935413425430706,9,18,0.5,30
52,1.02015884198377,65.65361303413083,1.5725502041306985,0.29660858711884436,0.00890949644958629,7.4333258328398e-4,0.0855414148488022,0.35612430886797275,9,18,0.5,30
53,0.22605747358115144,14.506382170785937,4.867380986896161,0.03729210196052007,0.111501667861165,5.9098879398616e-4,0.12392485700969648,0.35316083134142146,9,18,0.5,30
54,0.08863326577718732,2.987578710940944,2.3685389168828137,0.01029981398218267,0.1921681227232025,0.00115523634590884,0.05373817998023458,0.3098556401822166,9,18,0.5,30
55,0.08040839605121024,0.621492510494715,0.688244283422453,0.00690779509889298,0.08279947579824494,0.00648106171857047,0.05003268243221106,0.4627884214782005,9,18,0.5,30
56,0.2243604063705324,0.15559528124852967,0.2267770189235666,0.00980240327738657,0.03481597162102605,0.06225169339403332,0.06987251047379313,1.615190107783769,9,18,0.5,30
57,1.7374167853235716,0.24699044691212008,0.20496994335166585,0.02530817703632346,0.01905298286438188,0.5482171180745036,0.1082884839486574,10.273894699614395,9,18,0.5,30
58,4.358338444125101,10.143101222263372,2.0143866292589094,0.15055793026049435,0.0267206877226701,0.4209098008002341,0.165460080517682,5.828459187459217,9,18,0.5,30
59,1.7057689751966214,41.6324828524145,15.95505861249126,0.2717393785137313,0.09382740594832366,0.01691106266033658,0.08093094591834132,0.5612090495691903,9,18,0.5,30
60,0.4206752723006568,17.665797525938952,12.8716782247306,0.15524615677319628,0.1871222650695063,0.00289211144994722,0.0111941698899568,0.29190345450217825,9,18,0.5,30
61,0.16729757236787543,4.41143872403658,3.4810391691789833,0.05373255177991998,0.07421083362906798,0.00513129791692584,0.00532869885121797,0.3494469227342732,9,18,0.5,30
62,0.10169737182030696,1.1433507973616412,0.7986595719751539,0.03888135061013106,0.01878726724357217,0.0233240833962124,0.00501489573128801,0.7066651897916623,9,18,0.5,30
63,0.4883333133248705,0.42585846820946616,0.1828583175453152,0.04958782211180371,0.00612558725876963,0.11882628777316098,0.0071563714077377,2.3891423771570333,9,18,0.5,30
64,4.003032542358607,1.582792337489467,0.08361725173962953,0.07989425480580895,0.00257717197939169,0.3708520350985948,0.01376209295944504,6.477263314709165,9,18,0.5,30
65,8.10624670014176,31.05311088125706,0.31878201735160605,0.21341079482213748,0.00187117864530877,0.0903431289167806,0.02507414453227673,1.5382535970550857,9,18,0.5,30
66,3.3530138960960207,78.79558701980926,4.0042573608396195,0.26363839298682484,0.01081488291796237,0.00432030546022104,0.05223666058300689,0.4010498705112656,9,18,0.5,30
67,0.31817206032291045,30.436491124669995,16.52454909725039,0.1233042931679889,0.12235488187642136,0.00115775240605835,0.04001874275380772,0.28983911816569957,9,18,0.5,30
68,0.10547130142471106,6.470997004865123,5.132784028224205,0.03230714384807946,0.18794187154740977,0.00156191068447393,0.01005135119635483,0.27503619131812457,9,18,0.5,30
69,0.1318667395977993,1.3727687053655775,1.15152219180817,0.01888047417107694,0.04081173198728433,0.00776859270244169,0.00822724890245064,0.4238725767539174,9,18,0.5,30
70,0.18767934652754628,0.3990452807972753,0.2807397078417642,0.02368560310437997,0.01144129436054712,0.06010536768141684,0.00975587108280065,1.4132119704717552,9,18,0.5,30
71,2.0231014064832933,0.43501169002726825,0.08878128421320501,0.04963443381005473,0.00462305564843748,0.3419126221552732,0.01620419893145423,6.286829057741959,9,18,0.5,30
72,22.878610555304707,11.696197241820997,0.22673482492745195,0.1497991272569898,0.00264453726810101,0.2764171117725109,0.03115305559735764,4.182557623904528,9,18,0.5,30
73,4.593956779550166,229.38780624023653,18.60466548568984,0.29189709795731006,0.01701371576195597,0.00942703726848901,0.04819212081007264,0.45766078893243933,9,18,0.5,30
74,0.5373150425956051,77.1658323686497,32.496030634600515,0.20578399404247785,0.1836050820705517,3.6977035528038e-4,0.01033319633349805,0.22932441018513872,9,18,0.5,30
75,0.1140099432482988,15.931200996913018,8.428863236188915,0.02630179315835963,0.1273833022909153,3.3372832615168e-4,0.00317048729703461,0.22539138406763187,9,18,0.5,30
76,0.03249033632210531,3.226417378670708,1.7684836638601062,0.00946625132320453,0.02549732840083781,9.3967664995231e-4,0.00262831736780204,0.25198720538675023,9,18,0.5,30
77,0.05956554112786427,0.6539858147341068,0.36016803680840903,0.00689325324681731,0.00638980225825258,0.00671209732527844,0.0032128774732807,0.3970288591710085,9,18,0.5,30
78,0.11575029684695132,0.1565893389805222,0.07633918113145371,0.0109775611711083,0.0020507722343252,0.07096432425254927,0.00528952861891743,1.6158855980849445,9,18,0.5,30
79,1.5619521465581876,0.15515924256677413,0.0190549876405158,0.02895812579326641,9.0642513556018e-4,0.6268693727360741,0.01138681792083791,11.433599136103611,9,18,0.5,30
80,7.565934218805591,9.14766903270823,0.02864713834265165,0.14852715694788304,4.4356264951241e-4,0.5185279021778424,0.0226088204893888,7.100868151407876,9,18,0.5,30
81,2.764269943571257,78.29626951462161,0.28159755197681974,0.29925202080634666,8.3910913413531e-4,0.01683610151690728,0.04429832300589634,0.5901402680190273,9,18,0.5,30
82,0.924655299296304,36.05214276919419,2.249171492242418,0.21365784795518852,0.01770089348421298,0.00136869126212149,0.13569544964216412,0.4268799163476209,9,18,0.5,30
83,0.2763962255255252,8.467443013543477,5.943935212794931,0.03719185249276266,0.1593970170370635,0.00132706558077289,0.12750191934729685,0.3609282745219201,9,18,0.5,30
84,0.33449131096685764,1.848834295942652,2.83281410743777,0.01453352077905194,0.19981259140961785,0.00391700620491138,0.03972923338812407,0.37058246018905816,9,18,0.5,30
85,0.7584876710703647,0.5745557119625391,1.2570235239483445,0.01518813035675071,0.07257399658737429,0.02843018295126485,0.02993693254088136,0.8658655902345631,9,18,0.5,30
86,2.8756757668847137,1.2130531424411963,1.108490173523696,0.03622041088399453,0.03327576524958078,0.18360624434772893,0.02702629101803956,3.5961668297028013,9,18,0.5,30
87,8.890239419430259,17.00203196243565,3.670157667860867,0.15515724642424658,0.03012157757522538,0.1238889281699833,0.02767606077621943,2.0631701922865417,9,18,0.5,30
88,2.9218820553253546,78.27754101050398,22.07317595999185,0.2469184917494006,0.05997913640293882,0.00883493872033792,0.018181042248875,0.4017335465688556,9,18,0.5,30
89,0.3757615064808297,32.33536116454433,17.283436376512736,0.16338183317305652,0.12846318481616975,0.00130349617530482,0.00522771599112365,0.25068836406404577,9,18,0.5,30
90,0.06685942914402006,7.105465600912387,4.1463288374205876,0.04503955719711943,0.05852585457730779,0.00194908582164485,0.00305381904229235,0.27533848391780985,9,18,0.5,30
91,0.04406221657514792,1.4883646110322264,0.8605380461956702,0.02543739029444927,0.01428978962475965,0.00940763121732496,0.00313415333339898,0.44485321850989534,9,18,0.5,30
92,0.17801673833000392,0.34964791047768184,0.1790402269875396,0.02985048135903482,0.00430500338125016,0.06657553706301074,0.00458557049351326,1.503647920938711,9,18,0.5,30
93,1.605217086348312,0.39529776832071545,0.04715533830028681,0.04930238277701911,0.00171270268319107,0.3947880681250053,0.00905887589390213,7.210009819442763,9,18,0.5,30
94,8.10414489271095,9.293094476092875,0.0580667867095204,0.15127083760061502,8.2033272731877e-4,0.3212050452973886,0.01737248049099246,4.853876632368857,9,18,0.5,30
95,5.332447014043582,79.08211124004666,0.5019450023258841,0.2798626631295095,0.00139337994349279,0.01645466483591624,0.0334380344171511,0.5678419329111473,9,18,0.5,30
96,5.878865129459284,55.25361519065207,5.770961953109159,0.214117861445331,0.02380537909436458,0.00135368399459382,0.07872688868720919,0.3632954524312456,9,18,0.5,30
97,1.2970017892201764,21.459903118506254,40.86880890391069,0.04891700421583531,0.19021866839163423,9.8512313788146e-4,0.03547297073463497,0.2799912191080809,9,18,0.5,30
98,0.3876900690412248,5.424839807075913,17.31661042115603,0.02236301401752325,0.2508754648118621,0.00185573885290231,0.00360671881479139,0.27576756483315273,9,18,0.5,30
99,0.18328657384276803,1.39841645230736,3.997102695722297,0.01995325600327934,0.04986952885568587,0.01052593583744513,0.0023084695217142,0.4638557120599632,9,18,0.5,30
100,0.31456274771337595,0.512146100921955,0.8694530882033112,0.03135654194346931,0.01155692220116041,0.07205230659210078,0.00250299011326029,1.582064219050603,9,18,0.5,30
101,1.7686205631535536,0.8989453926485254,0.2183235967112123,0.06512348966679027,0.00392539755281139,0.2971248537009009,0.00409603406632952,5.325501924469568,9,18,0.5,30
102,9.817652217718836,11.115234607569306,0.14393408893561624,0.16590462740518064,0.00159766000186341,0.17939589688514976,0.0070790862775847,2.8137221606737155,9,18,0.5,30
103,4.621498923651709,89.48566323736945,0.607115948076917,0.2581251748608436,0.00143766479519676,0.01370862029167809,0.0116759620646109,0.4778253978785309,9,18,0.5,30
104,0.9028517398420712,52.10242339360249,2.121796828879185,0.2133438514785365,0.00983694028086535,0.00118969032703656,0.02447925561084347,0.29448165045148095,9,18,0.5,30
105,0.2459555879521566,12.22024647711265,2.788027178288525,0.05354989474907534,0.06258121702880301,0.0010732819445866,0.03711914621155064,0.31261110317044577,9,18,0.5,30
106,0.10305632196860424,2.628324503462317,1.3858905591531605,0.01949930378858391,0.08823484419258339,0.00298532658561419,0.04020383984840463,0.370764122935488,9,18,0.5,30
107,0.04565318253958177,0.5908745836268086,0.4812991479881411,0.01593138552660705,0.05423911474628486,0.01863939897780281,0.05359915383482371,0.7419159150883529,9,18,0.5,30
108,0.23974800987495773,0.16251179439203103,0.1482877388697952,0.02504848594574538,0.029710652142772,0.14536486154428505,0.0825416111183557,3.1352092228873865,9,18,0.5,30
109,12.63836195272124,0.49053606623141255,0.18145262622997357,0.05081333509138341,0.01563012520383084,0.8056371953564249,0.14326147121182536,14.39604275049751,9,18,0.5,30
110,10.196421067764442,118.03423161370392,33.028803339625114,0.26605389627842985,0.05610977281240326,0.06328858572481294,0.15065603511597037,1.0117975996862896,9,18,0.5,30
111,1.079065878720031,108.22785441527472,77.86292521214516,0.25245792488282215,0.2347125928086949,8.2459274738859e-4,0.00622957890453664,0.23566602141135223,9,18,0.5,30
112,0.12196336073039678,24.08581403782215,19.650258040129952,0.06117075210845836,0.14261015928899382,4.7824828396594e-4,0.00121806851042128,0.22577425829917663,9,18,0.5,30
113,0.02138561560829724,4.90407550654429,4.006352374176662,0.01873524060851332,0.02235625904502529,0.00122160653441416,8.9896613487909e-4,0.2546584198286705,9,18,0.5,30
114,0.01029125318359006,0.991785060405908,0.8044862934084102,0.01303083979662246,0.00486100877939358,0.00807346231988776,9.9784216400055e-4,0.41411618991227306,9,18,0.5,30
115,0.01418418461772979,0.20601922468747672,0.16140135246538953,0.01891968942078508,0.00139909072170466,0.07362626901405599,0.00154193312660836,1.6310098016212131,9,18,0.5,30
116,0.4571687649706824,0.05959761276722515,0.03255974882594328,0.0362728308746765,5.569948386806e-4,0.5805351866669443,0.00315713310428786,10.563714266550946,9,18,0.5,30
117,13.870668634953509,1.5340400144876285,0.0100750468068675,0.08609560522746848,2.309857302387e-4,1.6659278134683966,0.00640811015543829,27.33067489066015,9,18,0.5,30
118,4.28273599921679,157.08093519744278,0.04795071062941588,0.3339398378660968,9.34337283365605e-5,0.03663754514067905,0.00914103864601775,0.7105716134985531,9,18,0.5,30
119,2.1003212568552767,72.94398361349245,0.10231213750493402,0.2919843705012752,5.0172038250966e-4,6.3819716432832e-4,0.01782546025473864,0.2673736534801902,9,18,0.5,30
120,1.0743681812979005,18.07406270478769,0.44350178851603417,0.04455012799867004,0.00450482819119575,5.5271172717095e-4,0.08506668639703269,0.3708253753396599,9,18,0.5,30
121,0.2533165007314445,4.263292487156411,3.091537298076377,0.01555950378359594,0.064182446289817785,0.0010491761047515,0.26430768289157974,0.5377963605289909,9,18,0.5,30
122,0.07008026776747438,0.9131964974459582,2.5673404522580814,0.00627846091968705,0.2270757053169712,0.00359030334900612,0.12768057103371938,0.4203931616529977,9,18,0.5,30
123,0.08530516488130199,0.20156600946124187,0.7674079226274295,0.00675846486744421,0.127131482790826,0.02829382454041117,0.07673532697526123,0.9076322806264404,9,18,0.5,30
124,0.5437122244421992,0.08889805478168045,0.2539424687419586,0.01474467655700893,0.03696687514721997,0.2870366378577098,0.06595303866047109,5.582615904362083,9,18,0.5,30
125,10.588500587842072,1.4088160647288035,0.3823273968281752,0.06315252673009954,0.01560424071217408,1.1790623938651767,0.06983498491754489,19.638393557720217,9,18,0.5,30
126,11.18274480167814,107.9514732751903,15.15785334459128,0.2967942339523192,0.0320818900726797,0.0507766137287943,0.07564799740861292,0.9498475826117254,9,18,0.5,30
127,2.6468674405464143,116.04922487304025,66.54289045921819,0.25783606604001275,0.17067316475247674,9.2984591367673e-4,0.01175763240058861,0.24582002938193065,9,18,0.5,30
128,0.29904192278018427,29.476010552791887,26.69941547425077,0.06477231029480869,0.18150918843627836,4.5933296694362e-4,0.00179373551359732,0.22568750705907692,9,18,0.5,30
129,0.04672121130571466,6.128157012696502,5.663746110755613,0.02060242286949894,0.03952718530985661,0.00100791626821757,0.00114175253799243,0.2484383626054405,9,18,0.5,30
130,0.02195482249358379,1.249658671077157,1.1443704391628746,0.01312103677082253,0.00826440943782481,0.00601262937259165,0.00119043874357266,0.372003504012523,9,18,0.5,30
131,0.0431970214983019,0.2652249283918662,0.2305672971072276,0.01755967926114133,0.00225608552370403,0.05405477635750055,0.00173614264022228,1.27825861597434,9,18,0.5,30
132,0.5983822934024043,0.10729463237913424,0.04743801798586658,0.03440093560870978,8.6286032011043e-4,0.43133928251735176,0.00342464549331991,7.940444316206037,9,18,0.5,30
133,21.21082874479892,2.2068261841432495,0.01674006612053855,0.09393741286104804,3.5827227995075e-4,1.0540544797788889,0.00689323402439344,17.102180898132048,9,18,0.5,30
134,6.817275653712527,238.02510979693997,0.1467899549930419,0.33008236682700004,1.8024775878961e-4,0.02336898840876583,0.01016007528222744,0.553072267797862,9,18,0.5,30
135,0.8440549767111801,112.74362703970442,0.5652176353367675,0.28792309325595145,0.00179119812269006,3.9251187819975e-4,0.02076373819430125,0.26437157907914616,9,18,0.5,30
136,0.15727707437560476,23.764402309762772,0.956691328146368,0.03981412205006662,0.02278749545326271,3.0148064756865e-4,0.07243951997610167,0.3375385314120223,9,18,0.5,30
137,0.10747713903399415,4.813209274921824,0.7150766885352152,0.010331127174954,0.08070444102340804,0.00049351520115700005,0.15750328248754425,0.41099015281854295,9,18,0.5,30
138,0.02057454257260206,0.979867191837604,0.5279022229265354,0.00425320628698177,0.09509946553668862,0.00135250957371236,0.31104489861570317,0.5421551780390897,9,18,0.5,30
139,0.00996054859185764,0.19803072892246631,0.1842523120733685,0.00263462065874556,0.11026747136749954,0.0063054870384726,0.5438854578159417,0.8344031282652913,9,18,0.5,30
140,0.05649579510287761,0.04070442329633921,0.06215699966433328,0.00290992639432067,0.07561412107897685,0.04922250527303783,1.1934411949914672,2.379333477290773,9,18,0.5,30
141,0.7597612633638497,0.01896984987497596,0.1264049604555199,0.00531546720247731,0.05680746231854246,0.5209166800307218,2.455140792769195,12.539735690667897,9,18,0.5,30
142,30.263417714981102,1.4410965334025032,3.98095014770153,0.04310563199447039,0.13678570090278414,2.1788553766891594,1.9984267507290985,33.04567410611801,9,18,0.5,30
143,6.081657555444666,308.48592337580266,216.004097997393,0.3054788327779313,0.23677505930778647,0.01999041857043984,0.0266742597853778,0.4879844564603232,9,18,0.5,30
144,1.0034149636907506,111.88900620639627,83.07919158331502,0.24443654192535297,0.25136469527745114,2.4929743147483e-4,5.655065859575e-4,0.21163938425536663,9,18,0.5,30
145,0.18766785959868257,23.387847969282024,17.559222361665594,0.02811523063235975,0.03425160169494968,2.1769396762787e-4,3.0480761340185e-4,0.21434519254677376,9,18,0.5,30
146,0.02912288162083402,4.7401109385987725,3.5470530537183818,0.00898117205013484,0.00641956354031292,4.9591559881276e-4,2.631859595641e-4,0.22935156879343593,9,18,0.5,30
147,0.00443061588499845,0.9538958505786094,0.710685604172841,0.00526377689275755,0.00140986272718578,0.00283944653656686,2.9740168885748e-4,0.29861619293005764,9,18,0.5,30
148,0.01988969843797254,0.1919418769533961,0.14219396457308978,0.00665472980131745,3.7891550107446e-4,0.02983110417315022,4.56482946433e-4,0.8324597958353311,9,18,0.5,30
149,0.18331425565482257,0.04985526805335591,0.02854126783238406,0.01553391933165508,1.4515520115592e-4,0.32951012307481825,9.2512007811754e-4,6.224951936716868,9,18,0.5,30
150,10.130615300458642,0.3111785304130278,0.00610058018749696,0.04438006528272238,6.391490170941289e-5,2.2210519960971356,0.00201612685742005,38.88884786882447,9,18,0.5,30
151,12.23098862406318,112.35988507808264,0.00785776054795838,0.32307608067816174,2.107521495285498e-5,0.06737185108777025,0.00273419276324106,1.0003545326242869,9,18,0.5,30
152,0.6608091217764848,146.43557754032824,0.01341886201912733,0.3062680329329231,2.3942066715386984e-5,9.5552981944478e-4,0.00338424275110394,0.2432890097227347,9,18,0.5,30
153,0.07734325125946782,31.464348377129436,0.00507187121938347,0.09008052079123696,8.382618410513869e-5,4.3472207528932e-4,0.00687424907533912,0.2441797524044529,9,18,0.5,30
154,0.0204835860176591,6.352799997003061,0.00128309933480397,0.02064413378451078,8.235910551962414e-5,8.0776968243307e-4,0.02516249988980037,0.3043195064769343,9,18,0.5,30
155,0.02716775556503882,1.2794812117320695,3.3076807710955e-4,0.01104870663812182,8.558140565793981e-5,0.00301091113873098,0.16301202932848885,0.6005120861495585,9,18,0.5,30
156,0.04168500255283252,0.2663122264286001,2.4711617567256e-4,0.0098229863691786,1.5626699113241e-4,0.01387691160638388,1.6779335355343856,2.6171319149060923,9,18,0.5,30
157,0.6018098053714489,0.06798158768963465,0.0028701294855165,0.0096145583195488,0.00145912568272101,0.05632601087424434,19.949340822147075,18.84564793086735,9,18,0.5,30
158,4.743358077290502,0.1958286631215868,6.725128100935814,0.00826867927152098,0.3495687034897589,0.2825299801050622,6.46111373255249,7.301692603430777,9,18,0.5,30
159,41.15146647262634,13.681439308903288,53.389394274346635,0.06297854631436539,0.4282687825409171,0.2870633486481625,0.03071817214333112,4.399888694277817,9,18,0.5,30
160,4.80561687301996,399.169775009873,189.34539411661385,0.2820547445259048,0.14505333910881277,0.00691294918736458,0.00148846360335243,0.3195051444065502,9,18,0.5,30
161,0.6823738634062606,117.69315206947633,52.19486572856303,0.235791144203505,0.09410493907183427,1.9764357927202e-4,3.4492483310545e-4,0.20923013562497117,9,18,0.5,30
162,0.2249460245644137,24.097380273248177,10.803179213040398,0.02402807940248641,0.01750741133699443,1.7267123885922e-4,2.4595949320294e-4,0.21179134773672037,9,18,0.5,30
163,0.04238453251435252,4.876655238808544,2.185522130560921,0.00711649315045367,0.00357612790159456,3.4198273096238e-4,2.3136323498524e-4,0.2227266235423852,9,18,0.5,30
164,0.02060605902758481,0.9810494596121078,0.4381975499510231,0.00362479206480692,8.0919387968252e-4,0.00162989729502795,2.6710930765729e-4,0.2675250415666982,9,18,0.5,30
165,0.02721713867300007,0.19929060896347217,0.08778850170413692,0.00385720826729441,2.1384130582119e-4,0.01635353278579631,4.0780358907945e-4,0.5785392596947112,9,18,0.5,30
166,0.20115859523351112,0.04905512425244683,0.01763479121849247,0.0088269731216137,7.864981966424887e-5,0.1982358709757228,8.1417978949363e-4,3.9007417453686073,9,18,0.5,30
167,15.934710193972968,0.2270840403184253,0.00377174215493576,0.02912969605511308,3.5993174204171954e-5,1.7711988666508869,0.00184411357611583,31.45255314481481,9,18,0.5,30
168,7.793534471497244,181.60020644631652,0.00728868506358714,0.3330293658712735,1.2975686928433124e-5,0.0430060471004521,0.00245706946849618,0.7226073591075133,9,18,0.5,30
169,1.8206088934809737,114.79214649207096,0.0076629722558719,0.30503637331791056,1.937775295149914e-5,5.4290648925124e-4,0.00291701440678939,0.2310280985100767,9,18,0.5,30
170,0.5840967116628928,26.60074133875671,0.00499020797263436,0.05450089544296888,4.4417646046803326e-5,4.0095724949521e-4,0.00597018824738028,0.24229462594967413,9,18,0.5,30
171,0.11388844789834582,5.715704602740638,0.00278454743821911,0.01773013626147762,7.20447418074446e-5,8.7490675135586e-4,0.02058624356094414,0.2994680594148184,9,18,0.5,30
172,0.06288337190582739,1.1934638483549749,0.00132819970314017,0.01109037278166827,1.5613874883655e-4,0.00371510058165186,0.11983617549210532,0.5675648495653673,9,18,0.5,30
173,0.13211955442924248,0.2668646713219703,0.00160438123800209,0.01133529812257239,4.7355227488781e-4,0.02010326542847636,1.072200899017165,2.2510233513382376,9,18,0.5,30
174,2.716507676754776,0.1230837248790404,0.05341705259423596,0.01404925432863112,0.00829021489705422,0.10301731592910268,10.427638133861768,12.745363012156783,9,18,0.5,30
175,8.692465286378914,2.6934737037772525,34.310473004957544,0.02445710860647678,0.4235370945395816,0.35059678013639584,0.8229696653143047,6.368942516514295,9,18,0.5,30
176,5.140732043610037,56.88128982284363,79.41004172234227,0.1756316644499631,0.3132791018332632,0.04773167830132085,0.0042055768708102,0.8800796948570458,9,18,0.5,30
177,0.8888336399657863,54.78807609996765,29.38451027017101,0.2482598157632661,0.0818938703276825,0.00220436643445126,7.4721324060806e-4,0.25804889141100706,9,18,0.5,30
178,0.28416211799337965,13.846237033553082,6.50005433590448,0.08647944651457089,0.02054138181780794,0.00159030468791675,5.2902072028392e-4,0.25537721516652634,9,18,0.5,30
179,0.07810226559060658,3.149851119412906,1.3499016813371283,0.03416294575887779,0.0049988443982866004,0.00511496964685573,6.0585041552628e-4,0.3446903708912801,9,18,0.5,30
180,0.0439777252878836,0.72961729591048,0.2743235086351187,0.03180609927761939,0.00150498924857862,0.03064727547017227,9.6097270239524e-4,0.8324540837210845,9,18,0.5,30
181,0.2261855523002934,0.2224099400440062,0.05580652245505723,0.04550228436369419,5.7950290771443e-4,0.18327356403970385,0.00191119298484111,3.5086031425320856,9,18,0.5,30
182,2.8191222723501217,0.6551497079855173,0.01305482153720421,0.07215418291326296,2.395379897626e-4,0.7073795046175283,0.00394895017703565,12.25675227948464,9,18,0.5,30
183,7.179938694642439,21.99019270175879,0.01110500715516759,0.21391396088627543,8.948600795092901e-5,0.1791589489521664,0.00654391589317502,2.584369424140773,9,18,0.5,30
184,3.0926134229327946,73.14352632984303,0.0286615232552385,0.28400620214402106,9.061488056683796e-5,0.00695814344723881,0.01062703662760888,0.374978701508012,9,18,0.5,30
185,0.9298742372121044,32.90397055534947,0.07810561450665056,0.16477890969959264,5.2794974177853e-4,0.00139919871651087,0.03036683111494578,0.31509759304776364,9,18,0.5,30
186,0.5865852097120378,8.374428740572032,0.2611238229606912,0.04998901680445522,0.00586661130199803,0.00157560723586297,0.1686914282035374,0.5171809175700248,9,18,0.5,30
187,0.3809892656577123,2.169078018012568,1.8493074306107244,0.02131159903585995,0.07036684424500295,0.00379441356651442,0.6064735371233858,0.8673093397670091,9,18,0.5,30
188,0.21427147687706916,0.5999370665755167,3.4310374016376803,0.01125892376766323,0.24425376483027655,0.01669883613406711,0.2723859163688444,0.7615715357722964,9,18,0.5,30
189,0.6400882224970039,0.28045285115446594,1.7518698414189904,0.01832215513131553,0.18095038688568071,0.11336848405586344,0.06804291434546784,2.3991521295164513,9,18,0.5,30
190,6.7896086294280655,1.5972427475817796,1.3709054360196966,0.05986549318909955,0.04577298191722753,0.45709314703137965,0.02675407124820893,7.908774427150025,9,18,0.5,30
191,10.56660010321,56.40772542178931,8.13667221050367,0.23198940788756975,0.02867446924850955,0.07034852602518687,0.0204346301873754,1.1757331179756627,9,18,0.5,30
192,2.749226321617679,105.46665852384744,32.24158523933049,0.26724763706781407,0.0750651355251863,0.00214241270668494,0.00971787252908668,0.2749010418467275,9,18,0.5,30
193,1.500748607834889,31.311283563755953,17.698783188458627,0.10353828449735283,0.12288112289649608,7.1776127502028e-4,0.00312144082525479,0.234882479517255,9,18,0.5,30
194,0.4349752771335352,7.930635412621893,5.537175298201651,0.02967485947763782,0.04344551269046441,0.00136426721573436,0.00211390583762463,0.26025889169892663,9,18,0.5,30
195,0.14728193649738294,1.9459501759645397,1.305595787509012,0.02095839598095157,0.01420228841460629,0.00684379137231813,0.00220325157217618,0.3917536631206231,9,18,0.5,30
196,0.21774495478949407,0.5566049677191846,0.285719895326034,0.02822007709888489,0.00465326338392754,0.04763086571072775,0.0031909784969091,1.1581209997312418,9,18,0.5,30
197,1.305507665216024,0.5509716839093423,0.07236894672070497,0.05245988189385416,0.00187735910697054,0.2529772703824179,0.00610953288859876,4.695689709102646,9,18,0.5,30
198,12.1749560556151,6.81982206555472,0.05579255152978515,0.13476647118696802,8.6493437148046e-4,0.27641924745884056,0.0117234639829272,4.395454990673308,9,18,0.5,30
199,19.880658532744548,113.4411558860178,0.5445725948025935,0.266541621767414,0.00102658794446266,0.0195233848823616,0.02120262350682677,0.5756401606562019,9,18,0.5,30
200,5.344726562819762,188.13014144435337,20.68271483175671,0.2445924766745478,0.02239163573877315,8.8090553237737e-4,0.03793708477826609,0.2989088267621131,9,18,0.5,30
201,1.1379025111477588,50.99607574359901,43.24570632394737,0.07260892360169707,0.21331473373075105,2.8669563319057e-4,0.00887195893959556,0.22776360337658308,9,18,0.5,30
1,0.4344907068047939,0.2865328760201724,0.44701109003122336,0,0,0.10000000000000002,0.10000000000000002,0,9,18,0.5,40
