Year,S,Z1,Z2,FracI1,FracI2,nu1,nu2,fecundity,rep,pdoug,sigma,phi
136,34.56824914455085,1.4835529712622408,1.8961415117312723,0.06834116319286462,0.08611435573893114,1.3404226590743498,0.5084059867700511,26.639478258028284,9,7,0.5,20
137,21.96223870491756,215.14957975003097,159.3188301923869,0.30022057358615656,0.22798956275902604,0.02642355978146948,0.02063683469566776,0.8152163295195618,9,7,0.5,20
138,3.150650554249913,161.03773656701938,125.88819960564273,0.2584772084090702,0.22556293347059503,4.650007754487e-4,5.1358401702996e-4,0.23475011324035736,9,7,0.5,20
139,0.28164337916588467,36.82270836517443,28.55672739064761,0.06858759184157687,0.05523449902556213,4.2314918910911e-4,2.6198166082816e-4,0.23375719120464725,9,7,0.5,20
140,0.06360416737328184,7.510917832917024,5.771669484608222,0.02423649932772217,0.01074858372085735,0.00133341891784326,2.7638045864303e-4,0.2717129909603551,9,7,0.5,20
141,0.02397547182374809,1.526052664598356,1.1578317223275532,0.0173908745094621,0.0026877781058633,0.00920664517138029,4.2027393031241e-4,0.46944651252152114,9,7,0.5,20
142,0.13917026397453872,0.31762791747892194,0.23201251515614155,0.02397204881389215,8.8602753461138e-4,0.0846000245866526,8.1229855426061e-4,1.9326242915050384,9,7,0.5,20
143,1.006883378472643,0.18757113814524048,0.04744795385795589,0.04239804290150011,3.6022777146121e-4,0.6539663524913489,0.0017033418215797,12.573826161006757,9,7,0.5,20
144,12.181142159606235,2.907466943859353,0.01239180783323823,0.1325896964202388,1.4100745554384e-4,1.1427151418376091,0.00318108570939677,21.16778802145559,9,7,0.5,20
145,12.047150642511276,81.86332471492337,0.01395263736584384,0.3205260463949906,4.6192221089335297e-5,0.05527455967390748,0.00435566352630167,1.3200592518309144,9,7,0.5,20
146,1.7401758372353762,89.771894618533,0.02038593669780479,0.2943577224685549,6.700547149313261e-5,0.00208677212325081,0.00684901940482605,0.3213108145170356,9,7,0.5,20
147,0.2479659832438915,22.34477056057292,0.01302361086251484,0.11812116402607813,2.3128609456566e-4,0.00140511393190781,0.01956061455764618,0.33836872842632937,9,7,0.5,20
148,0.08976983837599684,4.698304927376857,0.00532775008824434,0.0427974904242636,4.9314176920673e-4,0.00396542478951984,0.09785876132897596,0.587423295365671,9,7,0.5,20
149,0.2045116711146731,0.9980704042719708,0.00319838579777213,0.03003952153146347,0.00106240273243735,0.01589844481466782,0.7167854986390435,1.9452518518272697,9,7,0.5,20
150,1.1947914534479895,0.31757600027317007,0.03017406072083548,0.02702003434071646,0.00636036136636996,0.06074222955388431,6.2004596228351785,10.346153982311346,9,7,0.5,20
151,8.86774221165251,0.7668982864228417,7.246228947787089,0.02764205052294106,0.2937286857659964,0.2962647821505893,1.5531396881164818,7.72394415527018,9,7,0.5,20
152,11.0466915362317,23.11632465246615,58.2301171346524,0.11725525757262235,0.3400506850211265,0.18702231817274503,0.01540925293283183,3.7211085671369273,9,7,0.5,20
153,1.8409920826407564,66.65971478338129,44.406041649834975,0.26976202401136296,0.1504971389119842,0.01030715197944777,0.00139074963784389,0.47986857679247896,9,7,0.5,20
154,0.8415190155850703,20.502003610658775,10.748393939884169,0.18460774638415675,0.04892806384967138,0.00278252512789117,8.0802116868806e-4,0.31337356556409857,9,7,0.5,20
155,0.4761475992403064,5.2522208360525315,2.374250412613226,0.06339017651265924,0.01269875635870576,0.00842254181665377,0.00105829236816047,0.453312515886114,9,7,0.5,20
156,1.3436079760241448,1.6333178227484149,0.5181806928843793,0.05645108899407408,0.00427051697143099,0.04189507819486722,0.00186462150027003,1.1229067938654465,9,7,0.5,20
157,7.774292322386643,2.600931495055677,0.15271194376607258,0.07869382148018092,0.00171738776804078,0.1695756371256786,0.00361706170527949,3.5159727906091276,9,7,0.5,20
158,11.72192470992639,32.92381848609195,0.17172027138738846,0.1957473066781014,8.5488115909959e-4,0.0905526857252058,0.00618979882657664,1.997259461964901,9,7,0.5,20
159,5.4909447116996,74.00932570309024,0.36337457688570834,0.27645607309754033,0.00127385465215795,0.00689045528414104,0.01074588867262816,0.4568261466304875,9,7,0.5,20
160,0.9893271899429464,34.970859053322215,0.7940116427743092,0.1735366555327625,0.00588066361796003,0.00209543215957503,0.0291949704221614,0.38303140723757206,9,7,0.5,20
161,0.33735340119434404,8.52121094450811,0.9159833585759968,0.07164008625370308,0.03438326264713599,0.00332433135561024,0.08899776252869009,0.541437961282911,9,7,0.5,20
162,0.259567785497981,1.9728042457783692,0.8145452747189945,0.03684201136156846,0.08535535933180234,0.01211058071067557,0.16237357428060423,0.9244707364223992,9,7,0.5,20
163,0.9686921386337491,0.575183859558121,0.7622387299300957,0.03238801770742629,0.10776741684811976,0.068669482511103,0.18721370010237867,2.216349348651055,9,7,0.5,20
164,8.427450044940876,1.1715046181725817,2.2764275749413483,0.05094346714139634,0.10329433147926156,0.35407607435648936,0.14911256833036837,7.510529258224923,9,7,0.5,20
165,15.58079268036482,34.10349353219091,25.066365789502207,0.1892296139825272,0.13893236898184794,0.13065853516636416,0.03943538240554722,2.7675848289943414,9,7,0.5,20
166,3.335595144607434,93.52051927926732,55.109101652493266,0.26887660857840834,0.1593884028791938,0.00601812734267334,0.00378354204474303,0.4004491707475074,9,7,0.5,20
167,0.6050974253547867,30.418160133546813,17.857945767187847,0.16625934961576597,0.102034281606768,0.001584512830719,0.00113298801724877,0.2804729038370956,9,7,0.5,20
168,0.12864334546552075,6.810058546706312,3.877119505271032,0.05575126049324421,0.02474988979251461,0.00434848759105045,0.00115481378688126,0.36031428483745737,9,7,0.5,20
169,0.180439864535694,1.4793921600321105,0.7947262868327666,0.0420846253545044,0.00715679424489802,0.024822122390867,0.0018496343899735,0.795491179346713,9,7,0.5,20
170,0.9248286208857196,0.49381077748889823,0.16898815806675313,0.05114346218052625,0.00261723944087176,0.15549876421152514,0.00358486716677331,3.2748031128066417,9,7,0.5,20
171,10.502279597978402,1.8655038914339948,0.05492809723720147,0.08954328782983174,0.00108782513142321,0.5581546515654394,0.00709831997008233,10.723680224070812,9,7,0.5,20
172,18.75684896003052,59.09547563929967,0.13578665890008712,0.2654942219363238,5.6017082899766e-4,0.08163865667785213,0.01142068093951048,1.8353786712417564,9,7,0.5,20
173,4.310394885906052,128.26767812446678,0.8501430510030463,0.29981708947929103,0.00196626971257887,0.00290732629087741,0.02448623029167732,0.39512952285780273,9,7,0.5,20
174,1.7977885568783722,39.54044680625246,2.9831936581575813,0.1521862070785169,0.02922614549051626,8.4307862953457e-4,0.06884157249683201,0.3990299828673906,9,7,0.5,20
175,0.46006997956527423,9.29574084304772,6.02216199176349,0.03616523389476193,0.13991332188561725,0.00156317349736679,0.05572395157285569,0.402477212709575,9,7,0.5,20
176,0.220024605870198,2.045423308772043,2.7640994269248256,0.01878812100521735,0.16507527379997625,0.00678439436404869,0.02433246739284158,0.4941538409440253,9,7,0.5,20
177,0.7130257672009395,0.5139753510746847,0.8492661907946755,0.02199093248662534,0.06590922122677684,0.05288113751950607,0.02540393817520079,1.461521511958053,9,7,0.5,20
178,3.5383021237356225,0.749692543372276,0.6083939942296361,0.04233930848416945,0.02891939371311575,0.372790350000951,0.03652505682302744,7.554112082312115,9,7,0.5,20
179,25.317085081265745,13.398707223764813,2.4031362736425828,0.17485520844766592,0.02944132371931969,0.2738009802114621,0.0485409446764534,5.507812725968216,9,7,0.5,20
180,9.215141499595614,155.98197771313508,49.00293136899421,0.2920278708595396,0.08782622473370272,0.01290637205253683,0.02428994468798562,0.607855655364942,9,7,0.5,20
181,0.6875140061326401,72.20588313725194,46.4867675216778,0.21404753881886832,0.1988716881043423,7.4662148782907e-4,0.00199685102135618,0.25286763355821834,9,7,0.5,20
182,0.19427201101149852,15.25955836783487,10.260857156397202,0.05564152734143548,0.07158900220225242,0.00117794134360621,0.00103105902973146,0.2690703753116664,9,7,0.5,20
183,0.10465815389222448,3.1685623767620137,2.1095616757456295,0.02782905904815054,0.01467279441532799,0.00580652242456781,0.00126490278017239,0.3977574286036161,9,7,0.5,20
184,0.02800520049327631,0.7007507995796568,0.43169959229564464,0.02957873566189392,0.00447559915284013,0.04502900118726671,0.00220930733904727,1.1911283884251909,9,7,0.5,20
185,0.12837523460336173,0.1678065703355654,0.08737258064938085,0.04646527119017859,0.00174455767377866,0.31718651726225566,0.00444582349453,6.305826384642275,9,7,0.5,20
186,4.693518135631719,0.2194544752354225,0.01938496393348213,0.06906541551316787,7.1519933441943e-4,1.6389218521599045,0.0091252569023801,30.89735968993313,9,7,0.5,20
187,24.27424962066871,25.93041145989773,0.03127188956188664,0.2594345942376616,2.8323632659107e-4,0.2812175079360899,0.0145181432595177,5.249413940504859,9,7,0.5,20
188,3.73810082754198,169.87324450822274,0.3399770415506448,0.3281976183047465,6.1770592571558e-4,0.00712555254275375,0.02967002857551988,0.5187610086350365,9,7,0.5,20
189,1.0298739190427155,51.11526954901215,1.196062200694781,0.21919212260417847,0.01345756278410193,0.00063010005177988005,0.10630339745137368,0.4382713247715232,9,7,0.5,20
190,0.5392623049223244,11.004708513349891,2.778384515148673,0.0356636793010738,0.11268516956966676,9.3029669407145e-4,0.17297414942825456,0.5256478246728847,9,7,0.5,20
191,0.3312572764998983,2.348480320325133,2.7180257648076065,0.01280226462593068,0.1938169860620104,0.00296749018768029,0.08549752847435302,0.48681326270941183,9,7,0.5,20
192,0.43165978431701735,0.5455128300876626,1.456051054130929,0.01059452994784968,0.13738518631875934,0.02018030023319877,0.05613074459795527,0.8808102755890367,9,7,0.5,20
193,3.1214564461136214,0.2804462123240936,0.9592727594122612,0.0184393727402547,0.07554994391124051,0.1838777525662455,0.05431397576309418,4.089005434520907,9,7,0.5,20
194,25.996022872904557,6.196057429826936,4.12825025641757,0.08967071501157671,0.05861654325162153,0.5414954803073194,0.05154891843043831,10.512290997930211,9,7,0.5,20
195,13.09001358567669,162.62187519777768,60.99210146450895,0.29904333394635113,0.1084683778095378,0.02217486519202843,0.01587999161105228,0.7545733889660831,9,7,0.5,20
196,3.762589036006163,100.2070593895916,57.37945562800264,0.24979356859555607,0.1725600479487448,7.143367319667e-4,0.00142516072590771,0.24945417780833096,9,7,0.5,20
197,1.0121808330304964,25.399632949989407,16.367336449296335,0.06668016414534242,0.0657810814016179,8.4299291125537e-4,7.4346682553092e-4,0.2549308894247398,9,7,0.5,20
198,1.239064958508636,5.769599999342444,3.613100609159891,0.03162990717445346,0.0166621019794608,0.0032116634802512,8.3312178557777e-4,0.3306057368862767,9,7,0.5,20
199,1.3913543172492304,1.9487645677438308,0.8509961751600079,0.02957629601708974,0.00498762528547512,0.02215223914504649,0.00136658340055631,0.741095394173137,9,7,0.5,20
200,4.317701027341772,2.1446504671022337,0.23113496982840792,0.05816550393168166,0.00206123377385915,0.12127236845132196,0.00261065945462553,2.621887173587913,9,7,0.5,20
201,12.138944262280994,14.9663298732949,0.13533593703399732,0.15717389559688005,9.7544702881708e-4,0.13071335194655834,0.00466124134840979,2.739631906984014,9,7,0.5,20
1,0.8112119610795967,0.3097738020748186,0.37639277732611415,0,0,0.10000000000000002,0.10000000000000002,0,9,7,0.5,30
2,14.840302668083885,1.081123872879479,1.3624085214949682,0.04187271606258292,0.05288544943168477,0.5934939263960929,0.1455049361728203,12.33047702392578,9,7,0.5,30
3,16.17699422696536,112.5974161605903,69.3154227294518,0.243638934775291,0.15663025192058316,0.07378139320458649,0.03281485280625715,1.8205739425569,9,7,0.5,30
4,4.886543906889776,163.49174548929068,118.16841326808496,0.28174833186879356,0.21894001404989663,0.00119085682209562,0.00124466257945336,0.2664798860681733,9,7,0.5,30
5,0.8804072278805535,49.97427127795493,37.01297323230367,0.11046111860264522,0.09182958247408222,5.7820344440361e-4,4.2859499993481e-4,0.24123159863330584,9,7,0.5,30
6,0.07061064683336729,11.0933208511468,7.944233986908547,0.03869718978386992,0.02041953340166944,0.00144642764329214,4.0504350450716e-4,0.2758293751767892,9,7,0.5,30
7,0.05478131821156568,2.2779447297164004,1.6001541392018512,0.02584028391754831,0.00519023204175661,0.00842163829016712,5.8673321671913e-4,0.45300704564922206,9,7,0.5,30
8,0.22033397013958575,0.5105763086234141,0.3229328388974991,0.03084549173474634,0.00167280728747157,0.06770816669806118,0.00109994138049671,1.613725675096813,9,7,0.5,30
9,1.9469202186923704,0.4572786961027871,0.06921851402931953,0.0506126198269644,6.6589409115658e-4,0.4538747202052057,0.00226027000424644,8.830132275319626,9,7,0.5,30
