Species,Year,Column1,rep,pdoug,type,pd
nu2,127,0,1,18,SNPV only,50% Douglas-fir
nu2,128,0,1,18,SNPV only,50% Douglas-fir
nu2,129,0,1,18,SNPV only,50% Douglas-fir
nu2,130,0,1,18,SNPV only,50% Douglas-fir
nu2,131,0,1,18,SNPV only,50% Douglas-fir
nu2,132,0,1,18,SNPV only,50% Douglas-fir
nu2,133,0,1,18,SNPV only,50% Douglas-fir
nu2,134,0,1,18,SNPV only,50% Douglas-fir
nu2,135,0,1,18,SNPV only,50% Douglas-fir
nu2,136,0,1,18,SNPV only,50% Douglas-fir
nu2,137,0,1,18,SNPV only,50% Douglas-fir
nu2,138,0,1,18,SNPV only,50% Douglas-fir
nu2,139,0,1,18,SNPV only,50% Douglas-fir
nu2,140,0,1,18,SNPV only,50% Douglas-fir
nu2,141,0,1,18,SNPV only,50% Douglas-fir
nu2,142,0,1,18,SNPV only,50% Douglas-fir
nu2,143,0,1,18,SNPV only,50% Douglas-fir
nu2,144,0,1,18,SNPV only,50% Douglas-fir
nu2,145,0,1,18,SNPV only,50% Douglas-fir
nu2,146,0,1,18,SNPV only,50% Douglas-fir
nu2,147,0,1,18,SNPV only,50% Douglas-fir
nu2,148,0,1,18,SNPV only,50% Douglas-fir
nu2,149,0,1,18,SNPV only,50% Douglas-fir
nu2,150,0,1,18,SNPV only,50% Douglas-fir
nu2,151,0,1,18,SNPV only,50% Douglas-fir
nu2,152,0,1,18,SNPV only,50% Douglas-fir
nu2,153,0,1,18,SNPV only,50% Douglas-fir
nu2,154,0,1,18,SNPV only,50% Douglas-fir
nu2,155,0,1,18,SNPV only,50% Douglas-fir
nu2,156,0,1,18,SNPV only,50% Douglas-fir
nu2,157,0,1,18,SNPV only,50% Douglas-fir
nu2,158,0,1,18,SNPV only,50% Douglas-fir
nu2,159,0,1,18,SNPV only,50% Douglas-fir
nu2,160,0,1,18,SNPV only,50% Douglas-fir
nu2,161,0,1,18,SNPV only,50% Douglas-fir
nu2,162,0,1,18,SNPV only,50% Douglas-fir
nu2,163,0,1,18,SNPV only,50% Douglas-fir
nu2,164,0,1,18,SNPV only,50% Douglas-fir
nu2,165,0,1,18,SNPV only,50% Douglas-fir
nu2,166,0,1,18,SNPV only,50% Douglas-fir
nu2,167,0,1,18,SNPV only,50% Douglas-fir
nu2,168,0,1,18,SNPV only,50% Douglas-fir
nu2,169,0,1,18,SNPV only,50% Douglas-fir
nu2,170,0,1,18,SNPV only,50% Douglas-fir
nu2,171,0,1,18,SNPV only,50% Douglas-fir
nu2,172,0,1,18,SNPV only,50% Douglas-fir
nu2,173,0,1,18,SNPV only,50% Douglas-fir
nu2,174,0,1,18,SNPV only,50% Douglas-fir
nu2,175,0,1,18,SNPV only,50% Douglas-fir
nu2,176,0,1,18,SNPV only,50% Douglas-fir
nu2,177,0,1,18,SNPV only,50% Douglas-fir
nu2,178,0,1,18,SNPV only,50% Douglas-fir
nu2,179,0,1,18,SNPV only,50% Douglas-fir
nu2,180,0,1,18,SNPV only,50% Douglas-fir
nu2,181,0,1,18,SNPV only,50% Douglas-fir
nu2,182,0,1,18,SNPV only,50% Douglas-fir
nu2,183,0,1,18,SNPV only,50% Douglas-fir
nu2,184,0,1,18,SNPV only,50% Douglas-fir
nu2,185,0,1,18,SNPV only,50% Douglas-fir
nu2,186,0,1,18,SNPV only,50% Douglas-fir
nu2,187,0,1,18,SNPV only,50% Douglas-fir
nu2,188,0,1,18,SNPV only,50% Douglas-fir
nu2,189,0,1,18,SNPV only,50% Douglas-fir
nu2,190,0,1,18,SNPV only,50% Douglas-fir
nu2,191,0,1,18,SNPV only,50% Douglas-fir
nu2,192,0,1,18,SNPV only,50% Douglas-fir
nu2,193,0,1,18,SNPV only,50% Douglas-fir
nu2,194,0,1,18,SNPV only,50% Douglas-fir
nu2,195,0,1,18,SNPV only,50% Douglas-fir
nu2,196,0,1,18,SNPV only,50% Douglas-fir
nu2,197,0,1,18,SNPV only,50% Douglas-fir
nu2,198,0,1,18,SNPV only,50% Douglas-fir
nu2,199,0,1,18,SNPV only,50% Douglas-fir
nu2,200,0,1,18,SNPV only,50% Douglas-fir
nu2,201,0,1,18,SNPV only,50% Douglas-fir
nu1,1,0.10000000000000002,2,18,SNPV only,50% Douglas-fir
nu1,2,0.2780326359226788,2,18,SNPV only,50% Douglas-fir
nu1,3,0.13305819468554653,2,18,SNPV only,50% Douglas-fir
nu1,4,0.0096637703334957,2,18,SNPV only,50% Douglas-fir
nu1,5,0.00207614363224245,2,18,SNPV only,50% Douglas-fir
nu1,6,0.00405151687108924,2,18,SNPV only,50% Douglas-fir
nu1,7,0.0203505418551879,2,18,SNPV only,50% Douglas-fir
nu1,8,0.12417025482851442,2,18,SNPV only,50% Douglas-fir
nu1,9,0.570601149934876,2,18,SNPV only,50% Douglas-fir
nu1,10,0.19764920306323636,2,18,SNPV only,50% Douglas-fir
nu1,11,0.00806374508038096,2,18,SNPV only,50% Douglas-fir
nu1,12,0.00291210029555592,2,18,SNPV only,50% Douglas-fir
nu1,13,0.00734739889023686,2,18,SNPV only,50% Douglas-fir
nu1,14,0.03321735012011104,2,18,SNPV only,50% Douglas-fir
nu1,15,0.11796583029797808,2,18,SNPV only,50% Douglas-fir
nu1,16,0.07460438637433509,2,18,SNPV only,50% Douglas-fir
nu1,17,0.02251535816987022,2,18,SNPV only,50% Douglas-fir
nu1,18,0.01763711840189649,2,18,SNPV only,50% Douglas-fir
nu1,19,0.04115133052326468,2,18,SNPV only,50% Douglas-fir
nu1,20,0.09094670322383372,2,18,SNPV only,50% Douglas-fir
nu1,21,0.12420227921669696,2,18,SNPV only,50% Douglas-fir
nu1,22,0.05056032930666954,2,18,SNPV only,50% Douglas-fir
nu1,23,0.01359389551529845,2,18,SNPV only,50% Douglas-fir
nu1,24,0.00964551275827277,2,18,SNPV only,50% Douglas-fir
nu1,25,0.02279399563937552,2,18,SNPV only,50% Douglas-fir
nu1,26,0.06614133962858561,2,18,SNPV only,50% Douglas-fir
nu1,27,0.10636954133703096,2,18,SNPV only,50% Douglas-fir
nu1,28,0.05258058107669326,2,18,SNPV only,50% Douglas-fir
nu1,29,0.0239320519357271,2,18,SNPV only,50% Douglas-fir
nu1,30,0.0261499481746542,2,18,SNPV only,50% Douglas-fir
nu1,31,0.03555878265286884,2,18,SNPV only,50% Douglas-fir
nu1,32,0.06123030736882707,2,18,SNPV only,50% Douglas-fir
nu1,33,0.1267308295750465,2,18,SNPV only,50% Douglas-fir
nu1,34,0.07728905137149931,2,18,SNPV only,50% Douglas-fir
