sS_DO,sS_GR,sM,phi,rho,ll,round,type,iter
40.56995303220821,206.56892733515855,1.0294143004613185,14.298543292921098,0.629290152584659,-489.0373218169676,1,best,1
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,2
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,3
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,4
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,5
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,6
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,7
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,8
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,9
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,10
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,11
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,12
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,13
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,14
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,15
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,16
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,17
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,18
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,19
40.56995303220821,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-483.2853664903908,1,best,20
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,21
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,22
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,23
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,24
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,25
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,26
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,27
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,28
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,29
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,30
1.108637920340331e-5,206.56892733515855,1.838205830308351,14.298543292921098,0.629290152584659,-403.9402453957941,1,best,31
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,32
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,33
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,34
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,35
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,36
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,37
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,38
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,39
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,40
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,41
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,42
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,43
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,44
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,45
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,46
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,47
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,48
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,49
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,50
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,51
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,52
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,53
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,54
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,55
1.108637920340331e-5,206.56892733515855,1.838205830308351,18.320217074247925,0.629290152584659,-403.6989333837813,1,best,56
