phiS,phiM,rho,lambda,ll,round,type,iter
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,1
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,2
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,3
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,4
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,5
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,6
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,7
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,8
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,9
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,10
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,11
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,12
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,13
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,14
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,15
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,16
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,17
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,18
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,19
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,20
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,21
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,22
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,23
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,24
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,25
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,26
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,27
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,28
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,29
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,30
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,31
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,32
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,33
22.94019878513786,17.658448180289568,0.19360048815259098,10.23602535272208,-10000000000,1,best,34
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,35
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,36
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,37
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,38
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,39
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,40
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,41
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,42
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,43
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,44
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,45
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,46
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,47
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,48
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,49
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,50
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,51
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,52
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,53
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,54
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,55
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,56
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,57
22.94019878513786,17.658448180289568,0.19360048815259098,1.3893974822737925,-940.3843990113951,1,best,58
27.19176168704267,17.658448180289568,0.19360048815259098,1.3893974822737925,-826.4523272499958,1,best,59
36.66491477005479,17.658448180289568,0.19360048815259098,1.3893974822737925,-770.9143934371461,1,best,60
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,61
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,62
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,63
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,64
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,65
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,66
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,67
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,68
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,69
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,70
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,71
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,72
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,73
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,74
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,75
49.43835528449677,17.658448180289568,0.19360048815259098,1.3893974822737925,-710.973193205665,1,best,76
49.43835528449677,26.334526358887118,0.19360048815259098,1.3893974822737925,-646.3319842762746,1,best,77
49.43835528449677,26.334526358887118,0.19360048815259098,1.3893974822737925,-646.3319842762746,1,best,78
49.43835528449677,26.334526358887118,0.01017277008107102,1.3893974822737925,-598.1645690723609,1,best,79
49.43835528449677,26.334526358887118,0.014329261481131814,1.3893974822737925,-597.8629113153322,1,best,80
49.43835528449677,26.334526358887118,0.014329261481131814,1.3893974822737925,-597.8629113153322,1,best,81
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,82
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,83
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,84
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,85
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,86
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,87
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,88
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,89
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,90
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,91
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,92
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,93
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,94
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,95
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,96
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,97
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,98
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,99
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,100
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,101
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,102
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,103
49.43835528449677,26.334526358887118,0.02843105434277844,1.3893974822737925,-592.2663693657462,1,best,104
60.89092110522985,26.334526358887118,0.02843105434277844,1.3893974822737925,-584.4212418521913,1,best,105
60.89092110522985,26.334526358887118,0.010179700368765133,1.3893974822737925,-581.177556059027,1,best,106
60.89092110522985,26.334526358887118,0.010179700368765133,1.3893974822737925,-581.177556059027,1,best,107
60.89092110522985,26.334526358887118,0.010179700368765133,1.3893974822737925,-581.177556059027,1,best,108
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,109
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,110
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,111
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,112
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,113
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,114
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,115
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,116
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,117
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,118
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,119
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,120
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,121
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,122
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,123
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,124
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,125
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,126
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,127
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,128
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,129
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,130
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,131
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,132
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,133
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,134
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,135
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,136
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,137
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,138
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,139
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,140
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,141
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,142
60.89092110522985,26.334526358887118,0.029637031383381227,1.3893974822737925,-578.5215131837602,1,best,143
36.17754331440106,41.06938583124437,0.7774023750516248,38.112102287705994,-10000000000,10,best,1
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,2
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,3
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,4
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,5
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,6
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,7
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,8
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,9
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,10
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,11
36.17754331440106,41.06938583124437,0.7774023750516248,1.4552263226421938,-4114.086413329906,10,best,12
36.17754331440106,41.06938583124437,0.010192647781011394,1.4552263226421938,-713.8541789868638,10,best,13
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,14
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,15
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,16
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,17
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,18
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,19
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,20
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,21
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,22
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,23
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,24
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,25
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,26
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,27
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,28
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,29
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,30
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,31
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,32
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,33
36.17754331440106,41.06938583124437,0.0149288844004535,1.4552263226421938,-712.6979056320137,10,best,34
49.25533084826091,41.06938583124437,0.0149288844004535,1.4552263226421938,-640.248409599908,10,best,35
49.25533084826091,41.06938583124437,0.0149288844004535,1.4552263226421938,-640.248409599908,10,best,36
49.25533084826091,41.06938583124437,0.0149288844004535,1.4552263226421938,-640.248409599908,10,best,37
49.25533084826091,41.06938583124437,0.0149288844004535,1.4552263226421938,-640.248409599908,10,best,38
49.25533084826091,41.06938583124437,0.0149288844004535,1.4552263226421938,-640.248409599908,10,best,39
49.25533084826091,41.06938583124437,0.0149288844004535,1.4552263226421938,-640.248409599908,10,best,40
49.25533084826091,41.06938583124437,0.0149288844004535,1.4552263226421938,-640.248409599908,10,best,41
