sS,sM,phi,rho,ll,round,type,iter
494.77239316574156,0.010575845014712525,17.739769352674784,0.34404370388227967,-729.9499916293854,1,best,1
494.77239316574156,0.03240534375987506,17.739769352674784,0.34404370388227967,-718.4658820553722,1,best,2
494.77239316574156,0.03240534375987506,17.739769352674784,0.34404370388227967,-718.4658820553722,1,best,3
494.77239316574156,0.03240534375987506,17.739769352674784,0.34404370388227967,-718.4658820553722,1,best,4
494.77239316574156,0.932226186417431,17.739769352674784,0.34404370388227967,-713.7783423043849,1,best,5
494.77239316574156,2.856425183121443,17.739769352674784,0.34404370388227967,-690.814013377848,1,best,6
494.77239316574156,8.752344597963127,17.739769352674784,0.34404370388227967,-632.8901403807132,1,best,7
494.77239316574156,26.817973883630152,17.739769352674784,0.34404370388227967,-591.624053095469,1,best,8
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,9
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,10
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,11
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,12
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,13
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,14
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,15
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,16
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,17
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,18
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,19
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,20
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,21
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,22
494.77239316574156,82.17269271943935,17.739769352674784,0.34404370388227967,-537.5538558816486,1,best,23
494.77239316574156,82.17269271943935,15.310283323987592,0.34404370388227967,-531.6951660721821,1,best,24
494.77239316574156,82.17269271943935,15.310283323987592,0.34404370388227967,-531.6951660721821,1,best,25
494.77239316574156,82.17269271943935,15.310283323987592,0.34404370388227967,-531.6951660721821,1,best,26
494.77239316574156,82.17269271943935,15.310283323987592,0.34404370388227967,-531.6951660721821,1,best,27
494.77239316574156,82.17269271943935,15.310283323987592,0.34404370388227967,-531.6951660721821,1,best,28
494.77239316574156,82.17269271943935,15.310283323987592,0.34404370388227967,-531.6951660721821,1,best,29
494.77239316574156,82.17269271943935,15.310283323987592,0.34404370388227967,-531.6951660721821,1,best,30
494.77239316574156,82.17269271943935,15.310283323987592,0.34404370388227967,-531.6951660721821,1,best,31
494.77239316574156,82.17269271943935,15.310283323987592,0.34404370388227967,-531.6951660721821,1,best,32
494.77239316574156,82.17269271943935,15.310283323987592,0.34404370388227967,-531.6951660721821,1,best,33
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,34
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,35
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,36
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,37
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,38
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,39
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,40
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,41
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,42
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,43
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,44
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,45
494.77239316574156,82.17269271943935,15.310283323987592,0.050582437654160886,-496.20710962350677,1,best,46
