sS_DO,sS_GR,sM_DO,sM_GR,phi,rho,ll,round,type,iter
40.56995303220821,1.034171457454505,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-602.418488360473,1,best,1
40.56995303220821,2.025086104695668,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-586.635845692769,1,best,2
40.56995303220821,3.965467913343456,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-573.5204091718299,1,best,3
40.56995303220821,7.765070203827042,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-562.0272304445751,1,best,4
40.56995303220821,15.205346906848153,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-554.9401994957323,1,best,5
40.56995303220821,29.774692113362693,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-545.8612914221319,1,best,6
40.56995303220821,58.3039831893785,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-521.6776267638402,1,best,7
40.56995303220821,114.16925632025999,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-492.191586701659,1,best,8
40.56995303220821,223.563097676932,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-446.9018001263989,1,best,9
40.56995303220821,437.77510911259316,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-431.3136525259797,1,best,10
40.56995303220821,857.239178334742,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-418.2037971180762,1,best,11
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,12
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,13
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,14
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,15
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,16
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,17
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,18
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,19
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,20
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,21
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,22
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,23
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,24
40.56995303220821,1678.6221819729426,86.22787163382894,43.07683584262514,43.08063453654119,0.1465309415326344,-413.98523069804355,1,best,25
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1,best,26
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1,best,27
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1,best,28
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1,best,29
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1,best,30
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.1465309415326344,-401.8812139226298,1,best,31
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1,best,32
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1,best,33
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1,best,34
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1,best,35
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1,best,36
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1,best,37
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1,best,38
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1,best,39
40.56995303220821,1678.6221819729426,86.22787163382894,3.689414688554313,43.08063453654119,0.11357151180493383,-394.39256329836974,1,best,40
