"","xvals","yvals","num","distance","ref"
"1",-3,-1.73205080756888,1,0,1
"2",-3,0,2,1.73205080756888,1
"3",-3,1.73205080756888,3,3.46410161513775,1
"4",-1.5,-2.59807621135332,4,1.73205080756888,1
"5",-1.5,-0.866025403784439,5,1.73205080756888,1
"6",-1.5,0.866025403784438,6,3,1
"7",-1.5,2.59807621135332,7,4.58257569495584,1
"8",0,-3.46410161513775,8,3.46410161513775,1
"9",0,-1.73205080756888,9,3,1
"10",0,0,10,3.46410161513775,1
"11",0,1.73205080756888,11,4.58257569495584,1
"12",0,3.46410161513775,12,6,1
"13",1.5,-2.59807621135332,13,4.58257569495584,1
"14",1.5,-0.866025403784439,14,4.58257569495584,1
"15",1.5,0.866025403784438,15,5.19615242270663,1
"16",1.5,2.59807621135332,16,6.2449979983984,1
"17",3,-1.73205080756888,17,6,1
"18",3,0,18,6.2449979983984,1
"19",3,1.73205080756888,19,6.92820323027551,1
"20",-3,-1.73205080756888,1,1.73205080756888,2
"21",-3,0,2,0,2
"22",-3,1.73205080756888,3,1.73205080756888,2
"23",-1.5,-2.59807621135332,4,3,2
"24",-1.5,-0.866025403784439,5,1.73205080756888,2
"25",-1.5,0.866025403784438,6,1.73205080756888,2
"26",-1.5,2.59807621135332,7,3,2
"27",0,-3.46410161513775,8,4.58257569495584,2
"28",0,-1.73205080756888,9,3.46410161513775,2
"29",0,0,10,3,2
"30",0,1.73205080756888,11,3.46410161513775,2
"31",0,3.46410161513775,12,4.58257569495584,2
"32",1.5,-2.59807621135332,13,5.19615242270663,2
"33",1.5,-0.866025403784439,14,4.58257569495584,2
"34",1.5,0.866025403784438,15,4.58257569495584,2
"35",1.5,2.59807621135332,16,5.19615242270663,2
"36",3,-1.73205080756888,17,6.2449979983984,2
"37",3,0,18,6,2
"38",3,1.73205080756888,19,6.2449979983984,2
"39",-3,-1.73205080756888,1,3.46410161513775,3
"40",-3,0,2,1.73205080756888,3
"41",-3,1.73205080756888,3,0,3
"42",-1.5,-2.59807621135332,4,4.58257569495584,3
"43",-1.5,-0.866025403784439,5,3,3
"44",-1.5,0.866025403784438,6,1.73205080756888,3
"45",-1.5,2.59807621135332,7,1.73205080756888,3
"46",0,-3.46410161513775,8,6,3
"47",0,-1.73205080756888,9,4.58257569495584,3
"48",0,0,10,3.46410161513775,3
"49",0,1.73205080756888,11,3,3
"50",0,3.46410161513775,12,3.46410161513775,3
"51",1.5,-2.59807621135332,13,6.2449979983984,3
"52",1.5,-0.866025403784439,14,5.19615242270663,3
"53",1.5,0.866025403784438,15,4.58257569495584,3
"54",1.5,2.59807621135332,16,4.58257569495584,3
"55",3,-1.73205080756888,17,6.92820323027551,3
"56",3,0,18,6.2449979983984,3
"57",3,1.73205080756888,19,6,3
"58",-3,-1.73205080756888,1,1.73205080756888,4
"59",-3,0,2,3,4
