"","xvals","yvals","num","distance","ref"
"1",-22.5,-12.9903810567666,1,0,1
"2",-22.5,-11.2583302491977,2,1.73205080756888,1
"3",-22.5,-9.52627944162882,3,3.46410161513776,1
"4",-22.5,-7.79422863405995,4,5.19615242270663,1
"5",-21,-13.856406460551,5,1.73205080756888,1
"6",-21,-12.1243556529821,6,1.73205080756888,1
"7",-21,-10.3923048454133,7,3,1
"8",-21,-8.66025403784439,8,4.58257569495584,1
"9",-21,-6.92820323027551,9,6.2449979983984,1
"10",-19.5,-14.7224318643355,10,3.46410161513776,1
"11",-19.5,-12.9903810567666,11,3,1
"12",-19.5,-11.2583302491977,12,3.46410161513775,1
"13",-19.5,-9.52627944162882,13,4.58257569495584,1
"14",-19.5,-7.79422863405995,14,6,1
"15",-19.5,-6.06217782649107,15,7.54983443527075,1
"16",-18,-15.5884572681199,16,5.19615242270663,1
"17",-18,-13.856406460551,17,4.58257569495584,1
"18",-18,-12.1243556529821,18,4.58257569495584,1
"19",-18,-10.3923048454133,19,5.19615242270663,1
"20",-18,-8.66025403784439,20,6.2449979983984,1
"21",-18,-6.92820323027551,21,7.54983443527075,1
"22",-18,-5.19615242270663,22,9,1
"23",-16.5,-14.7224318643355,23,6.2449979983984,1
"24",-16.5,-12.9903810567666,24,6,1
"25",-16.5,-11.2583302491977,25,6.2449979983984,1
"26",-16.5,-9.52627944162882,26,6.92820323027551,1
"27",-16.5,-7.79422863405995,27,7.93725393319377,1
"28",-16.5,-6.06217782649107,28,9.16515138991168,1
"29",-15,-13.856406460551,29,7.54983443527075,1
"30",-15,-12.1243556529821,30,7.54983443527075,1
"31",-15,-10.3923048454133,31,7.93725393319377,1
"32",-15,-8.66025403784439,32,8.66025403784439,1
"33",-15,-6.92820323027551,33,9.64365076099295,1
"34",-13.5,-12.9903810567666,34,9,1
"35",-13.5,-11.2583302491977,35,9.16515138991168,1
"36",-13.5,-9.52627944162883,36,9.64365076099295,1
"37",-13.5,-7.79422863405995,37,10.3923048454133,1
"38",-1.5,-0.866025403784437,38,24.2487113059643,1
"39",-1.5,0.866025403784437,39,25.1594912508182,1
"40",-1.5,2.59807621135332,40,26.153393661244,1
"41",-1.5,4.33012701892219,41,27.2213151776324,1
"42",0,-1.73205080756887,42,25.1594912508182,1
"43",0,0,43,25.9807621135332,1
"44",0,1.73205080756888,44,26.8886593194975,1
"45",0,3.46410161513776,45,27.8747197295327,1
"46",0,5.19615242270663,46,28.9309522829789,1
"47",1.5,-2.59807621135332,47,26.153393661244,1
"48",1.5,-0.866025403784437,48,26.8886593194975,1
"49",1.5,0.866025403784437,49,27.712812921102,1
"50",1.5,2.59807621135332,50,28.6181760425084,1
"51",1.5,4.33012701892219,51,29.5972971738975,1
"52",1.5,6.06217782649107,52,30.6431068920891,1
"53",3,-3.46410161513775,53,27.2213151776324,1
"54",3,-1.73205080756888,54,27.8747197295327,1
"55",3,0,55,28.6181760425084,1
"56",3,1.73205080756887,56,29.4448637286709,1
"57",3,3.46410161513775,57,30.347981810987,1
"58",3,5.19615242270663,58,31.3209195267317,1
"59",3,6.92820323027551,59,32.3573793747269,1
"60",4.5,-2.59807621135331,60,28.9309522829789,1
"61",4.5,-0.866025403784437,61,29.5972971738975,1
"62",4.5,0.866025403784441,62,30.347981810987,1
"63",4.5,2.59807621135332,63,31.1769145362398,1
"64",4.5,4.33012701892219,64,32.0780298646909,1
"65",4.5,6.06217782649107,65,33.0454232837166,1
"66",6,-1.73205080756887,66,30.6431068920891,1
"67",6,0,67,31.3209195267317,1
"68",6,1.73205080756888,68,32.0780298646909,1
"69",6,3.46410161513775,69,32.9089653438087,1
"70",6,5.19615242270663,70,33.8082830087539,1
"71",7.5,-0.866025403784437,71,32.3573793747269,1
"72",7.5,0.866025403784437,72,33.0454232837166,1
"73",7.5,2.59807621135332,73,33.8082830087539,1
"74",7.5,4.33012701892219,74,34.6410161513775,1
"75",-22.5,-12.9903810567666,1,1.73205080756888,2
"76",-22.5,-11.2583302491977,2,0,2
"77",-22.5,-9.52627944162882,3,1.73205080756888,2
"78",-22.5,-7.79422863405995,4,3.46410161513776,2
"79",-21,-13.856406460551,5,3,2
"80",-21,-12.1243556529821,6,1.73205080756888,2
"81",-21,-10.3923048454133,7,1.73205080756888,2
"82",-21,-8.66025403784439,8,3,2
"83",-21,-6.92820323027551,9,4.58257569495584,2
"84",-19.5,-14.7224318643355,10,4.58257569495584,2
"85",-19.5,-12.9903810567666,11,3.46410161513776,2
"86",-19.5,-11.2583302491977,12,3,2
"87",-19.5,-9.52627944162882,13,3.46410161513775,2
"88",-19.5,-7.79422863405995,14,4.58257569495584,2
"89",-19.5,-6.06217782649107,15,6,2
"90",-18,-15.5884572681199,16,6.2449979983984,2
"91",-18,-13.856406460551,17,5.19615242270663,2
"92",-18,-12.1243556529821,18,4.58257569495584,2
"93",-18,-10.3923048454133,19,4.58257569495584,2
"94",-18,-8.66025403784439,20,5.19615242270663,2
"95",-18,-6.92820323027551,21,6.2449979983984,2
"96",-18,-5.19615242270663,22,7.54983443527075,2
"97",-16.5,-14.7224318643355,23,6.92820323027551,2
"98",-16.5,-12.9903810567666,24,6.2449979983984,2
"99",-16.5,-11.2583302491977,25,6,2
"100",-16.5,-9.52627944162882,26,6.2449979983984,2
"101",-16.5,-7.79422863405995,27,6.92820323027551,2
"102",-16.5,-6.06217782649107,28,7.93725393319377,2
"103",-15,-13.856406460551,29,7.93725393319377,2
"104",-15,-12.1243556529821,30,7.54983443527075,2
"105",-15,-10.3923048454133,31,7.54983443527075,2
"106",-15,-8.66025403784439,32,7.93725393319377,2
"107",-15,-6.92820323027551,33,8.66025403784439,2
"108",-13.5,-12.9903810567666,34,9.16515138991168,2
"109",-13.5,-11.2583302491977,35,9,2
"110",-13.5,-9.52627944162883,36,9.16515138991168,2
"111",-13.5,-7.79422863405995,37,9.64365076099295,2
"112",-1.5,-0.866025403784437,38,23.43074902772,2
"113",-1.5,0.866025403784437,39,24.2487113059643,2
"114",-1.5,2.59807621135332,40,25.1594912508182,2
"115",-1.5,4.33012701892219,41,26.153393661244,2
"116",0,-1.73205080756887,42,24.4335834457412,2
"117",0,0,43,25.1594912508182,2
"118",0,1.73205080756888,44,25.9807621135332,2
"119",0,3.46410161513776,45,26.8886593194975,2
"120",0,5.19615242270663,46,27.8747197295327,2
"121",1.5,-2.59807621135332,47,25.5147016443461,2
"122",1.5,-0.866025403784437,48,26.153393661244,2
"123",1.5,0.866025403784437,49,26.8886593194975,2
"124",1.5,2.59807621135332,50,27.712812921102,2
"125",1.5,4.33012701892219,51,28.6181760425084,2
"126",1.5,6.06217782649107,52,29.5972971738975,2
"127",3,-3.46410161513775,53,26.6645832519468,2
"128",3,-1.73205080756888,54,27.2213151776324,2
"129",3,0,55,27.8747197295327,2
"130",3,1.73205080756887,56,28.6181760425084,2
"131",3,3.46410161513775,57,29.4448637286709,2
"132",3,5.19615242270663,58,30.347981810987,2
"133",3,6.92820323027551,59,31.3209195267317,2
"134",4.5,-2.59807621135331,60,28.3548937575157,2
"135",4.5,-0.866025403784437,61,28.9309522829789,2
"136",4.5,0.866025403784441,62,29.5972971738975,2
"137",4.5,2.59807621135332,63,30.347981810987,2
"138",4.5,4.33012701892219,64,31.1769145362398,2
"139",4.5,6.06217782649107,65,32.0780298646909,2
